File,Formula,Energy,Bandgap,Application,Type,Space_Group,Stability,E_Above_Hull,Is_Viable,Decomposition
SeS_id1988_Final_E-3.78.cif,SeS,-3.78,0.0,Metal (Conductor),Metal,P4/m (83),Unstable,0.2728,False,"SeS7 (0.57), Se (0.43)"
Sc3Se4_id2748_Final_E-6.38.cif,Sc3Se4,-6.38,0.0,Metal (Conductor),Metal,I-43d (220),Unstable,0.274,False,"ScSe (0.29), Sc2Se3 (0.71)"
LiAlTe5O4_id350_Final_E-5.01.cif,LiAlTe5O4,-5.01,0.0,Metal (Conductor),Metal,P-42m (111),Unstable,0.2769,False,"LiAl5O8 (0.25), TeO2 (0.33), LiTe3 (0.29), Te (0.13)"
K6SiSn6_id254_Final_E-2.77.cif,K6SiSn6,-2.77,0.0,Metal (Conductor),Metal,P1 (1),Unstable,0.2795,False,"Si (0.08), KSn (0.92)"
Li(ZnGe)3_id372_Final_E-2.62.cif,Li(ZnGe)3,-2.62,0.0,Metal (Conductor),Metal,Pm-3n (223),Unstable,0.2809,False,"LiZnGe (0.43), Ge (0.29), Zn (0.29)"
Ca3MgNO3_id893_Final_E-6.24.cif,Ca3MgNO3,-6.24,0.0,Metal (Conductor),Metal,Pm-3m (221),Unstable,0.2829,False,"Mg3N2 (0.16), CaO (0.69), CaN2 (0.09), MgO (0.06)"
CdGa3(Se2S)4_id2020_Final_E-3.77.cif,CdGa3(Se2S)4,-3.77,0.0,Metal (Conductor),Metal,P1 (1),Unstable,0.2842,False,"CdSe2 (0.19), Ga2Se3 (0.47), Se (0.06), SeS7 (0.29)"
Li2Sc2SnSe6_id2354_Final_E-4.97.cif,Li2Sc2SnSe6,-4.97,0.0,Metal (Conductor),Metal,Cccm (66),Unstable,0.2858,False,"Li2SnSe3 (0.55), Sc2Se3 (0.45)"
LiSO_id1782_Final_E-5.14.cif,LiSO,-5.14,0.0,Metal (Conductor),Metal,P1 (1),Unstable,0.2872,False,"LiS4 (0.24), Li2SO4 (0.58), Li2S (0.18)"
K2Zn5O4_id3334_Final_E-3.69.cif,K2Zn5O4,-3.69,0.0,Metal (Conductor),Metal,I4/m (87),Unstable,0.2906,False,"KZn13 (0.19), K2Zn3O4 (0.76), ZnO (0.05)"
SrSi10_id25_Final_E-4.88.cif,SrSi10,-4.88,0.0,Metal (Conductor),Metal,P2_1/m (11),Unstable,0.2925,False,"SrSi2 (0.27), Si (0.73)"
Ti2Be2B_id2089_Final_E-6.14.cif,Ti2Be2B,-6.14,0.0,Metal (Conductor),Metal,P6_422 (181),Unstable,0.2989,False,"TiBe2 (0.60), TiB (0.40)"
Li6Ti3Ga2_id766_Final_E-3.65.cif,Li6Ti3Ga2,-3.65,0.0,Metal (Conductor),Metal,C2/c (15),Unstable,0.3007,False,"Ti2Ga (0.41), Li2Ga (0.14), Li (0.45)"
InCO4_id1566_Final_E-6.71.cif,InCO4,-6.71,0.0,Metal (Conductor),Metal,I4_1/a (88),Unstable,0.3022,False,"In2O3 (0.42), CO2 (0.50), O2 (0.08)"
SiSb(AsP8)2_id863_Final_E-4.99.cif,SiSb(AsP8)2,-4.99,0.0,Metal (Conductor),Metal,P1 (1),Unstable,0.3045,False,"SbAs (0.10), SiP2 (0.15), P (0.70), As (0.05)"
MgO2_id1179_Final_E-5.56.cif,MgO2,-5.56,0.0,Metal (Conductor),Metal,Cmce (64),Unstable,0.3077,False,"MgO (0.67), O2 (0.33)"
ZnTeAsSe_id2222_Final_E-3.34_REFINED_C2.cif,ZnTeAsSe,-3.34,0.0,Metal (Conductor),Metal,C2 (5),Unstable,0.3089,False,"As2Se3 (0.42), ZnTe (0.50), As (0.08)"
SrGa(SiO3)2_id1687_Final_E-7.31.cif,SrGa(SiO3)2,-7.31,0.0,Metal (Conductor),Metal,P1 (1),Unstable,0.311,False,"SrGa2(SiO4)2 (0.43), SrSiO3 (0.33), SiO2 (0.20), Ga (0.03)"
BaCaO4_id1287_Final_E-5.83.cif,BaCaO4,-5.83,0.0,Metal (Conductor),Metal,Pban (50),Unstable,0.3121,False,"BaO10 (0.23), BaO2 (0.44), CaO (0.33)"
Ti3(SnO)2_id3279_Final_E-7.40.cif,Ti3(SnO)2,-7.4,0.0,Metal (Conductor),Metal,P4/mnc (128),Unstable,0.3148,False,"Ti2Sn3 (0.36), Sn (0.07), TiO (0.57)"
K4Sr(ZnSi)5_id175_Final_E-2.45.cif,K4Sr(ZnSi)5,-2.45,0.0,Metal (Conductor),Metal,P1 (1),Unstable,0.3152,False,"Sr2Zn5Si3 (0.25), SrZn13 (0.22), K (0.01), KSi (0.51)"
K2SnGe_id2973_Final_E-2.65.cif,K2SnGe,-2.65,0.0,Metal (Conductor),Metal,Pmmn (59),Unstable,0.3154,False,"KSn (0.50), KGe (0.50)"
MgSiPSe_id1396_Final_E-4.48.cif,MgSiPSe,-4.48,0.0,Metal (Conductor),Metal,Pca2_1 (29),Unstable,0.316,False,"SiP (0.50), MgSe (0.50)"
LiBeSiGe2_id2361_Final_E-3.86.cif,LiBeSiGe2,-3.86,0.0,Metal (Conductor),Metal,P-1 (2),Unstable,0.3163,False,"Ge (0.20), Si (0.20), Be (0.20), LiGe (0.40)"
AlAs2_id478_Final_E-4.36.cif,AlAs2,-4.36,0.0,Metal (Conductor),Metal,I4_1cd (110),Unstable,0.318,False,"AlAs (0.67), As (0.33)"
LiP_id2995_Final_E-3.86.cif,LiP,-3.86,0.0,Metal (Conductor),Metal,P1 (1),Unstable,0.3244,False,LiP (1.00)
Sb4As7PS6_id972_Final_E-4.39.cif,Sb4As7PS6,-4.39,0.0,Metal (Conductor),Metal,Ima2 (46),Unstable,0.3252,False,"Sb2S3 (0.56), P (0.06), As (0.39)"
K3BaLi3Se4_id1153_Final_E-3.48.cif,K3BaLi3Se4,-3.48,0.0,Metal (Conductor),Metal,Pm-3n (223),Unstable,0.3258,False,"KLiSe (0.82), BaSe (0.18)"
KBaO32_id1430_Final_E-4.70.cif,KBaO32,-4.7,0.0,Metal (Conductor),Metal,P-3 (147),Unstable,0.3277,False,"BaO10 (0.32), O2 (0.59), KO2 (0.09)"
CaCd31_id1369_Final_E-0.67.cif,CaCd31,-0.67,0.0,Metal (Conductor),Metal,P4/m (83),Unstable,0.3278,False,"CaCd6 (0.22), Cd (0.78)"
MgSi_id1449_Final_E-3.28.cif,MgSi,-3.28,0.0,Metal (Conductor),Metal,I4_1/amd (141),Unstable,0.3293,False,"Mg2Si (0.75), Si (0.25)"
AsS3_id2012_Final_E-4.24.cif,AsS3,-4.24,0.0,Metal (Conductor),Metal,Pm (6),Unstable,0.3297,False,"AsS2 (0.75), S (0.25)"
BaP_id1447_Final_E-4.32_REFINED_P2.cif,BaP,-4.32,0.0,Metal (Conductor),Metal,P2 (3),Unstable,0.3305,False,"Ba3P4 (0.44), Ba5P4 (0.56)"
NaGeO2_id1660_Final_E-5.64.cif,NaGeO2,-5.64,0.0,Metal (Conductor),Metal,I4_122 (98),Unstable,0.3305,False,"Na4Ge9O20 (0.29), Na2GeO3 (0.64), Ge (0.06)"
Se2S5_id1072_Final_E-3.96.cif,Se2S5,-3.96,0.0,Metal (Conductor),Metal,Pba2 (32),Unstable,0.3314,False,"SeS7 (0.82), Se (0.18)"
KLiP_id1053_Final_E-2.98.cif,KLiP,-2.98,0.0,Metal (Conductor),Metal,P4_2/m (84),Unstable,0.3342,False,"K4P3 (0.52), Li3P (0.44), K (0.04)"
AsS5_id2407_Final_E-4.09.cif,AsS5,-4.09,0.0,Metal (Conductor),Metal,P2 (3),Unstable,0.3353,False,"AsS2 (0.50), S (0.50)"
MgS_id265_Final_E-4.21.cif,MgS,-4.21,0.0,Metal (Conductor),Metal,Pmmm (47),Unstable,0.3359,False,MgS (1.00)
SeO_id2320_Final_E-4.75.cif,SeO,-4.75,0.0,Metal (Conductor),Metal,Pbca (61),Unstable,0.3375,False,"SeO2 (0.75), Se (0.25)"
Li6Al(TeSe)4_id2287_Final_E-3.57.cif,Li6Al(TeSe)4,-3.57,0.0,Metal (Conductor),Metal,R3m (160),Unstable,0.3386,False,"LiAlSe2 (0.27), TeSe2 (0.02), Li2Se (0.37), LiTe3 (0.35)"
KNaAsS17_id1470_Final_E-3.92.cif,KNaAsS17,-3.92,0.0,Metal (Conductor),Metal,P1 (1),Unstable,0.3395,False,"AsS2 (0.15), KS3 (0.20), Na2S5 (0.18), S (0.48)"
S4O_id2372_Final_E-4.41.cif,S4O,-4.41,0.0,Metal (Conductor),Metal,Pc (7),Unstable,0.3454,False,"SO2 (0.30), S (0.70)"
Na4As3_id2026_Final_E-2.80.cif,Na4As3,-2.8,0.0,Metal (Conductor),Metal,I-43d (220),Unstable,0.347,False,"NaAs (0.71), Na3As (0.29)"
NaLi3P_id76_Final_E-2.70.cif,NaLi3P,-2.7,0.0,Metal (Conductor),Metal,Pnn2 (34),Unstable,0.3498,False,"Li3P (0.80), Na (0.20)"
Li2Mg6Sn_id2878_Final_E-1.75.cif,Li2Mg6Sn,-1.75,0.0,Metal (Conductor),Metal,P1 (1),Unstable,0.3559,False,"LiMg149 (0.37), Mg149Sn (0.19), Li2MgSn (0.44)"
Li3CaGa_id1095_Final_E-1.99_REFINED_I4_mmm.cif,Li3CaGa,-1.99,0.0,Metal (Conductor),Metal,I4/mmm (139),Unstable,0.3601,False,"LiCa2Ga (0.40), Li2Ga (0.30), Li (0.30)"
N2O_id759_Final_E-7.19.cif,N2O,-7.19,0.0,Metal (Conductor),Metal,P2_1 (4),Unstable,0.3601,False,"NO2 (0.50), N2 (0.50)"
Al2CdGa6Sn5_id1715_Final_E-2.97.cif,Al2CdGa6Sn5,-2.97,0.0,Metal (Conductor),Metal,P1 (1),Unstable,0.3607,False,"Al (0.14), Ga (0.43), Cd (0.07), Sn (0.36)"
Ge3PO2_id3118_Final_E-5.68.cif,Ge3PO2,-5.68,0.0,Metal (Conductor),Metal,Pc (7),Unstable,0.3643,False,"GeP2O7 (0.48), Ge (0.45), P (0.07)"
Na4SiS6_id253_Final_E-3.97_REFINED_P2_12_12.cif,Na4SiS6,-3.97,0.0,Metal (Conductor),Metal,P2_12_12 (18),Unstable,0.3644,False,"NaS2 (0.14), Na2Si2S5 (0.41), NaS (0.45)"
MgSe_id2056_Final_E-3.67.cif,MgSe,-3.67,0.0,Metal (Conductor),Metal,P4/m (83),Unstable,0.3675,False,MgSe (1.00)
SeS2_id1279_Final_E-3.86.cif,SeS2,-3.86,0.0,Metal (Conductor),Metal,P3_112 (151),Unstable,0.3784,False,"SeS7 (0.76), Se (0.24)"
KNa2GaS6_id679_Final_E-3.85.cif,KNa2GaS6,-3.85,0.0,Metal (Conductor),Metal,P2 (3),Unstable,0.3796,False,"KGaS2 (0.40), NaS2 (0.60)"
Na2Li4AlP2_id994_Final_E-2.92.cif,Na2Li4AlP2,-2.92,0.0,Metal (Conductor),Metal,I4/mmm (139),Unstable,0.3836,False,"Na2LiAlP2 (0.29), LiAl3 (0.08), Li3P (0.50), Na (0.12)"
KAlZn2O6_id2493_Final_E-5.21.cif,KAlZn2O6,-5.21,0.0,Metal (Conductor),Metal,P1 (1),Unstable,0.3871,False,"KO2 (0.30), Al2ZnO4 (0.35), O2 (0.05), ZnO (0.30)"
As(P3S7)2_id548_Final_E-4.65.cif,As(P3S7)2,-4.65,0.0,Metal (Conductor),Metal,Pc (7),Unstable,0.3875,False,"P4S9 (0.54), P4S7 (0.20), As2P2S7 (0.26)"
ScTeS2_id2035_Final_E-5.43_REFINED_Cm.cif,ScTeS2,-5.43,0.0,Metal (Conductor),Metal,Cm (8),Unstable,0.3913,False,"Sc2S3 (0.62), S (0.12), Te (0.25)"
K2(SnO2)3_id2820_Final_E-5.59.cif,K2(SnO2)3,-5.59,0.0,Metal (Conductor),Metal,P6_3/mmc (194),Unstable,0.3935,False,"K2Sn3O7 (0.73), SnO (0.06), K2Sn2O3 (0.21)"
K11Na4O5_id557_Final_E-2.71.cif,K11Na4O5,-2.71,0.0,Metal (Conductor),Metal,P2_12_12 (18),Unstable,0.3953,False,"K2O (0.45), Na2O (0.30), K (0.25)"
CaZn5(GaO2)6_id1896_Final_E-5.22.cif,CaZn5(GaO2)6,-5.22,0.0,Metal (Conductor),Metal,P1 (1),Unstable,0.3967,False,"CaGa4O7 (0.13), Zn(GaO2)2 (0.58), Ca3Ga4O9 (0.17), Zn (0.12)"
SbO11_id1039_Final_E-4.99.cif,SbO11,-4.99,0.0,Metal (Conductor),Metal,P2 (3),Unstable,0.3996,False,"Sb2O5 (0.29), O2 (0.71)"
GeS2_id817_Final_E-4.56.cif,GeS2,-4.56,0.0,Metal (Conductor),Metal,P3_221 (154),Unstable,0.4026,False,GeS2 (1.00)
KZn2BO4_id1310_Final_E-5.58.cif,KZn2BO4,-5.58,0.0,Metal (Conductor),Metal,P1 (1),Unstable,0.4028,False,"ZnO (0.50), KBO2 (0.50)"
AlN_id2713_Final_E-7.22.cif,AlN,-7.22,0.0,Metal (Conductor),Metal,Fmm2 (42),Unstable,0.4054,False,AlN (1.00)
Na3MgN2_id1621_Final_E-3.58.cif,Na3MgN2,-3.58,0.0,Metal (Conductor),Metal,Pn-3m (224),Unstable,0.4068,False,"Mg3N2 (0.28), Na (0.28), NaN (0.44)"
Zn2O_id3239_Final_E-3.27.cif,Zn2O,-3.27,0.0,Metal (Conductor),Metal,P2_1/c (14),Unstable,0.4131,False,"ZnO (0.67), Zn (0.33)"
MgN_id873_Final_E-5.30.cif,MgN,-5.3,0.0,Metal (Conductor),Metal,Pmmm (47),Unstable,0.4147,False,"Mg3N2 (0.83), N2 (0.17)"
BaZn2SnO18_id875_Final_E-4.93.cif,BaZn2SnO18,-4.93,0.0,Metal (Conductor),Metal,P-3 (147),Unstable,0.4161,False,"SnO2 (0.14), BaO10 (0.50), ZnO (0.18), O2 (0.18)"
GaAs_id2315_Final_E-3.78.cif,GaAs,-3.78,0.0,Metal (Conductor),Metal,P4_32_12 (96),Unstable,0.4161,False,GaAs (1.00)
K(AsO)2_id3386_Final_E-5.16.cif,K(AsO)2,-5.16,0.0,Metal (Conductor),Metal,P4/mnc (128),Unstable,0.4195,False,"KAsO2 (0.80), As (0.20)"
Na2LiSb_id791_Final_E-2.30.cif,Na2LiSb,-2.3,0.0,Metal (Conductor),Metal,P4_2/mcm (132),Unstable,0.4195,False,"NaLi2Sb (0.50), Na3Sb (0.50)"
NO19_id255_Final_E-4.81.cif,NO19,-4.81,0.0,Metal (Conductor),Metal,P2/c (13),Unstable,0.4202,False,"NO3 (0.20), O2 (0.80)"
CaZn4CdO4_id1504_Final_E-4.09.cif,CaZn4CdO4,-4.09,0.0,Metal (Conductor),Metal,P4bm (100),Unstable,0.4217,False,"ZnO (0.60), CaO (0.20), Cd (0.10), Zn (0.10)"
BaLi8TiTe4_id2544_Final_E-3.31.cif,BaLi8TiTe4,-3.31,0.0,Metal (Conductor),Metal,I222 (23),Unstable,0.4235,False,"Li2Te (0.64), BaTe (0.14), Ti (0.07), Li (0.14)"
SeS3O_id2536_Final_E-4.44.cif,SeS3O,-4.44,0.0,Metal (Conductor),Metal,P6_4 (172),Unstable,0.4239,False,"SO2 (0.30), SeS7 (0.57), Se (0.13)"
SrO_id2868_Final_E-5.97.cif,SrO,-5.97,0.0,Metal (Conductor),Metal,P4_2/mmc (131),Unstable,0.4258,False,SrO (1.00)
Li3Ge2(AsP)2_id1233_Final_E-3.83.cif,Li3Ge2(AsP)2,-3.83,0.0,Metal (Conductor),Metal,P1 (1),Unstable,0.4259,False,"GeAs (0.37), Li3As (0.15), Ge (0.04), LiP (0.44)"
Na4Cd(GaO2)3_id2472_Final_E-4.71.cif,Na4Cd(GaO2)3,-4.71,0.0,Metal (Conductor),Metal,Im-3m (229),Unstable,0.4265,False,"Na8Ga2O7 (0.19), Na26Cd141 (0.08), Na7Ga13 (0.03), NaGaO2 (0.70)"
BeSiGeP2_id2114_Final_E-4.79.cif,BeSiGeP2,-4.79,0.0,Metal (Conductor),Metal,P2_12_12_1 (19),Unstable,0.4318,False,"BeSiP2 (0.80), Ge (0.20)"
Zn2Ga2Si2Ge7_id142_Final_E-3.55.cif,Zn2Ga2Si2Ge7,-3.55,0.0,Metal (Conductor),Metal,P1 (1),Unstable,0.4337,False,"Zn (0.15), Si (0.15), Ga (0.15), Ge (0.54)"
KInO8_id2210_Final_E-4.70_REFINED_P-1.cif,KInO8,-4.7,0.0,Metal (Conductor),Metal,P-1 (2),Unstable,0.44,False,"In2O3 (0.25), O2 (0.45), KO2 (0.30)"
Zn4Ga3S4_id1418_Final_E-3.11.cif,Zn4Ga3S4,-3.11,0.0,Metal (Conductor),Metal,P2_1 (4),Unstable,0.4513,False,"Ga (0.27), ZnS (0.73)"
MgSnSb_id1252_Final_E-3.06.cif,MgSnSb,-3.06,0.0,Metal (Conductor),Metal,P1 (1),Unstable,0.4528,False,"SnSb (0.22), Mg3Sb2 (0.56), Sn (0.22)"
Mg2S_id456_Final_E-3.11.cif,Mg2S,-3.11,0.0,Metal (Conductor),Metal,Cm (8),Unstable,0.4571,False,"Mg149S (0.34), MgS (0.66)"
MgGaP_id693_Final_E-3.35.cif,MgGaP,-3.35,0.0,Metal (Conductor),Metal,P4/nmm (129),Unstable,0.4587,False,"Mg3P2 (0.56), GaP (0.22), Ga (0.22)"
K4Te13O24_id448_Final_E-5.10.cif,K4Te13O24,-5.1,0.0,Metal (Conductor),Metal,Pn-3n (222),Unstable,0.4603,False,"K2Te4O9 (0.73), TeO2 (0.22), Te (0.05)"
K2Li5Sb_id2091_Final_E-1.86.cif,K2Li5Sb,-1.86,0.0,Metal (Conductor),Metal,P2/m (10),Unstable,0.4667,False,"Li3Sb (0.50), K (0.25), Li (0.25)"
LiZnO2_id1251_Final_E-4.52.cif,LiZnO2,-4.52,0.0,Metal (Conductor),Metal,Cmc2_1 (36),Unstable,0.4667,False,"Li2O2 (0.50), ZnO (0.50)"
KS_id2375_Final_E-3.34_REFINED_P-1.cif,KS,-3.34,0.0,Metal (Conductor),Metal,P-1 (2),Unstable,0.4668,False,KS (1.00)
Li8AlGaGe32_id846_Final_E-3.70.cif,Li8AlGaGe32,-3.7,0.0,Metal (Conductor),Metal,P4/mcc (124),Unstable,0.4673,False,"LiGaGe (0.07), LiAlGe (0.07), Ge (0.57), LiGe (0.29)"
KIn(TeO3)4_id2069_Final_E-5.38.cif,KIn(TeO3)4,-5.38,0.0,Metal (Conductor),Metal,P-1 (2),Unstable,0.4694,False,"K(TeO3)2 (0.50), TeO2 (0.25), In2TeO6 (0.25)"
BeC_id763_Final_E-6.18.cif,BeC,-6.18,0.0,Metal (Conductor),Metal,Pbca (61),Unstable,0.4775,False,"Be2C (0.75), C (0.25)"
Ti3O7_id1090_Final_E-8.49.cif,Ti3O7,-8.49,0.0,Metal (Conductor),Metal,P1 (1),Unstable,0.4937,False,"TiO2 (0.90), O2 (0.10)"
ZnBO4_id1311_Final_E-5.93.cif,ZnBO4,-5.93,0.0,Metal (Conductor),Metal,Ccc2 (37),Unstable,0.4954,False,"Zn4B6O13 (0.64), O2 (0.25), ZnO (0.11)"
KB3_id1483_Final_E-4.81.cif,KB3,-4.81,0.0,Metal (Conductor),Metal,P6/mmm (191),Unstable,0.5002,False,"KB6 (0.88), K (0.12)"
ZnO2_id2152_Final_E-4.41.cif,ZnO2,-4.41,0.0,Metal (Conductor),Metal,Pbca (61),Unstable,0.5025,False,"ZnO (0.67), O2 (0.33)"
K20Na13_id386_Final_E-0.69.cif,K20Na13,-0.69,0.0,Metal (Conductor),Metal,P3 (143),Unstable,0.504,False,"Na (0.39), K (0.61)"
Sc2GaSiO4_id2705_Final_E-7.71.cif,Sc2GaSiO4,-7.71,0.0,Metal (Conductor),Metal,P-42c (112),Unstable,0.5042,False,"Sc2Si2O7 (0.34), Sc2O3 (0.47), Si (0.06), Ga (0.12)"
K3O4_id733_Final_E-3.96.cif,K3O4,-3.96,0.0,Metal (Conductor),Metal,I-43d (220),Unstable,0.5066,False,"KO2 (0.43), K2O2 (0.57)"
SrZnO4_id1917_Final_E-4.98.cif,SrZnO4,-4.98,0.0,Metal (Conductor),Metal,I222 (23),Unstable,0.5099,False,"SrO2 (0.50), ZnO (0.33), O2 (0.17)"
SeS4O_id2233_Final_E-4.31.cif,SeS4O,-4.31,0.0,Metal (Conductor),Metal,Amm2 (38),Unstable,0.5115,False,"SO2 (0.25), SeS7 (0.67), Se (0.08)"
Ca(SeO)3_id50_Final_E-5.04.cif,Ca(SeO)3,-5.04,0.0,Metal (Conductor),Metal,P6_3 (173),Unstable,0.5131,False,"CaSeO3 (0.71), Se (0.29)"
Ti2B7_id3116_Final_E-7.14.cif,Ti2B7,-7.14,0.0,Metal (Conductor),Metal,C222_1 (20),Unstable,0.5134,False,"TiB2 (0.67), B (0.33)"
Al3ZnInS4_id2097_Final_E-4.03.cif,Al3ZnInS4,-4.03,0.0,Metal (Conductor),Metal,P-43m (215),Unstable,0.5147,False,"Al (0.11), Al2ZnS4 (0.78), In (0.11)"
MgS2_id2809_Final_E-3.94.cif,MgS2,-3.94,0.0,Metal (Conductor),Metal,P4/nnc (126),Unstable,0.5162,False,MgS2 (1.00)
Ba3Sb4As4S3_id1298_Final_E-4.29.cif,Ba3Sb4As4S3,-4.29,0.0,Metal (Conductor),Metal,P6_3 (173),Unstable,0.5256,False,"SbAs (0.57), BaS (0.43)"
MgCdO4_id1817_Final_E-4.66.cif,MgCdO4,-4.66,0.0,Metal (Conductor),Metal,P-4m2 (115),Unstable,0.5319,False,"CdO (0.33), O2 (0.33), MgO (0.33)"
Zn5GaO21_id1330_Final_E-4.54.cif,Zn5GaO21,-4.54,0.0,Metal (Conductor),Metal,I4 (79),Unstable,0.533,False,"Zn(GaO2)2 (0.13), O2 (0.54), ZnO (0.33)"
Li23Mg8(Zn2Ga)2_id1472_Final_E-1.42.cif,Li23Mg8(Zn2Ga)2,-1.42,0.0,Metal (Conductor),Metal,P1 (1),Unstable,0.5357,False,"Li3Mg (0.38), LiMg (0.24), Li2Ga (0.16), LiZn (0.22)"
NaAs(SO)4_id242_Final_E-5.06.cif,NaAs(SO)4,-5.06,0.0,Metal (Conductor),Metal,P-1 (2),Unstable,0.5404,False,"Na2S2O7 (0.55), AsS2 (0.30), S (0.07), SO2 (0.08)"
Sc4GeSe3_id383_Final_E-6.09.cif,Sc4GeSe3,-6.09,0.0,Metal (Conductor),Metal,P2_1/c (14),Unstable,0.5407,False,"ScGe (0.25), ScSe (0.75)"
MgInO6_id843_Final_E-5.10.cif,MgInO6,-5.1,0.0,Metal (Conductor),Metal,P-31c (163),Unstable,0.5424,False,"In2O3 (0.31), O2 (0.44), MgO (0.25)"
K2Na5Li_id912_Final_E-0.80.cif,K2Na5Li,-0.8,0.0,Metal (Conductor),Metal,P1 (1),Unstable,0.5428,False,"K (0.25), Na (0.62), Li (0.12)"
Li7(ZnAs)3_id1885_Final_E-2.41_REFINED_R32.cif,Li7(ZnAs)3,-2.41,0.0,Metal (Conductor),Metal,R32 (155),Unstable,0.5442,False,"LiZn3 (0.18), Li3As (0.53), LiZnAs (0.30)"
PSe2_id543_Final_E-3.93.cif,PSe2,-3.93,0.0,Metal (Conductor),Metal,Aea2 (41),Unstable,0.5444,False,"PSe (0.22), P2Se5 (0.78)"
NO_id3379_Final_E-6.61.cif,NO,-6.61,0.0,Metal (Conductor),Metal,Pbca (61),Unstable,0.5469,False,"NO2 (0.75), N2 (0.25)"
Li3ScAs_id1624_Final_E-3.38.cif,Li3ScAs,-3.38,0.0,Metal (Conductor),Metal,Pm-3m (221),Unstable,0.5475,False,"Li3As (0.32), Sc5As3 (0.32), Li (0.36)"
ZnO2_id2989_Final_E-4.36.cif,ZnO2,-4.36,0.0,Metal (Conductor),Metal,Fm-3m (225),Unstable,0.5525,False,"ZnO (0.67), O2 (0.33)"
Na(Li2Mg)2_id2698_Final_E-1.22.cif,Na(Li2Mg)2,-1.22,0.0,Metal (Conductor),Metal,I4_1/amd (141),Unstable,0.5534,False,"Li3Mg (0.57), LiMg (0.29), Na (0.14)"
Zn3O_id490_Final_E-2.52.cif,Zn3O,-2.52,0.0,Metal (Conductor),Metal,P4_132 (213),Unstable,0.5572,False,"ZnO (0.50), Zn (0.50)"
K2O2_id2723_Final_E-3.76.cif,K2O2,-3.76,0.0,Metal (Conductor),Metal,I4_1/amd (141),Unstable,0.5646,False,K2O2 (1.00)
AlB3PO16_id1635_Final_E-6.48.cif,AlB3PO16,-6.48,0.0,Metal (Conductor),Metal,P2_1 (4),Unstable,0.5712,False,"AlPO4 (0.29), B2O3 (0.36), O2 (0.36)"
K4Li(InGa3)4_id1131_Final_E-2.15.cif,K4Li(InGa3)4,-2.15,0.0,Metal (Conductor),Metal,P4_2/nmc (137),Unstable,0.5751,False,"K3Ga13 (0.38), LiGa (0.10), KIn4 (0.24), KGa3 (0.29)"
BaSrSnN_id1685_Final_E-4.11.cif,BaSrSnN,-4.11,0.0,Metal (Conductor),Metal,P4/mmm (123),Unstable,0.5825,False,"Sr12Sn4N3 (0.37), SrSn (0.04), BaN2 (0.29), BaSn (0.31)"
TiSeO3_id842_Final_E-7.12.cif,TiSeO3,-7.12,0.0,Metal (Conductor),Metal,P6_3mc (186),Unstable,0.5919,False,"Ti(SeO3)2 (0.45), TiO2 (0.45), Se (0.10)"
K3Ti2(Ga3O5)2_id311_Final_E-5.81_REFINED_R-3.cif,K3Ti2(Ga3O5)2,-5.81,0.0,Metal (Conductor),Metal,R-3 (148),Unstable,0.593,False,"K2Ti6O13 (0.33), KGaO2 (0.44), Ga2O3 (0.08), Ga (0.14)"
MgGaN2_id1828_Final_E-5.43.cif,MgGaN2,-5.43,0.0,Metal (Conductor),Metal,P4/mmm (123),Unstable,0.5969,False,"GaN (0.50), N2 (0.08), Mg3N2 (0.42)"
K4P3_id3297_Final_E-2.73.cif,K4P3,-2.73,0.0,Metal (Conductor),Metal,I-43d (220),Unstable,0.5982,False,K4P3 (1.00)
Li3ScSb3S4_id1992_Final_E-4.38.cif,Li3ScSb3S4,-4.38,0.0,Metal (Conductor),Metal,Pm-3n (223),Unstable,0.6018,False,"LiScS2 (0.36), LiSbS (0.55), Sb (0.09)"
Si3(B2P)2_id2161_Final_E-5.61_REFINED_P31m.cif,Si3(B2P)2,-5.61,0.0,Metal (Conductor),Metal,P31m (157),Unstable,0.6052,False,"B6P (0.31), BP (0.36), Si (0.33)"
Mg4Ge3_id2725_Final_E-2.52.cif,Mg4Ge3,-2.52,0.0,Metal (Conductor),Metal,Ccce (68),Unstable,0.6062,False,"Mg2Ge (0.86), Ge (0.14)"
ScS36_id2798_Final_E-3.73.cif,ScS36,-3.73,0.0,Metal (Conductor),Metal,P1 (1),Unstable,0.6154,False,"Sc2S3 (0.07), S (0.93)"
GeO2_id345_Final_E-6.30.cif,GeO2,-6.3,0.0,Metal (Conductor),Metal,P4/nnc (126),Unstable,0.6167,False,GeO2 (1.00)
KP2O_id425_Final_E-4.97.cif,KP2O,-4.97,0.0,Metal (Conductor),Metal,I4_1/amd (141),Unstable,0.6221,False,"KP15 (0.05), K4P2O7 (0.46), K3P11 (0.49)"
K3AlSn3As4_id2038_Final_E-3.22_REFINED_Cm.cif,K3AlSn3As4,-3.22,0.0,Metal (Conductor),Metal,Cm (8),Unstable,0.6236,False,"KSnAs (0.82), AlAs (0.18)"
KZnCdO3_id3071_Final_E-3.88.cif,KZnCdO3,-3.88,0.0,Metal (Conductor),Metal,Pbca (61),Unstable,0.6265,False,"K2O2 (0.33), ZnO (0.33), CdO (0.33)"
GaO_id1406_Final_E-5.25.cif,GaO,-5.25,0.0,Metal (Conductor),Metal,P4_2/ncm (138),Unstable,0.6289,False,"Ga2O3 (0.83), Ga (0.17)"
