file_name,original_file,formula,energy,bandgap,type,space_group
As2P4NO7_id42_Final_E-4.82.cif,As2P4NO7_id42_E-3.83.cif,As2P4NO7,-4.8166,1.208,Semiconductor,P1
SeSO2_id711_Final_E-4.82.cif,SeSO2_id711_E-4.82.cif,SeSO2,-4.8162,2.55,Semiconductor,P4_2/mmc
KB3_id1483_Final_E-4.81.cif,KB3_id1483_E-4.81.cif,KB3,-4.8148,1.265,Semiconductor,P6/mmm
KC14_id1243_Final_E-4.81.cif,KC14_id1243_E-4.27.cif,KC14,-4.8131,0.448,Semiconductor,P1
BP2_id1000_Final_E-4.81.cif,BP2_id1000_E-4.81.cif,BP2,-4.8084,1.102,Semiconductor,F-43m
NO19_id255_Final_E-4.81.cif,NO19_id255_E-3.87.cif,NO19,-4.8063,1.202,Semiconductor,P2/c
BP12_id3366_Final_E-4.80.cif,BP12_id3366_E-4.80.cif,BP12,-4.7996,0.089,Semiconductor,I432
SiSnS2_id2658_Final_E-4.79.cif,SiSnS2_id2658_E-4.57.cif,SiSnS2,-4.7936,0.0,Metal,P6_522
AlSi3_id2624_Final_E-4.79.cif,AlSi3_id2624_E-4.43.cif,AlSi3,-4.7923,2.459,Semiconductor,P2/c
K3CaO5_id1735_Final_E-4.79.cif,K3CaO5_id1735_E-3.65.cif,K3CaO5,-4.791,0.0,Metal,P1
BeSiGeP2_id2114_Final_E-4.79.cif,BeSiGeP2_id2114_E-4.54.cif,BeSiGeP2,-4.7909,1.013,Semiconductor,P2_12_12_1
BaLiGeO3_id2409_Final_E-4.78.cif,BaLiGeO3_id2409_E-4.78.cif,BaLiGeO3,-4.7824,1.573,Semiconductor,P-6m2
NaO8_id3327_Final_E-4.76.cif,NaO8_id3327_E-4.12.cif,NaO8,-4.7602,2.837,Semiconductor,Pba2
Ba2S2N2O17_id2672_Final_E-4.75.cif,Ba2S2N2O17_id2672_E-4.35.cif,Ba2S2N2O17,-4.7547,1.897,Semiconductor,P1
MgCdO8_id3302_Final_E-4.75.cif,MgCdO8_id3302_E-4.35.cif,MgCdO8,-4.7541,0.0,Metal,Pban
KNaO19_id503_Final_E-4.75.cif,KNaO19_id503_E-4.02.cif,KNaO19,-4.7507,3.379,Semiconductor,P1
SeO_id2320_Final_E-4.75.cif,SeO_id2320_E-4.72.cif,SeO,-4.7489,1.427,Semiconductor,Pbca
NaCdSO5_id2438_Final_E-4.75.cif,NaCdSO5_id2438_E-3.92.cif,NaCdSO5,-4.7478,2.42,Semiconductor,P1
BaAs6_id1686_Final_E-4.75.cif,BaAs6_id1686_E-4.55.cif,BaAs6,-4.7462,1.186,Semiconductor,P1
BaSeO4_id2687_Final_E-4.74.cif,BaSeO4_id2687_E-4.57.cif,BaSeO4,-4.7384,2.853,Semiconductor,Pnnn
BaSc4O29_id683_Final_E-4.73.cif,BaSc4O29_id683_E-4.46.cif,BaSc4O29,-4.7332,1.645,Semiconductor,P1
LiO10_id3007_Final_E-4.73.cif,LiO10_id3007_E-3.84.cif,LiO10,-4.7303,0.0,Metal,P1
Be8SiB5_id2805_Final_E-4.72.cif,Be8SiB5_id2805_E-4.45.cif,Be8SiB5,-4.7151,0.0,Metal,P4/mcc
LiSc_id1587_Final_E-4.71.cif,LiSc_id1587_E-2.54.cif,LiSc,-4.7084,0.0,Metal,P1
Na4Cd(GaO2)3_id2472_Final_E-4.71.cif,Na4Cd(GaO2)3_id2472_E-4.71.cif,Na4Cd(GaO2)3,-4.7053,0.847,Semiconductor,Im-3m
KBaO32_id1430_Final_E-4.70.cif,KBaO32_id1430_E-3.78.cif,KBaO32,-4.6968,0.59,Semiconductor,P-3
KInO8_id2210_Final_E-4.70.cif,KInO8_id2210_E-3.29.cif,KInO8,-4.6964,1.678,Semiconductor,P1
LiP2SeO17_id1141_Final_E-4.69.cif,LiP2SeO17_id1141_E-4.17.cif,LiP2SeO17,-4.6901,0.189,Semiconductor,P2_1
BaAs5O8_id2600_Final_E-4.68.cif,BaAs5O8_id2600_E-4.54.cif,BaAs5O8,-4.6836,1.16,Semiconductor,P1
Zn2SnO9_id1384_Final_E-4.68.cif,Zn2SnO9_id1384_E-3.61.cif,Zn2SnO9,-4.6792,0.445,Semiconductor,P1
Ba3SbSe3_id2434_Final_E-4.68.cif,Ba3SbSe3_id2434_E-4.38.cif,Ba3SbSe3,-4.6778,1.272,Semiconductor,P1
Ge(AsS2)2_id730_Final_E-4.67.cif,Ge(AsS2)2_id730_E-4.65.cif,Ge(AsS2)2,-4.6702,1.421,Semiconductor,I-42d
K(SeO2)2_id381_Final_E-4.67.cif,K(SeO2)2_id381_E-4.60.cif,K(SeO2)2,-4.6693,1.375,Semiconductor,I4_1/a
AsS_id785_Final_E-4.67.cif,AsS_id785_E-4.51.cif,AsS,-4.6663,2.098,Semiconductor,Pca2_1
MgCdO4_id1817_Final_E-4.66.cif,MgCdO4_id1817_E-4.20.cif,MgCdO4,-4.6588,1.288,Semiconductor,P-4m2
As(P3S7)2_id548_Final_E-4.65.cif,As(P3S7)2_id548_E-3.95.cif,As(P3S7)2,-4.6543,1.798,Semiconductor,Pc
MgN_id364_Final_E-4.65.cif,MgN_id364_E-3.72.cif,MgN,-4.6489,1.243,Semiconductor,P-1
LiTi2(GaO5)2_id2181_Final_E-4.64.cif,LiTi2(GaO5)2_id2181_E-3.12.cif,LiTi2(GaO5)2,-4.6438,2.339,Semiconductor,C222_1
K2N3O_id2127_Final_E-4.64.cif,K2N3O_id2127_E-4.63.cif,K2N3O,-4.6435,0.0,Metal,I4_1/amd
KNaGeO3_id1266_Final_E-4.64.cif,KNaGeO3_id1266_E-3.42.cif,KNaGeO3,-4.6386,2.008,Semiconductor,P2_1
ZnO_id2693_Final_E-4.63.cif,ZnO_id2693_E-4.12.cif,ZnO,-4.6331,0.639,Semiconductor,Pccn
Sn(GeS)2_id2983_Final_E-4.62.cif,Sn(GeS)2_id2983_E-3.21.cif,Sn(GeS)2,-4.6232,0.548,Semiconductor,P1
KO3_id2911_Final_E-4.62.cif,KO3_id2911_E-3.55.cif,KO3,-4.6201,0.0,Metal,P1
SbS4_id3149_Final_E-4.62.cif,SbS4_id3149_E-4.56.cif,SbS4,-4.6198,3.39,Semiconductor,I4_1/a
C(SO9)2_id435_Final_E-4.61.cif,C(SO9)2_id435_E-3.13.cif,C(SO9)2,-4.6148,2.376,Semiconductor,Pm
KO2_id1861_Final_E-4.61.cif,KO2_id1861_E-4.12.cif,KO2,-4.6072,0.783,Semiconductor,P2_1/c
SiS2_id2849_Final_E-4.60.cif,SiS2_id2849_E-4.60.cif,SiS2,-4.6041,0.084,Semiconductor,I4_1/amd
Ti2Be3Al2B_id2512_Final_E-4.60.cif,Ti2Be3Al2B_id2512_E-3.53.cif,Ti2Be3Al2B,-4.6021,0.276,Semiconductor,P1
As4P_id1772_Final_E-4.58.cif,As4P_id1772_E-4.32.cif,As4P,-4.5785,0.374,Semiconductor,I4_1/a
PS6_id2853_Final_E-4.58.cif,PS6_id2853_E-2.81.cif,PS6,-4.5778,1.481,Semiconductor,P1
CN3_id3265_Final_E-4.57.cif,CN3_id3265_E-4.57.cif,CN3,-4.5709,0.135,Semiconductor,Fm-3m
GeS2_id817_Final_E-4.56.cif,GeS2_id817_E-4.48.cif,GeS2,-4.5637,0.797,Semiconductor,P3_221
Ba3O11_id3119_Final_E-4.56.cif,Ba3O11_id3119_E-4.26.cif,Ba3O11,-4.5627,1.974,Semiconductor,P1
NaO2_id408_Final_E-4.55.cif,NaO2_id408_E-4.26.cif,NaO2,-4.551,2.006,Semiconductor,Pbca
NaLiO6_id1025_Final_E-4.55.cif,NaLiO6_id1025_E-4.19.cif,NaLiO6,-4.5492,0.0,Metal,Pmmn
Sn2SbS4_id2610_Final_E-4.55.cif,Sn2SbS4_id2610_E-4.38.cif,Sn2SbS4,-4.5479,0.299,Semiconductor,Fdd2
Li7B(AsO2)2_id1838_Final_E-4.54.cif,Li7B(AsO2)2_id1838_E-3.32.cif,Li7B(AsO2)2,-4.5435,3.04,Semiconductor,P2_12_12
Zn5GaO21_id1330_Final_E-4.54.cif,Zn5GaO21_id1330_E-3.70.cif,Zn5GaO21,-4.5393,1.425,Semiconductor,I4
Li2CdO2_id1209_Final_E-4.53.cif,Li2CdO2_id1209_E-3.89.cif,Li2CdO2,-4.5327,0.0,Metal,Cmcm
NaPN2_id3352_Final_E-4.53.cif,NaPN2_id3352_E-4.52.cif,NaPN2,-4.5303,1.893,Semiconductor,I4_122
LiZnO2_id1251_Final_E-4.52.cif,LiZnO2_id1251_E-3.44.cif,LiZnO2,-4.5244,0.968,Semiconductor,Cmc2_1
ScSiO19_id923_Final_E-4.52.cif,ScSiO19_id923_E-4.38.cif,ScSiO19,-4.523,0.591,Semiconductor,P1
Si4Sn2Ge5_id2271_Final_E-4.51.cif,Si4Sn2Ge5_id2271_E-3.74.cif,Si4Sn2Ge5,-4.5128,0.0,Metal,Pmm2
AlInSi6P_id1915_Final_E-4.50.cif,AlInSi6P_id1915_E-4.10.cif,AlInSi6P,-4.5049,0.016,Metal,P312
BaCdSO7_id2109_Final_E-4.50.cif,BaCdSO7_id2109_E-3.94.cif,BaCdSO7,-4.4974,2.361,Semiconductor,Pm
MgSiPSe_id1396_Final_E-4.48.cif,MgSiPSe_id1396_E-3.69.cif,MgSiPSe,-4.4759,1.236,Semiconductor,Pca2_1
BaP_id316_Final_E-4.47.cif,BaP_id316_E-4.47.cif,BaP,-4.4747,0.676,Semiconductor,P6_3/mmc
LiSeS3O2_id326_Final_E-4.47.cif,LiSeS3O2_id326_E-4.35.cif,LiSeS3O2,-4.4712,2.23,Semiconductor,P1
CaSiO5_id1863_Final_E-4.47.cif,CaSiO5_id1863_E-4.04.cif,CaSiO5,-4.4709,1.419,Semiconductor,Pm
Ba2Sc4SnTe5_id1466_Final_E-4.47.cif,Ba2Sc4SnTe5_id1466_E-3.58.cif,Ba2Sc4SnTe5,-4.4665,1.582,Semiconductor,P2/m
AsPSe2_id1874_Final_E-4.45.cif,AsPSe2_id1874_E-3.76.cif,AsPSe2,-4.4496,1.322,Semiconductor,P1
Ge5P4_id1255_Final_E-4.45.cif,Ge5P4_id1255_E-1.44.cif,Ge5P4,-4.4476,0.0,Metal,P1
SeS3O_id2536_Final_E-4.44.cif,SeS3O_id2536_E-4.27.cif,SeS3O,-4.4395,1.529,Semiconductor,P6_4
Li3Ca2O2_id2_Final_E-4.44.cif,Li3Ca2O2_id2_E-0.94.cif,Li3Ca2O2,-4.4359,1.179,Semiconductor,P1
K2BaS8_id1103_Final_E-4.43.cif,K2BaS8_id1103_E-3.56.cif,K2BaS8,-4.4279,0.897,Semiconductor,P1
InSe(N2O5)2_id3075_Final_E-4.42.cif,InSe(N2O5)2_id3075_E-4.50.cif,InSe(N2O5)2,-4.4201,0.669,Semiconductor,Pm
ZnO2_id2152_Final_E-4.41.cif,ZnO2_id2152_E-4.18.cif,ZnO2,-4.4146,1.523,Semiconductor,Pbca
S4O_id2372_Final_E-4.41.cif,S4O_id2372_E-3.72.cif,S4O,-4.4134,1.475,Semiconductor,Pc
SiS9_id28_Final_E-4.40.cif,SiS9_id28_E-4.00.cif,SiS9,-4.3998,1.321,Semiconductor,P2
Ca2Mg2InO18_id1257_Final_E-4.40.cif,Ca2Mg2InO18_id1257_E-4.17.cif,Ca2Mg2InO18,-4.3993,1.881,Semiconductor,P1
GaSi3_id2201_Final_E-4.40.cif,GaSi3_id2201_E-3.95.cif,GaSi3,-4.3985,0.0,Metal,P-1
LiGe6(AsO2)2_id540_Final_E-4.40.cif,LiGe6(AsO2)2_id540_E-4.20.cif,LiGe6(AsO2)2,-4.3964,1.322,Semiconductor,P3_121
NaZn2GaO4_id2281_Final_E-4.39.cif,NaZn2GaO4_id2281_E-3.61.cif,NaZn2GaO4,-4.3899,3.05,Semiconductor,P4/mmm
Sb4As7PS6_id972_Final_E-4.39.cif,Sb4As7PS6_id972_E-3.89.cif,Sb4As7PS6,-4.3853,3.084,Semiconductor,Ima2
Li3ScSb3S4_id1992_Final_E-4.38.cif,Li3ScSb3S4_id1992_E-4.38.cif,Li3ScSb3S4,-4.3785,0.221,Semiconductor,Pm-3n
GeTeP_id603_Final_E-4.38.cif,GeTeP_id603_E-3.80.cif,GeTeP,-4.3752,0.028,Metal,P-1
As17P_id2635_Final_E-4.36.cif,As17P_id2635_E-3.96.cif,As17P,-4.3625,0.0,Metal,Pm
ZnO2_id2989_Final_E-4.36.cif,ZnO2_id2989_E-4.36.cif,ZnO2,-4.36,1.255,Semiconductor,Fm-3m
MgZnGa2S13_id1157_Final_E-4.36.cif,MgZnGa2S13_id1157_E-2.97.cif,MgZnGa2S13,-4.3592,3.375,Semiconductor,P1
CdInSb3O2_id58_Final_E-4.36.cif,CdInSb3O2_id58_E-3.55.cif,CdInSb3O2,-4.3588,0.0,Metal,P1
AlSi_id1487_Final_E-4.36.cif,AlSi_id1487_E-4.28.cif,AlSi,-4.3586,0.639,Semiconductor,Pbca
AlAs2_id478_Final_E-4.36.cif,AlAs2_id478_E-4.20.cif,AlAs2,-4.358,0.144,Semiconductor,I4_1cd
Li2Be2Si5P_id3065_Final_E-4.35.cif,Li2Be2Si5P_id3065_E-3.97.cif,Li2Be2Si5P,-4.3547,2.802,Semiconductor,P1
As2Se_id3038_Final_E-4.32.cif,As2Se_id3038_E-4.28.cif,As2Se,-4.3222,1.016,Semiconductor,Pbcn
LiAs4(Se2S)2_id3237_Final_E-4.32.cif,LiAs4(Se2S)2_id3237_E-4.24.cif,LiAs4(Se2S)2,-4.319,0.243,Semiconductor,I4/m
BaP_id1447_Final_E-4.32.cif,BaP_id1447_E-3.99.cif,BaP,-4.3155,0.857,Semiconductor,P1
Na(PSe2)2_id1955_Final_E-4.31.cif,Na(PSe2)2_id1955_E-4.20.cif,Na(PSe2)2,-4.3138,0.963,Semiconductor,P-42m
Ba2Li(SnSe)2_id871_Final_E-4.31.cif,Ba2Li(SnSe)2_id871_E-4.24.cif,Ba2Li(SnSe)2,-4.3113,0.691,Semiconductor,P-42_1m
SeS4O_id2233_Final_E-4.31.cif,SeS4O_id2233_E-3.73.cif,SeS4O,-4.3051,1.481,Semiconductor,Pm
Ca2In2PS7_id340_Final_E-4.29.cif,Ca2In2PS7_id340_E-3.67.cif,Ca2In2PS7,-4.2888,1.937,Semiconductor,Pm
Ba3Sb4As4S3_id1298_Final_E-4.29.cif,Ba3Sb4As4S3_id1298_E-3.84.cif,Ba3Sb4As4S3,-4.2861,1.448,Semiconductor,P6_3
KBO16_id3094_Final_E-4.28.cif,KBO16_id3094_E-3.71.cif,KBO16,-4.2838,0.033,Metal,P1
SnAs4Se3_id601_Final_E-4.28.cif,SnAs4Se3_id601_E-3.45.cif,SnAs4Se3,-4.2833,0.0,Metal,P1
ScSi2_id782_Final_E-4.28.cif,ScSi2_id782_E-4.28.cif,ScSi2,-4.2824,0.241,Semiconductor,Pn-3m
Be4GeCS2_id1762_Final_E-4.28.cif,Be4GeCS2_id1762_E-4.28.cif,Be4GeCS2,-4.2779,0.368,Semiconductor,Fd-3m
KCaO3_id2789_Final_E-4.28.cif,KCaO3_id2789_E-4.28.cif,KCaO3,-4.276,0.162,Semiconductor,Pm-3m
K3O4_id1676_Final_E-4.26.cif,K3O4_id1676_E-2.95.cif,K3O4,-4.2588,0.0,Metal,P1
BaCa2(NO6)2_id1766_Final_E-4.25.cif,BaCa2(NO6)2_id1766_E-4.10.cif,BaCa2(NO6)2,-4.2535,2.75,Semiconductor,P1
BaInGeAs3_id587_Final_E-4.25.cif,BaInGeAs3_id587_E-3.93.cif,BaInGeAs3,-4.2527,0.0,Metal,Pm
LiAl2SiO12_id812_Final_E-4.25.cif,LiAl2SiO12_id812_E-1.07.cif,LiAl2SiO12,-4.2485,4.663,Insulator,Fmm2
AsS3_id2012_Final_E-4.24.cif,AsS3_id2012_E-3.99.cif,AsS3,-4.243,1.251,Semiconductor,Pm
Ba2Sn(NO)2_id2613_Final_E-4.24.cif,Ba2Sn(NO)2_id2613_E-4.07.cif,Ba2Sn(NO)2,-4.2406,1.503,Semiconductor,P1
BaO2_id1807_Final_E-4.22.cif,BaO2_id1807_E-4.22.cif,BaO2,-4.2185,0.208,Semiconductor,P-6m2
Sc3(AlGa2)2_id1442_Final_E-4.21.cif,Sc3(AlGa2)2_id1442_E-3.62.cif,Sc3(AlGa2)2,-4.2123,0.0,Metal,Amm2
MgS_id265_Final_E-4.21.cif,MgS_id265_E-4.07.cif,MgS,-4.2098,2.486,Semiconductor,Pccm
KBeO2_id555_Final_E-4.20.cif,KBeO2_id555_E-4.20.cif,KBeO2,-4.2027,2.944,Semiconductor,Fm-3m
NaSi3(GeTe)3_id652_Final_E-4.19.cif,NaSi3(GeTe)3_id652_E-3.81.cif,NaSi3(GeTe)3,-4.1929,0.064,Semiconductor,P-1
SnSb2Se5_id1142_Final_E-4.19.cif,SnSb2Se5_id1142_E-4.02.cif,SnSb2Se5,-4.1869,0.519,Semiconductor,P1
GeS10_id999_Final_E-4.17.cif,GeS10_id999_E-4.00.cif,GeS10,-4.1715,1.702,Semiconductor,P1
Li3AlSbSe4_id1065_Final_E-4.17.cif,Li3AlSbSe4_id1065_E-4.15.cif,Li3AlSbSe4,-4.1692,1.177,Semiconductor,P-43m
InSiS19_id120_Final_E-4.15.cif,InSiS19_id120_E-3.45.cif,InSiS19,-4.1545,1.076,Semiconductor,P1
KLi3Se3O4_id1728_Final_E-4.15.cif,KLi3Se3O4_id1728_E-4.15.cif,KLi3Se3O4,-4.1501,2.496,Semiconductor,Pm-3n
LiSe2O3_id390_Final_E-4.15.cif,LiSe2O3_id390_E-3.79.cif,LiSe2O3,-4.1479,2.943,Semiconductor,P1
InSi4_id2618_Final_E-4.15.cif,InSi4_id2618_E-3.88.cif,InSi4,-4.1454,1.868,Semiconductor,C2/c
BaCa6Sc3O2_id210_Final_E-4.13.cif,BaCa6Sc3O2_id210_E-3.71.cif,BaCa6Sc3O2,-4.1326,0.003,Metal,P1
MgO_id446_Final_E-4.13.cif,MgO_id446_E-4.11.cif,MgO,-4.1282,0.0,Metal,P4_2/mmc
Li5S6_id2423_Final_E-4.12.cif,Li5S6_id2423_E-3.45.cif,Li5S6,-4.1239,1.892,Semiconductor,P1
GeAs2Se7_id1066_Final_E-4.11.cif,GeAs2Se7_id1066_E-3.89.cif,GeAs2Se7,-4.1118,1.033,Semiconductor,P2/m
Li2AlGaSe4_id434_Final_E-4.11.cif,Li2AlGaSe4_id434_E-3.67.cif,Li2AlGaSe4,-4.1116,1.676,Semiconductor,I-42d
AsS4O_id3129_Final_E-4.11.cif,AsS4O_id3129_E-3.80.cif,AsS4O,-4.1095,2.609,Semiconductor,P1
BaSrSnN_id1685_Final_E-4.11.cif,BaSrSnN_id1685_E-3.94.cif,BaSrSnN,-4.1071,0.541,Semiconductor,C2/m
KIn(SeO4)2_id2942_Final_E-4.11.cif,KIn(SeO4)2_id2942_E-3.93.cif,KIn(SeO4)2,-4.1053,1.989,Semiconductor,P-1
GaS_id404_Final_E-4.10.cif,GaS_id404_E-3.98.cif,GaS,-4.0954,0.0,Metal,P6_522
CaZn4CdO4_id1504_Final_E-4.09.cif,CaZn4CdO4_id1504_E-3.86.cif,CaZn4CdO4,-4.0938,0.276,Semiconductor,P4bm
AsS5_id2407_Final_E-4.09.cif,AsS5_id2407_E-3.92.cif,AsS5,-4.0927,0.624,Semiconductor,P2
GeTe_id1630_Final_E-4.09.cif,GeTe_id1630_E-3.93.cif,GeTe,-4.0875,0.0,Metal,Pca2_1
LiTi2(Se3S5)2_id3198_Final_E-4.09.cif,LiTi2(Se3S5)2_id3198_E-3.92.cif,LiTi2(Se3S5)2,-4.087,1.61,Semiconductor,Pm
Ti2O45_id2832_Final_E-4.08.cif,Ti2O45_id2832_E-3.40.cif,Ti2O45,-4.083,0.199,Semiconductor,P2/c
LiGaS4_id848_Final_E-4.08.cif,LiGaS4_id848_E-2.73.cif,LiGaS4,-4.0824,0.0,Metal,C2/c
KMg(TeO)4_id722_Final_E-4.08.cif,KMg(TeO)4_id722_E-3.66.cif,KMg(TeO)4,-4.0809,1.826,Semiconductor,Pban
LiZn2O8_id774_Final_E-4.07.cif,LiZn2O8_id774_E-3.92.cif,LiZn2O8,-4.0721,0.118,Semiconductor,Pm
SnO8_id2712_Final_E-4.06.cif,SnO8_id2712_E-4.06.cif,SnO8,-4.0637,0.072,Semiconductor,Fm-3m
K11In3(BO)6_id2455_Final_E-4.06.cif,K11In3(BO)6_id2455_E-3.71.cif,K11In3(BO)6,-4.0624,0.387,Semiconductor,P-31c
Ba2Si2Ge4O_id1344_Final_E-4.06.cif,Ba2Si2Ge4O_id1344_E-3.45.cif,Ba2Si2Ge4O,-4.0589,0.042,Metal,Pm
KZn2O4_id2323_Final_E-4.06.cif,KZn2O4_id2323_E-3.81.cif,KZn2O4,-4.0576,2.916,Semiconductor,P-42_1m
Li2SeS2_id1596_Final_E-4.05.cif,Li2SeS2_id1596_E-3.60.cif,Li2SeS2,-4.0532,1.808,Semiconductor,P4_32_12
KAs4_id1694_Final_E-4.05.cif,KAs4_id1694_E-3.90.cif,KAs4,-4.0527,0.755,Semiconductor,P4_122
Ba3Ti3Ga8Si_id2478_Final_E-4.05.cif,Ba3Ti3Ga8Si_id2478_E-3.24.cif,Ba3Ti3Ga8Si,-4.0486,0.0,Metal,P1
KLiTeO2_id2808_Final_E-4.05.cif,KLiTeO2_id2808_E-4.07.cif,KLiTeO2,-4.0471,0.0,Metal,P1
Li2S_id2313_Final_E-4.04.cif,Li2S_id2313_E-3.86.cif,Li2S,-4.0417,2.292,Semiconductor,Pbcn
LiSeS_id1057_Final_E-4.04.cif,LiSeS_id1057_E-3.80.cif,LiSeS,-4.0401,1.625,Semiconductor,P1
Al3ZnInS4_id2097_Final_E-4.03.cif,Al3ZnInS4_id2097_E-4.03.cif,Al3ZnInS4,-4.0319,0.252,Semiconductor,P-43m
Na2LiS4_id1767_Final_E-4.03.cif,Na2LiS4_id1767_E-3.57.cif,Na2LiS4,-4.0317,2.204,Semiconductor,P-1
Sr2N8O17_id1446_Final_E-4.03.cif,Sr2N8O17_id1446_E-3.57.cif,Sr2N8O17,-4.0308,0.319,Semiconductor,P1
Ba4GaAs4_id2450_Final_E-4.03.cif,Ba4GaAs4_id2450_E-3.66.cif,Ba4GaAs4,-4.0302,0.024,Metal,P1
K(CaSi2)2_id2763_Final_E-4.03.cif,K(CaSi2)2_id2763_E-3.74.cif,K(CaSi2)2,-4.0302,0.784,Semiconductor,Iba2
K3Ge(Se4S3)2_id3235_Final_E-4.02.cif,K3Ge(Se4S3)2_id3235_E-3.57.cif,K3Ge(Se4S3)2,-4.021,1.152,Semiconductor,P1
LiAl(GaN)2_id2497_Final_E-4.00.cif,LiAl(GaN)2_id2497_E-3.82.cif,LiAl(GaN)2,-4.0003,2.011,Semiconductor,P1
NaMgS12_id1557_Final_E-4.00.cif,NaMgS12_id1557_E-3.95.cif,NaMgS12,-3.9987,1.814,Semiconductor,Fd-3
MgSc2_id162_Final_E-3.99.cif,MgSc2_id162_E-3.33.cif,MgSc2,-3.994,0.269,Semiconductor,P1
Ge2N5O11_id953_Final_E-3.99.cif,Ge2N5O11_id953_E-3.90.cif,Ge2N5O11,-3.9912,0.652,Semiconductor,P1
K4Si2PO2_id1158_Final_E-3.99.cif,K4Si2PO2_id1158_E-3.40.cif,K4Si2PO2,-3.9909,0.944,Semiconductor,P-42m
MgSnS_id2241_Final_E-3.99.cif,MgSnS_id2241_E-3.32.cif,MgSnS,-3.9891,0.0,Metal,P2_1
CaCNO6_id1398_Final_E-3.99.cif,CaCNO6_id1398_E-4.84.cif,CaCNO6,-3.9862,3.415,Semiconductor,P1
KInSbSe8_id1343_Final_E-3.98.cif,KInSbSe8_id1343_E-3.96.cif,KInSbSe8,-3.9765,0.452,Semiconductor,Pmm2
K2SbN2O11_id1960_Final_E-3.97.cif,K2SbN2O11_id1960_E-1.74.cif,K2SbN2O11,-3.9729,0.0,Metal,P1
Na4SiS6_id253_Final_E-3.97.cif,Na4SiS6_id253_E-3.84.cif,Na4SiS6,-3.965,1.718,Semiconductor,P1
As2PSeS16_id949_Final_E-3.96.cif,As2PSeS16_id949_E-2.11.cif,As2PSeS16,-3.9643,1.872,Semiconductor,P1
Se2S5_id1072_Final_E-3.96.cif,Se2S5_id1072_E-3.81.cif,Se2S5,-3.9598,2.051,Semiconductor,Pba2
K3O4_id733_Final_E-3.96.cif,K3O4_id733_E-3.93.cif,K3O4,-3.9577,2.392,Semiconductor,I-43d
LiSeS_id3343_Final_E-3.95.cif,LiSeS_id3343_E-3.93.cif,LiSeS,-3.9491,0.832,Semiconductor,Pcc2
ScCd4O24_id3213_Final_E-3.94.cif,ScCd4O24_id3213_E-3.43.cif,ScCd4O24,-3.9433,1.846,Semiconductor,P1
MgS2_id2809_Final_E-3.94.cif,MgS2_id2809_E-3.53.cif,MgS2,-3.9427,1.99,Semiconductor,P4/nnc
Na2Sn2GeO_id2830_Final_E-3.94.cif,Na2Sn2GeO_id2830_E-2.48.cif,Na2Sn2GeO,-3.9418,0.0,Metal,P2_1
NaSiGe2_id1422_Final_E-3.94.cif,NaSiGe2_id1422_E-3.51.cif,NaSiGe2,-3.9351,0.0,Metal,P4_2bc
PSe2_id543_Final_E-3.93.cif,PSe2_id543_E-3.57.cif,PSe2,-3.9328,0.773,Semiconductor,P2
Sb2Te3As_id514_Final_E-3.93.cif,Sb2Te3As_id514_E-3.49.cif,Sb2Te3As,-3.9294,0.411,Semiconductor,P1
K2Na2SrO36_id433_Final_E-3.93.cif,K2Na2SrO36_id433_E-3.47.cif,K2Na2SrO36,-3.9272,0.993,Semiconductor,P1
Si2PSeS_id2583_Final_E-3.92.cif,Si2PSeS_id2583_E-3.25.cif,Si2PSeS,-3.9235,1.316,Semiconductor,P2/m
KNaAsS17_id1470_Final_E-3.92.cif,KNaAsS17_id1470_E-3.45.cif,KNaAsS17,-3.9206,1.865,Semiconductor,P1
Li5O14_id1060_Final_E-3.92.cif,Li5O14_id1060_E-2.39.cif,Li5O14,-3.9201,4.792,Insulator,P4_2
SeS2_id2607_Final_E-3.92.cif,SeS2_id2607_E-3.89.cif,SeS2,-3.9199,0.0,Metal,Pbca
AlGa2SiSe_id2785_Final_E-3.92.cif,AlGa2SiSe_id2785_E-1.54.cif,AlGa2SiSe,-3.9172,1.012,Semiconductor,P1
K3As(SeS)3_id632_Final_E-3.91.cif,K3As(SeS)3_id632_E-3.64.cif,K3As(SeS)3,-3.9116,1.386,Semiconductor,P1
Mg4AlS3_id1511_Final_E-3.91.cif,Mg4AlS3_id1511_E-3.09.cif,Mg4AlS3,-3.9111,0.081,Semiconductor,P6_3
Cd3CO10_id128_Final_E-3.91.cif,Cd3CO10_id128_E-3.53.cif,Cd3CO10,-3.9064,1.731,Semiconductor,R32
Si8B_id176_Final_E-3.90.cif,Si8B_id176_E-3.66.cif,Si8B,-3.8974,0.023,Metal,Pm
CdSi2Ge9S2_id3169_Final_E-3.89.cif,CdSi2Ge9S2_id3169_E-3.83.cif,CdSi2Ge9S2,-3.8895,0.712,Semiconductor,P1
TeO_id2965_Final_E-3.89.cif,TeO_id2965_E-3.88.cif,TeO,-3.8863,2.418,Semiconductor,P6_222
ZnGeSe2_id552_Final_E-3.88.cif,ZnGeSe2_id552_E-3.84.cif,ZnGeSe2,-3.8798,1.133,Semiconductor,I-42d
KZnCdO3_id3071_Final_E-3.88.cif,KZnCdO3_id3071_E-0.53.cif,KZnCdO3,-3.8791,0.421,Semiconductor,P2_1/c
