file_name,formula,energy,bandgap,Application_Class,Origin_Campaign,type,space_group_symbol,space_group_number,num_atoms
Ti4Zn(NO)2_id2662_Final_E-8.31.cif,Ti4Zn(NO)2,-8.3061,0.248,IR / Narrow-Gap,THERMAL,Semiconductor,P2_1/c,14,36
Sc2BO2_id259_Final_E-8.02.cif,Sc2BO2,-8.024,2.739,Wide-Gap Power/LED,THERMAL,Semiconductor,P4/mnc,128,20
Sc2Al2O5_id1876_Final_E-7.98.cif,Sc2Al2O5,-7.9793,3.158,Wide-Gap Power/LED,THERMAL,Semiconductor,P2_1,4,18
SrN6_id4290_Final_E-7.88.cif,SrN6,-7.8795,0.961,IR / Narrow-Gap,THERMAL,Semiconductor,P6_322,182,14
Ca(C3N4)2_id4891_Final_E-7.87.cif,Ca(C3N4)2,-7.8748,1.464,Solar / Visible,THERMAL,Semiconductor,P2_1,4,30
Sc7(TeO2)2_id4_Final_E-7.81.cif,Sc7(TeO2)2,-7.8149,1.338,Solar / Visible,THERMAL,Semiconductor,P2_1/c,14,26
Sc3GeN_id1303_Final_E-7.75.cif,Sc3GeN,-7.7524,0.252,IR / Narrow-Gap,THERMAL,Semiconductor,Pm-3m,221,5
Sc4S2N3O8_id310_Final_E-7.65.cif,Sc4S2N3O8,-7.6511,2.657,Wide-Gap Power/LED,THERMAL,Semiconductor,R3m,160,51
Sc2O5_id3409_Final_E-7.64.cif,Sc2O5,-7.6405,1.2,Solar / Visible,THERMAL,Semiconductor,Pbam,55,14
TiSiN2_id2860_Final_E-7.64.cif,TiSiN2,-7.64,0.88,IR / Narrow-Gap,THERMAL,Semiconductor,Fm-3m,225,16
B3AsPO7_id4789_Final_E-7.60.cif,B3AsPO7,-7.597,1.548,Solar / Visible,THERMAL,Semiconductor,P1,1,24
CaN4_id750_Final_E-7.58.cif,CaN4,-7.5753,3.404,Wide-Gap Power/LED,THERMAL,Semiconductor,R-3,148,45
C13Se2_id2934_Final_E-7.53.cif,C13Se2,-7.5319,1.012,Solar / Visible,THERMAL,Semiconductor,C2/c,15,60
BCN3_id444_Final_E-7.51.cif,BCN3,-7.5131,2.161,Solar / Visible,THERMAL,Semiconductor,Pnma,62,20
CaSi2CN8_id1884_Final_E-7.48.cif,CaSi2CN8,-7.4812,1.105,Solar / Visible,THERMAL,Semiconductor,Pban,50,24
Ti3S4(NO2)3_id1192_Final_E-7.38.cif,Ti3S4(NO2)3,-7.3812,2.304,Wide-Gap Power/LED,THERMAL,Semiconductor,P1,1,48
Sc2Be2O3_id2671_Final_E-7.37.cif,Sc2Be2O3,-7.3732,3.243,Wide-Gap Power/LED,THERMAL,Semiconductor,P321,150,21
TiZnO3_id4365_Final_E-7.37.cif,TiZnO3,-7.371,1.249,Solar / Visible,THERMAL,Semiconductor,Cc,9,20
Sc3P(SN3)3_id1950_Final_E-7.36.cif,Sc3P(SN3)3,-7.3639,1.931,Solar / Visible,THERMAL,Semiconductor,P1,1,48
Li2PC11N_id3695_Final_E-7.24.cif,Li2PC11N,-7.2425,0.134,IR / Narrow-Gap,THERMAL,Semiconductor,P2/c,13,60
Ti2ZnO4_id2472_Final_E-7.24.cif,Ti2ZnO4,-7.2408,0.484,IR / Narrow-Gap,THERMAL,Semiconductor,Ccce,68,28
NaTi2InO4_id4265_Final_E-7.24.cif,NaTi2InO4,-7.2408,1.262,Solar / Visible,THERMAL,Semiconductor,I-42d,122,32
Al2Sn4B4N17_id4309_Final_E-7.21.cif,Al2Sn4B4N17,-7.213,1.643,Solar / Visible,THERMAL,Semiconductor,P1,1,54
Ca2N7_id4515_Final_E-7.19.cif,Ca2N7,-7.1889,0.839,IR / Narrow-Gap,THERMAL,Semiconductor,P-1,2,18
Mg3Sc3SnO12_id2636_Final_E-7.18.cif,Mg3Sc3SnO12,-7.1823,1.857,Solar / Visible,THERMAL,Semiconductor,P1,1,19
P3C(N3O)3_id4979_Final_E-7.17.cif,P3C(N3O)3,-7.1651,1.137,Solar / Visible,THERMAL,Semiconductor,P6_3,173,32
B2P2CN2_id696_Final_E-7.02.cif,B2P2CN2,-7.0199,0.214,IR / Narrow-Gap,THERMAL,Semiconductor,Pbcn,60,28
KTi3ZnTeO12_id2750_Final_E-6.98.cif,KTi3ZnTeO12,-6.9811,1.568,Solar / Visible,THERMAL,Semiconductor,P-3,147,36
Li(BO)6_id4501_Final_E-6.97.cif,Li(BO)6,-6.9747,2.577,Wide-Gap Power/LED,THERMAL,Semiconductor,P6_322,182,26
K4Ti4BeBN12_id725_Final_E-6.95.cif,K4Ti4BeBN12,-6.955,1.442,Solar / Visible,THERMAL,Semiconductor,P-1,2,44
NaCaTi(NO)2_id498_Final_E-6.91.cif,NaCaTi(NO)2,-6.9117,1.442,Solar / Visible,THERMAL,Semiconductor,Pc,7,28
BaCaGa2N11_id75_Final_E-6.88.cif,BaCaGa2N11,-6.8842,2.32,Wide-Gap Power/LED,THERMAL,Semiconductor,P1,1,15
TiAlCdO6_id371_Final_E-6.88.cif,TiAlCdO6,-6.8789,1.726,Solar / Visible,THERMAL,Semiconductor,P-31c,163,18
SiO3_id2631_Final_E-6.85.cif,SiO3,-6.8517,1.585,Solar / Visible,THERMAL,Semiconductor,P1,1,32
SrN4_id1397_Final_E-6.79.cif,SrN4,-6.7871,1.797,Solar / Visible,THERMAL,Semiconductor,I4_1/a,88,20
C(NO2)3_id284_Final_E-6.79.cif,C(NO2)3,-6.7869,1.785,Solar / Visible,THERMAL,Semiconductor,P1,1,30
LiTi4As(SO)3_id3251_Final_E-6.74.cif,LiTi4As(SO)3,-6.7439,0.629,IR / Narrow-Gap,THERMAL,Semiconductor,P-6m2,187,12
BaN2_id4315_Final_E-6.74.cif,BaN2,-6.7398,2.075,Solar / Visible,THERMAL,Semiconductor,P6/mmm,191,9
BaLi3MgTiSi2N6O7_id4537_Final_E-6.64.cif,BaLi3MgTiSi2N6O7,-6.639,1.494,Solar / Visible,THERMAL,Semiconductor,Pc,7,42
BaLi2Ca2Ge2P2O11_id3318_Final_E-6.62.cif,BaLi2Ca2Ge2P2O11,-6.6215,2.738,Wide-Gap Power/LED,THERMAL,Semiconductor,P1,1,20
Si2PO2_id2278_Final_E-6.62.cif,Si2PO2,-6.6164,0.171,IR / Narrow-Gap,THERMAL,Semiconductor,P1,1,20
Ti2GaO_id2076_Final_E-6.61.cif,Ti2GaO,-6.6074,0.457,IR / Narrow-Gap,THERMAL,Semiconductor,Pmmn,59,8
PO_id3068_Final_E-6.60.cif,PO,-6.597,1.816,Solar / Visible,THERMAL,Semiconductor,P1,1,16
P4CS2N5_id2216_Final_E-6.59.cif,P4CS2N5,-6.586,2.19,Solar / Visible,THERMAL,Semiconductor,P1,1,48
AlGaO2_id25_Final_E-6.58.cif,AlGaO2,-6.5831,3.023,Wide-Gap Power/LED,THERMAL,Semiconductor,Pca2_1,29,16
LiCaSb(P2O9)2_id1283_Final_E-6.58.cif,LiCaSb(P2O9)2,-6.5762,0.128,IR / Narrow-Gap,THERMAL,Semiconductor,I222,23,50
Ca2Sc2Cd2SO9_id3630_Final_E-6.57.cif,Ca2Sc2Cd2SO9,-6.5718,2.274,Wide-Gap Power/LED,THERMAL,Semiconductor,P1,1,32
Ba2GeC2SN3O4_id4838_Final_E-6.57.cif,Ba2GeC2SN3O4,-6.5717,2.085,Solar / Visible,THERMAL,Semiconductor,P1,1,13
Ti3O16_id2089_Final_E-6.57.cif,Ti3O16,-6.5679,1.074,Solar / Visible,THERMAL,Semiconductor,P2,3,19
N5O3_id2931_Final_E-6.57.cif,N5O3,-6.5664,0.345,IR / Narrow-Gap,THERMAL,Semiconductor,C2/c,15,32
Sr3CaN12_id2867_Final_E-6.54.cif,Sr3CaN12,-6.5406,1.416,Solar / Visible,THERMAL,Semiconductor,Cmc2_1,36,32
Ba2NaSn(NO)4_id1374_Final_E-6.48.cif,Ba2NaSn(NO)4,-6.4808,1.068,Solar / Visible,THERMAL,Semiconductor,I-42d,122,48
Mg3Sc8C5_id4479_Final_E-6.46.cif,Mg3Sc8C5,-6.4613,0.977,IR / Narrow-Gap,THERMAL,Semiconductor,P-1,2,32
ScAsS2N_id4570_Final_E-6.44.cif,ScAsS2N,-6.4448,1.915,Solar / Visible,THERMAL,Semiconductor,Pca2_1,29,20
Te(NO)3_id1634_Final_E-6.44.cif,Te(NO)3,-6.4419,1.79,Solar / Visible,THERMAL,Semiconductor,P6_4,172,21
CdN3_id1780_Final_E-6.42.cif,CdN3,-6.4229,0.555,IR / Narrow-Gap,THERMAL,Semiconductor,R-3,148,24
KTi2BP2_id1890_Final_E-6.42.cif,KTi2BP2,-6.4188,0.634,IR / Narrow-Gap,THERMAL,Semiconductor,P-1,2,12
As2O3_id4736_Final_E-6.40.cif,As2O3,-6.4006,2.101,Solar / Visible,THERMAL,Semiconductor,Pccn,56,20
K2Sc2GaO8_id934_Final_E-6.36.cif,K2Sc2GaO8,-6.3582,2.784,Wide-Gap Power/LED,THERMAL,Semiconductor,P-1,2,52
MgSiO2_id621_Final_E-6.33.cif,MgSiO2,-6.3263,0.674,IR / Narrow-Gap,THERMAL,Semiconductor,I4_122,98,16
Sb2O5_id1692_Final_E-6.30.cif,Sb2O5,-6.3045,2.096,Solar / Visible,THERMAL,Semiconductor,P1,1,14
KNa2Ca2TiO6_id2008_Final_E-6.29.cif,KNa2Ca2TiO6,-6.2851,2.046,Solar / Visible,THERMAL,Semiconductor,P-1,2,24
N3O_id4098_Final_E-6.28.cif,N3O,-6.2817,2.062,Solar / Visible,THERMAL,Semiconductor,R-3c,167,24
Ba(SbO2)2_id3423_Final_E-6.28.cif,Ba(SbO2)2,-6.2781,1.361,Solar / Visible,THERMAL,Semiconductor,Pnnm,58,14
BaCa(SO2)4_id1494_Final_E-6.27.cif,BaCa(SO2)4,-6.2669,0.58,IR / Narrow-Gap,THERMAL,Semiconductor,P4/nbm,125,28
Sr2LiSb(N2O3)2_id2444_Final_E-6.24.cif,Sr2LiSb(N2O3)2,-6.2449,1.482,Solar / Visible,THERMAL,Semiconductor,P1,1,56
BaMgGeO3_id3446_Final_E-6.23.cif,BaMgGeO3,-6.2263,1.792,Solar / Visible,THERMAL,Semiconductor,Cm,8,12
Li2TiSi2BO15_id1764_Final_E-6.19.cif,Li2TiSi2BO15,-6.1939,0.128,IR / Narrow-Gap,THERMAL,Semiconductor,Pc,7,42
Ba2Sr2LiP2S2(N2O3)2_id4751_Final_E-6.19.cif,Ba2Sr2LiP2S2(N2O3)2,-6.1938,2.26,Wide-Gap Power/LED,THERMAL,Semiconductor,P3_121,152,57
Li2Ga2Si3(SO3)2_id1380_Final_E-6.19.cif,Li2Ga2Si3(SO3)2,-6.1932,2.017,Solar / Visible,THERMAL,Semiconductor,P1,1,30
CdInC6_id983_Final_E-6.18.cif,CdInC6,-6.1822,0.618,IR / Narrow-Gap,THERMAL,Semiconductor,P1,1,24
Ga6C(N2O)3_id1609_Final_E-6.18.cif,Ga6C(N2O)3,-6.1821,0.401,IR / Narrow-Gap,THERMAL,Semiconductor,P1,1,48
Ti5O8_id3201_Final_E-6.15.cif,Ti5O8,-6.1459,1.103,Solar / Visible,THERMAL,Semiconductor,P4_2/n,86,26
KMg2Be6InGa6(GeO9)2_id799_Final_E-6.11.cif,KMg2Be6InGa6(GeO9)2,-6.1103,1.707,Solar / Visible,THERMAL,Semiconductor,P321,150,36
Ti(GaN)4_id2504_Final_E-6.11.cif,Ti(GaN)4,-6.1081,0.794,IR / Narrow-Gap,THERMAL,Semiconductor,Ccce,68,36
TiGeSbS2O_id4885_Final_E-6.11.cif,TiGeSbS2O,-6.1064,1.256,Solar / Visible,THERMAL,Semiconductor,C2,5,36
SbO2_id4593_Final_E-6.09.cif,SbO2,-6.0928,1.404,Solar / Visible,THERMAL,Semiconductor,Pa-3,205,12
KCaSb2O5_id3777_Final_E-6.09.cif,KCaSb2O5,-6.0873,1.208,Solar / Visible,THERMAL,Semiconductor,P1,1,9
Mg(SnO2)2_id1968_Final_E-6.08.cif,Mg(SnO2)2,-6.0844,1.738,Solar / Visible,THERMAL,Semiconductor,P4_2/mcm,132,14
K2Na(BO)6_id3717_Final_E-6.07.cif,K2Na(BO)6,-6.0708,2.658,Wide-Gap Power/LED,THERMAL,Semiconductor,P6_322,182,30
NaTiO6_id4392_Final_E-6.05.cif,NaTiO6,-6.0531,3.289,Wide-Gap Power/LED,THERMAL,Semiconductor,P-31c,163,16
Ca4N4O_id4294_Final_E-6.01.cif,Ca4N4O,-6.0063,1.69,Solar / Visible,THERMAL,Semiconductor,P1,1,18
Li2SiBN2_id1965_Final_E-5.99.cif,Li2SiBN2,-5.9938,0.159,IR / Narrow-Gap,THERMAL,Semiconductor,Pc,7,24
SrGaSiPN4O13_id802_Final_E-5.99.cif,SrGaSiPN4O13,-5.9929,1.586,Solar / Visible,THERMAL,Semiconductor,P2_1,4,42
CdSiN2_id1027_Final_E-5.98.cif,CdSiN2,-5.9793,0.712,IR / Narrow-Gap,THERMAL,Semiconductor,I4_122,98,16
LiAsO2_id4455_Final_E-5.98.cif,LiAsO2,-5.9768,1.823,Solar / Visible,THERMAL,Semiconductor,P1,1,16
BaPO8_id170_Final_E-5.92.cif,BaPO8,-5.9234,0.485,IR / Narrow-Gap,THERMAL,Semiconductor,P2,3,20
Ti2CdInO2_id4665_Final_E-5.92.cif,Ti2CdInO2,-5.9159,0.351,IR / Narrow-Gap,THERMAL,Semiconductor,P4_12_12,92,24
Mg4O5_id2589_Final_E-5.91.cif,Mg4O5,-5.9101,3.239,Wide-Gap Power/LED,THERMAL,Semiconductor,P1,1,18
KTiGeSbAsP(SO2)3_id539_Final_E-5.90.cif,KTiGeSbAsP(SO2)3,-5.9009,1.594,Solar / Visible,THERMAL,Semiconductor,P3_1,144,45
LiGeO2_id3753_Final_E-5.90.cif,LiGeO2,-5.8963,2.821,Wide-Gap Power/LED,THERMAL,Semiconductor,I4_122,98,16
KGa4(AsO4)3_id3117_Final_E-5.90.cif,KGa4(AsO4)3,-5.8955,1.925,Solar / Visible,THERMAL,Semiconductor,P1,1,40
Si2B9_id4616_Final_E-5.88.cif,Si2B9,-5.8803,0.166,IR / Narrow-Gap,THERMAL,Semiconductor,P4bm,100,44
BaLi2TiSO7_id4094_Final_E-5.88.cif,BaLi2TiSO7,-5.8768,2.297,Wide-Gap Power/LED,THERMAL,Semiconductor,P-1,2,24
K2SrS2(NO2)2_id1394_Final_E-5.87.cif,K2SrS2(NO2)2,-5.872,1.939,Solar / Visible,THERMAL,Semiconductor,P1,1,11
SrCaO4_id1701_Final_E-5.87.cif,SrCaO4,-5.8701,1.954,Solar / Visible,THERMAL,Semiconductor,Pban,50,12
SrGa2GeO4_id1678_Final_E-5.86.cif,SrGa2GeO4,-5.8626,0.503,IR / Narrow-Gap,THERMAL,Semiconductor,I222,23,16
Sc2Be6Al6In3N5O6_id2530_Final_E-5.86.cif,Sc2Be6Al6In3N5O6,-5.8623,2.598,Wide-Gap Power/LED,THERMAL,Semiconductor,P6,168,28
As2NO_id2676_Final_E-5.86.cif,As2NO,-5.8589,1.709,Solar / Visible,THERMAL,Semiconductor,Pca2_1,29,16
BaO2_id2462_Final_E-5.86.cif,BaO2,-5.8576,1.78,Solar / Visible,THERMAL,Semiconductor,P1,1,9
Ba2GeS3O5_id1301_Final_E-5.86.cif,Ba2GeS3O5,-5.856,2.895,Wide-Gap Power/LED,THERMAL,Semiconductor,P2_1/c,14,44
Sr3O4_id3928_Final_E-5.85.cif,Sr3O4,-5.847,2.418,Wide-Gap Power/LED,THERMAL,Semiconductor,P6_3,173,14
SbPSe2S2(NO2)3_id2648_Final_E-5.85.cif,SbPSe2S2(NO2)3,-5.8469,2.299,Wide-Gap Power/LED,THERMAL,Semiconductor,P2/c,13,60
SrLi(AsO4)2_id1625_Final_E-5.81.cif,SrLi(AsO4)2,-5.8083,0.923,IR / Narrow-Gap,THERMAL,Semiconductor,P1,1,12
LiAlSO_id2381_Final_E-5.80.cif,LiAlSO,-5.8019,2.755,Wide-Gap Power/LED,THERMAL,Semiconductor,Pc,7,16
ScO6_id4241_Final_E-5.80.cif,ScO6,-5.7995,2.886,Wide-Gap Power/LED,THERMAL,Semiconductor,P1,1,21
Ca2O5_id3224_Final_E-5.79.cif,Ca2O5,-5.7893,2.562,Wide-Gap Power/LED,THERMAL,Semiconductor,Pccn,56,28
ScS4_id3820_Final_E-5.79.cif,ScS4,-5.7874,1.677,Solar / Visible,THERMAL,Semiconductor,Pcca,54,20
KZnSiO3_id3574_Final_E-5.78.cif,KZnSiO3,-5.7848,3.461,Wide-Gap Power/LED,THERMAL,Semiconductor,P1,1,18
LiTiS2_id4743_Final_E-5.77.cif,LiTiS2,-5.7718,1.269,Solar / Visible,THERMAL,Semiconductor,I-42d,122,32
BePSeN_id3152_Final_E-5.76.cif,BePSeN,-5.7617,1.677,Solar / Visible,THERMAL,Semiconductor,Pca2_1,29,16
NaAl(SO2)2_id2010_Final_E-5.75.cif,NaAl(SO2)2,-5.7522,3.165,Wide-Gap Power/LED,THERMAL,Semiconductor,P1,1,32
Si2GeAs2(PO)2_id3149_Final_E-5.75.cif,Si2GeAs2(PO)2,-5.7517,0.089,IR / Narrow-Gap,THERMAL,Semiconductor,P4_2mc,105,18
TiO7_id2386_Final_E-5.75.cif,TiO7,-5.7478,1.993,Solar / Visible,THERMAL,Semiconductor,P6_322,182,16
NaIn(SbO3)2_id2651_Final_E-5.74.cif,NaIn(SbO3)2,-5.7446,1.717,Solar / Visible,THERMAL,Semiconductor,P1,1,40
KB2SeSO_id4407_Final_E-5.74.cif,KB2SeSO,-5.7415,2.504,Wide-Gap Power/LED,THERMAL,Semiconductor,Pca2_1,29,24
Li2Sb2O7_id1834_Final_E-5.74.cif,Li2Sb2O7,-5.7405,2.002,Solar / Visible,THERMAL,Semiconductor,Pc,7,22
BaTeN3_id2796_Final_E-5.74.cif,BaTeN3,-5.7379,1.327,Solar / Visible,THERMAL,Semiconductor,P-1,2,30
NaLiAsN2O5_id1181_Final_E-5.73.cif,NaLiAsN2O5,-5.7346,0.082,IR / Narrow-Gap,THERMAL,Semiconductor,P1,1,60
GaO_id3166_Final_E-5.73.cif,GaO,-5.7324,1.933,Solar / Visible,THERMAL,Semiconductor,Pbca,61,16
ScTiSn_id4898_Final_E-5.72.cif,ScTiSn,-5.7205,0.144,IR / Narrow-Gap,THERMAL,Semiconductor,P4/mmm,123,12
ScGa3O7_id707_Final_E-5.72.cif,ScGa3O7,-5.716,1.329,Solar / Visible,THERMAL,Semiconductor,Pm-3n,223,22
Ba2Li4N4O3_id1086_Final_E-5.71.cif,Ba2Li4N4O3,-5.7056,0.199,IR / Narrow-Gap,THERMAL,Semiconductor,P1,1,52
KMg2GaO4_id3159_Final_E-5.70.cif,KMg2GaO4,-5.7016,2.865,Wide-Gap Power/LED,THERMAL,Semiconductor,Ccc2,37,16
Sr2N2O_id4096_Final_E-5.68.cif,Sr2N2O,-5.6809,0.816,IR / Narrow-Gap,THERMAL,Semiconductor,Aea2,41,40
Mg(TeO2)4_id484_Final_E-5.67.cif,Mg(TeO2)4,-5.669,2.098,Solar / Visible,THERMAL,Semiconductor,C2/c,15,52
BaN2O_id2286_Final_E-5.67.cif,BaN2O,-5.6676,0.512,IR / Narrow-Gap,THERMAL,Semiconductor,I4_122,98,16
Li3Ca6NO6_id3236_Final_E-5.66.cif,Li3Ca6NO6,-5.6575,0.294,IR / Narrow-Gap,THERMAL,Semiconductor,P1,1,48
BS2_id1789_Final_E-5.65.cif,BS2,-5.6469,2.007,Solar / Visible,THERMAL,Semiconductor,Pbca,61,24
InGaSnO3_id3167_Final_E-5.64.cif,InGaSnO3,-5.6444,1.021,Solar / Visible,THERMAL,Semiconductor,P1,1,6
AlGaN2_id1998_Final_E-5.64.cif,AlGaN2,-5.6429,0.119,IR / Narrow-Gap,THERMAL,Semiconductor,Fm-3m,225,16
NaGeO2_id3961_Final_E-5.64.cif,NaGeO2,-5.6394,1.84,Solar / Visible,THERMAL,Semiconductor,I4_122,98,16
NaGeO2_id4834_Final_E-5.64.cif,NaGeO2,-5.6394,1.84,Solar / Visible,THERMAL,Semiconductor,I4_122,98,16
SrScO12_id1681_Final_E-5.63.cif,SrScO12,-5.6306,1.06,Solar / Visible,THERMAL,Semiconductor,P-31c,163,28
ScAl2SO3_id3752_Final_E-5.63.cif,ScAl2SO3,-5.6274,2.574,Wide-Gap Power/LED,THERMAL,Semiconductor,P4mm,99,14
BaCaO4_id939_Final_E-5.63.cif,BaCaO4,-5.6251,3.227,Wide-Gap Power/LED,THERMAL,Semiconductor,Pban,50,12
Ge(SbN)2_id86_Final_E-5.62.cif,Ge(SbN)2,-5.6236,0.148,IR / Narrow-Gap,THERMAL,Semiconductor,P4_12_12,92,20
Ca2Te2As2N7_id2656_Final_E-5.62.cif,Ca2Te2As2N7,-5.6233,1.084,Solar / Visible,THERMAL,Semiconductor,C2/c,15,52
NaCa3Zn2O6_id602_Final_E-5.62.cif,NaCa3Zn2O6,-5.6158,2.281,Wide-Gap Power/LED,THERMAL,Semiconductor,P1,1,24
Zn(GaO2)2_id903_Final_E-5.61.cif,Zn(GaO2)2,-5.6051,0.91,IR / Narrow-Gap,THERMAL,Semiconductor,P4_2/nnm,134,14
BaCaO4_id3765_Final_E-5.60.cif,BaCaO4,-5.6043,0.251,IR / Narrow-Gap,THERMAL,Semiconductor,P4/nbm,125,12
TiGa3N3O4_id834_Final_E-5.60.cif,TiGa3N3O4,-5.6042,0.109,IR / Narrow-Gap,THERMAL,Semiconductor,Pm-3n,223,22
Li2Ge2O3_id717_Final_E-5.59.cif,Li2Ge2O3,-5.5853,1.307,Solar / Visible,THERMAL,Semiconductor,Pbcn,60,28
ZnGa3Ge2O15_id324_Final_E-5.57.cif,ZnGa3Ge2O15,-5.5723,2.159,Solar / Visible,THERMAL,Semiconductor,P1,1,21
Li2MgTiZn2C(NO)2_id2397_Final_E-5.57.cif,Li2MgTiZn2C(NO)2,-5.5673,1.208,Solar / Visible,THERMAL,Semiconductor,P1,1,11
LiSiCS3O_id2311_Final_E-5.55.cif,LiSiCS3O,-5.5467,2.051,Solar / Visible,THERMAL,Semiconductor,P6_4,172,42
K2Ba2In3SbP2(SeO3)4_id3150_Final_E-5.54.cif,K2Ba2In3SbP2(SeO3)4,-5.5431,1.21,Solar / Visible,THERMAL,Semiconductor,P-1,2,26
BeSiSnSN_id812_Final_E-5.54.cif,BeSiSnSN,-5.5355,0.096,IR / Narrow-Gap,THERMAL,Semiconductor,Pnma,62,20
BeSiGeAsPO16_id629_Final_E-5.53.cif,BeSiGeAsPO16,-5.5299,1.32,Solar / Visible,THERMAL,Semiconductor,Pc,7,42
Cd(GaO2)6_id2165_Final_E-5.53.cif,Cd(GaO2)6,-5.5292,2.112,Solar / Visible,THERMAL,Semiconductor,Im-3,204,38
Li3Zn(GaO3)2_id565_Final_E-5.52.cif,Li3Zn(GaO3)2,-5.5192,2.473,Wide-Gap Power/LED,THERMAL,Semiconductor,P1,1,24
BeSbN_id4826_Final_E-5.51.cif,BeSbN,-5.5117,2.177,Solar / Visible,THERMAL,Semiconductor,P6_222,180,9
Sn2Se2SO5_id112_Final_E-5.49.cif,Sn2Se2SO5,-5.49,1.124,Solar / Visible,THERMAL,Semiconductor,Pc,7,40
SiGeN2_id4702_Final_E-5.48.cif,SiGeN2,-5.4847,1.691,Solar / Visible,THERMAL,Semiconductor,I4_122,98,16
SiO7_id714_Final_E-5.48.cif,SiO7,-5.4782,0.72,IR / Narrow-Gap,THERMAL,Semiconductor,P1,1,32
K2Ti2Si2B4N5O_id4060_Final_E-5.47.cif,K2Ti2Si2B4N5O,-5.4707,1.281,Solar / Visible,THERMAL,Semiconductor,P-1,2,32
BaNa(AsO4)2_id3204_Final_E-5.46.cif,BaNa(AsO4)2,-5.4605,1.33,Solar / Visible,THERMAL,Semiconductor,P-1,2,12
Na3Li2ScZn2Si2Sn2(SeO13)2_id1889_Final_E-5.46.cif,Na3Li2ScZn2Si2Sn2(SeO13)2,-5.4593,2.844,Wide-Gap Power/LED,THERMAL,Semiconductor,P1,1,40
LiBeZnO2_id2357_Final_E-5.46.cif,LiBeZnO2,-5.4587,2.906,Wide-Gap Power/LED,THERMAL,Semiconductor,C2/c,15,40
LiPO10_id738_Final_E-5.45.cif,LiPO10,-5.4542,0.908,IR / Narrow-Gap,THERMAL,Semiconductor,C2,5,36
Mg3Ga(NO)2_id4087_Final_E-5.45.cif,Mg3Ga(NO)2,-5.4463,1.312,Solar / Visible,THERMAL,Semiconductor,C2/m,12,16
Li5TiB4As4(S2O)2_id1472_Final_E-5.44.cif,Li5TiB4As4(S2O)2,-5.4441,0.595,IR / Narrow-Gap,THERMAL,Semiconductor,P1,1,20
Ba3Sr4(TeO3)2_id4092_Final_E-5.43.cif,Ba3Sr4(TeO3)2,-5.4288,1.179,Solar / Visible,THERMAL,Semiconductor,P2_1/c,14,30
BaInO6_id2991_Final_E-5.43.cif,BaInO6,-5.4254,1.601,Solar / Visible,THERMAL,Semiconductor,P6_322,182,16
ScSe3_id1666_Final_E-5.42.cif,ScSe3,-5.4207,0.97,IR / Narrow-Gap,THERMAL,Semiconductor,P1,1,16
LiSi(AsO)2_id1580_Final_E-5.42.cif,LiSi(AsO)2,-5.4198,1.592,Solar / Visible,THERMAL,Semiconductor,P1,1,24
LiSi4(GeO)2_id295_Final_E-5.42.cif,LiSi4(GeO)2,-5.415,0.526,IR / Narrow-Gap,THERMAL,Semiconductor,P4_32_12,96,36
Li4GaAsNO12_id584_Final_E-5.41.cif,Li4GaAsNO12,-5.4089,3.185,Wide-Gap Power/LED,THERMAL,Semiconductor,P1,1,38
KLiN4O15_id528_Final_E-5.40.cif,KLiN4O15,-5.3989,1.979,Solar / Visible,THERMAL,Semiconductor,P2_1,4,42
CdSbO4_id1945_Final_E-5.38.cif,CdSbO4,-5.3834,2.363,Wide-Gap Power/LED,THERMAL,Semiconductor,Pban,50,12
Na2Ca3NO6_id103_Final_E-5.38.cif,Na2Ca3NO6,-5.3831,2.34,Wide-Gap Power/LED,THERMAL,Semiconductor,P2,3,12
NaBe(GaO2)2_id1378_Final_E-5.38.cif,NaBe(GaO2)2,-5.3795,1.202,Solar / Visible,THERMAL,Semiconductor,C222,21,24
SrInO6_id2700_Final_E-5.38.cif,SrInO6,-5.3785,1.997,Solar / Visible,THERMAL,Semiconductor,P6_322,182,16
K2SbO3_id3060_Final_E-5.37.cif,K2SbO3,-5.3666,0.394,IR / Narrow-Gap,THERMAL,Semiconductor,P1,1,12
CaGa3O7_id4674_Final_E-5.36.cif,CaGa3O7,-5.3577,1.354,Solar / Visible,THERMAL,Semiconductor,Pm-3n,223,22
Ba2O3_id1987_Final_E-5.35.cif,Ba2O3,-5.3526,1.783,Solar / Visible,THERMAL,Semiconductor,P6_522,179,30
Li4Be3N4_id519_Final_E-5.35.cif,Li4Be3N4,-5.348,2.815,Wide-Gap Power/LED,THERMAL,Semiconductor,I-42d,122,44
In(TeO2)4_id1744_Final_E-5.34.cif,In(TeO2)4,-5.3406,1.632,Solar / Visible,THERMAL,Semiconductor,P-42_1c,114,26
KLi2BSbTeO15_id4617_Final_E-5.33.cif,KLi2BSbTeO15,-5.3335,0.672,IR / Narrow-Gap,THERMAL,Semiconductor,Pc,7,42
NaScO6_id2055_Final_E-5.33.cif,NaScO6,-5.3303,0.483,IR / Narrow-Gap,THERMAL,Semiconductor,P-31c,163,16
Na(TeO2)2_id3073_Final_E-5.32.cif,Na(TeO2)2,-5.3233,1.766,Solar / Visible,THERMAL,Semiconductor,Pm,6,7
