file_name,formula,energy,bandgap,Application_Class,type,space_group_symbol,space_group_number,num_atoms
Si3S4_id3490_Final_E-5.24.cif,Si3S4,-5.2445,0.236,IR / Narrow-Gap,Semiconductor,Cc,9,28
BaLi2CaMg2Cd6(PN2)6_id619_Final_E-5.24.cif,BaLi2CaMg2Cd6(PN2)6,-5.2391,0.054,IR / Narrow-Gap,Semiconductor,P1,1,30
K2PN2_id4509_Final_E-5.23.cif,K2PN2,-5.2308,0.717,IR / Narrow-Gap,Semiconductor,Iba2,45,20
KTe(PO)2_id3370_Final_E-5.21.cif,KTe(PO)2,-5.2124,1.532,Solar / Visible,Semiconductor,P1,1,18
NaCa(BS)6_id2191_Final_E-5.21.cif,NaCa(BS)6,-5.2082,1.597,Solar / Visible,Semiconductor,R-3,148,42
TiIn2(S3N2)3_id1901_Final_E-5.20.cif,TiIn2(S3N2)3,-5.2018,1.891,Solar / Visible,Semiconductor,P6/mmm,191,18
Na2SbO5_id795_Final_E-5.20.cif,Na2SbO5,-5.2005,3.152,Wide-Gap Power/LED,Semiconductor,P1,1,16
AsO5_id3885_Final_E-5.20.cif,AsO5,-5.2,0.394,IR / Narrow-Gap,Semiconductor,P2_12_12_1,19,24
BaCa2SbO10_id930_Final_E-5.20.cif,BaCa2SbO10,-5.1974,2.991,Wide-Gap Power/LED,Semiconductor,P1,1,56
BaNaO2_id1541_Final_E-5.20.cif,BaNaO2,-5.1951,0.827,IR / Narrow-Gap,Semiconductor,Pca2_1,29,16
NaSrGa2As2O13_id419_Final_E-5.19.cif,NaSrGa2As2O13,-5.1905,2.865,Wide-Gap Power/LED,Semiconductor,Pba2,32,38
CdAsN2_id4675_Final_E-5.19.cif,CdAsN2,-5.1863,0.786,IR / Narrow-Gap,Semiconductor,I4_122,98,16
Ba2InO2_id4573_Final_E-5.18.cif,Ba2InO2,-5.1802,0.197,IR / Narrow-Gap,Semiconductor,Ibca,73,40
CaAlTeO4_id4111_Final_E-5.18.cif,CaAlTeO4,-5.1765,2.832,Wide-Gap Power/LED,Semiconductor,P4/mmm,123,28
Na4Zn2SnGeO8_id767_Final_E-5.16.cif,Na4Zn2SnGeO8,-5.1586,2.051,Solar / Visible,Semiconductor,I-42m,121,32
GaO3_id4288_Final_E-5.15.cif,GaO3,-5.1536,1.466,Solar / Visible,Semiconductor,Im-3m,229,8
Mg3O8_id1348_Final_E-5.15.cif,Mg3O8,-5.152,0.92,IR / Narrow-Gap,Semiconductor,Pc,7,22
Li5As4(PO7)2_id4763_Final_E-5.15.cif,Li5As4(PO7)2,-5.1472,0.141,IR / Narrow-Gap,Semiconductor,P1,1,50
Sn2O_id3962_Final_E-5.13.cif,Sn2O,-5.1348,0.598,IR / Narrow-Gap,Semiconductor,Immm,71,12
CaCdO4_id2030_Final_E-5.13.cif,CaCdO4,-5.134,0.069,IR / Narrow-Gap,Semiconductor,P-1,2,24
KAlGeB5As4(SO)4_id3592_Final_E-5.13.cif,KAlGeB5As4(SO)4,-5.1303,0.53,IR / Narrow-Gap,Semiconductor,P1,1,20
BaCd4(BO)4_id3606_Final_E-5.11.cif,BaCd4(BO)4,-5.1135,0.193,IR / Narrow-Gap,Semiconductor,P4_2/n,86,26
Mg2NO_id1703_Final_E-5.11.cif,Mg2NO,-5.1134,0.901,IR / Narrow-Gap,Semiconductor,P4_2/mcm,132,32
BaIn3N7_id2516_Final_E-5.11.cif,BaIn3N7,-5.1093,0.815,IR / Narrow-Gap,Semiconductor,Pm-3n,223,22
SrGe(CO)2_id4181_Final_E-5.10.cif,SrGe(CO)2,-5.1022,0.311,IR / Narrow-Gap,Semiconductor,Immm,71,12
Na2BSe4(SO3)2_id1623_Final_E-5.10.cif,Na2BSe4(SO3)2,-5.1022,2.289,Wide-Gap Power/LED,Semiconductor,Pcca,54,60
AlTeSeS3O4_id4115_Final_E-5.10.cif,AlTeSeS3O4,-5.1012,2.306,Wide-Gap Power/LED,Semiconductor,P-1,2,40
Si_id311_Final_E-5.10.cif,Si,-5.0977,0.943,IR / Narrow-Gap,Semiconductor,Ccce,68,20
Li3TiS3_id1230_Final_E-5.09.cif,Li3TiS3,-5.0934,1.922,Solar / Visible,Semiconductor,P1,1,42
AlZn5Ga2(S3O7)2_id2265_Final_E-5.09.cif,AlZn5Ga2(S3O7)2,-5.087,2.794,Wide-Gap Power/LED,Semiconductor,Pnn2,34,56
Sr(S3O2)2_id2540_Final_E-5.08.cif,Sr(S3O2)2,-5.0809,2.052,Solar / Visible,Semiconductor,P4_22_12,94,44
Mg3NO_id1016_Final_E-5.08.cif,Mg3NO,-5.0784,1.336,Solar / Visible,Semiconductor,R-3c,167,30
NaGeO4_id3882_Final_E-5.08.cif,NaGeO4,-5.0782,3.066,Wide-Gap Power/LED,Semiconductor,I4_122,98,24
Li10GaO10_id1278_Final_E-5.08.cif,Li10GaO10,-5.0781,3.406,Wide-Gap Power/LED,Semiconductor,P1,1,21
KSrO6_id2075_Final_E-5.06.cif,KSrO6,-5.0568,0.76,IR / Narrow-Gap,Semiconductor,P-31c,163,16
Ca3AsS3_id1384_Final_E-5.06.cif,Ca3AsS3,-5.0554,0.238,IR / Narrow-Gap,Semiconductor,P2_1,4,14
CaO4_id3224_Final_E-5.06.cif,CaO4,-5.055,1.167,Solar / Visible,Semiconductor,I4_1/a,88,20
KScO8_id2926_Final_E-5.05.cif,KScO8,-5.0549,3.339,Wide-Gap Power/LED,Semiconductor,Pmmm,47,20
BaO16_id2140_Final_E-5.05.cif,BaO16,-5.0528,1.111,Solar / Visible,Semiconductor,P-1,2,17
K3MgB2(NO)4_id2789_Final_E-5.05.cif,K3MgB2(NO)4,-5.0513,2.811,Wide-Gap Power/LED,Semiconductor,P1,1,28
LiScS7_id579_Final_E-5.05.cif,LiScS7,-5.051,1.925,Solar / Visible,Semiconductor,P2_1/c,14,36
LiZn(GaO3)2_id3560_Final_E-5.05.cif,LiZn(GaO3)2,-5.0506,1.974,Solar / Visible,Semiconductor,C222,21,20
Si_id3173_Final_E-5.04.cif,Si,-5.0357,1.039,Solar / Visible,Semiconductor,Ccce,68,20
ZnSiBAsP7S_id4523_Final_E-5.03.cif,ZnSiBAsP7S,-5.0321,1.141,Solar / Visible,Semiconductor,P1,1,24
SO13_id4934_Final_E-5.03.cif,SO13,-5.0299,0.9,IR / Narrow-Gap,Semiconductor,Pc,7,28
Li4CaO6_id508_Final_E-5.02.cif,Li4CaO6,-5.0214,2.447,Wide-Gap Power/LED,Semiconductor,Im-3m,229,22
Ba2Sr2In2TeAsP2Se2S8O7_id2419_Final_E-5.02.cif,Ba2Sr2In2TeAsP2Se2S8O7,-5.0163,0.99,IR / Narrow-Gap,Semiconductor,Pnn2,34,54
GaGeBAsSe2S2N2O_id2481_Final_E-5.01.cif,GaGeBAsSe2S2N2O,-5.0135,1.79,Solar / Visible,Semiconductor,P-1,2,44
KSn(SO2)4_id4134_Final_E-5.01.cif,KSn(SO2)4,-5.0083,0.319,IR / Narrow-Gap,Semiconductor,P4/nbm,125,28
BaO9_id4600_Final_E-5.00.cif,BaO9,-5.0015,0.88,IR / Narrow-Gap,Semiconductor,C2/c,15,40
BaO15_id2786_Final_E-5.00.cif,BaO15,-4.9977,2.392,Wide-Gap Power/LED,Semiconductor,P1,1,16
Na3Sr3O8_id4344_Final_E-5.00.cif,Na3Sr3O8,-4.9965,2.329,Wide-Gap Power/LED,Semiconductor,I-43d,220,56
SrSO6_id4159_Final_E-4.99.cif,SrSO6,-4.9922,2.399,Wide-Gap Power/LED,Semiconductor,P6_322,182,16
NaSnO8_id2869_Final_E-4.99.cif,NaSnO8,-4.992,0.519,IR / Narrow-Gap,Semiconductor,P-1,2,40
KLi2GaO4_id2245_Final_E-4.98.cif,KLi2GaO4,-4.9799,2.7,Wide-Gap Power/LED,Semiconductor,P2_1,4,32
Ca2GaS3_id3391_Final_E-4.97.cif,Ca2GaS3,-4.9672,2.221,Wide-Gap Power/LED,Semiconductor,P2_1/m,11,12
SrO12_id1010_Final_E-4.96.cif,SrO12,-4.9636,0.282,IR / Narrow-Gap,Semiconductor,P1,1,13
Be2Cd2O3_id4913_Final_E-4.96.cif,Be2Cd2O3,-4.9623,3.052,Wide-Gap Power/LED,Semiconductor,P4_2cm,101,14
B2NO_id3919_Final_E-4.94.cif,B2NO,-4.9448,2.789,Wide-Gap Power/LED,Semiconductor,Fm-3m,225,16
LiMgZnGeO17_id3987_Final_E-4.94.cif,LiMgZnGeO17,-4.9443,0.456,IR / Narrow-Gap,Semiconductor,Pc,7,42
Li5O8_id477_Final_E-4.94.cif,Li5O8,-4.9438,3.471,Wide-Gap Power/LED,Semiconductor,Ccce,68,52
KNa2Ca(AsO)4_id4910_Final_E-4.94.cif,KNa2Ca(AsO)4,-4.9436,1.267,Solar / Visible,Semiconductor,Cc,9,48
Cd2GaAsO17_id838_Final_E-4.94.cif,Cd2GaAsO17,-4.9395,2.045,Solar / Visible,Semiconductor,P2_1,4,42
KNaLi(TeO2)2_id1754_Final_E-4.94.cif,KNaLi(TeO2)2,-4.936,2.096,Solar / Visible,Semiconductor,I222,23,18
Li2AlAs3SO3_id2861_Final_E-4.93.cif,Li2AlAs3SO3,-4.9313,0.722,IR / Narrow-Gap,Semiconductor,P1,1,20
Na(CO2)3_id2546_Final_E-4.93.cif,Na(CO2)3,-4.9255,2.423,Wide-Gap Power/LED,Semiconductor,R-3c,167,60
SrS2_id3821_Final_E-4.92.cif,SrS2,-4.9211,1.083,Solar / Visible,Semiconductor,P1,1,6
Li4GeB7_id292_Final_E-4.92.cif,Li4GeB7,-4.9205,1.442,Solar / Visible,Semiconductor,P1,1,24
BeS3O_id2835_Final_E-4.91.cif,BeS3O,-4.9119,1.574,Solar / Visible,Semiconductor,Pna2_1,33,20
CaZn4O6_id1355_Final_E-4.91.cif,CaZn4O6,-4.9111,1.046,Solar / Visible,Semiconductor,P1,1,22
KBa(GaO24)2_id4090_Final_E-4.91.cif,KBa(GaO24)2,-4.9088,0.838,IR / Narrow-Gap,Semiconductor,P-3,147,52
O2_id1236_Final_E-4.91.cif,O2,-4.9067,2.247,Wide-Gap Power/LED,Semiconductor,Pbca,61,16
K3NaScO18_id2189_Final_E-4.91.cif,K3NaScO18,-4.9066,3.187,Wide-Gap Power/LED,Semiconductor,P1,1,46
MgSO_id1452_Final_E-4.91.cif,MgSO,-4.905,2.391,Wide-Gap Power/LED,Semiconductor,P4_2/ncm,138,12
Te2O15_id3188_Final_E-4.90.cif,Te2O15,-4.9035,0.226,IR / Narrow-Gap,Semiconductor,Pba2,32,34
Si4Sb_id1132_Final_E-4.90.cif,Si4Sb,-4.9023,0.789,IR / Narrow-Gap,Semiconductor,P3_121,152,15
LiP5_id3214_Final_E-4.90.cif,LiP5,-4.9015,0.556,IR / Narrow-Gap,Semiconductor,C2,5,24
LiO8_id879_Final_E-4.90.cif,LiO8,-4.9013,0.111,IR / Narrow-Gap,Semiconductor,Ccce,68,36
Si2As4PS_id1334_Final_E-4.90.cif,Si2As4PS,-4.9006,1.304,Solar / Visible,Semiconductor,P1,1,16
NaSnO8_id1941_Final_E-4.90.cif,NaSnO8,-4.9003,2.281,Wide-Gap Power/LED,Semiconductor,P4/nbm,125,20
O2_id3167_Final_E-4.90.cif,O2,-4.8999,0.959,IR / Narrow-Gap,Semiconductor,P1,1,24
P3S4_id4872_Final_E-4.89.cif,P3S4,-4.89,1.801,Solar / Visible,Semiconductor,Fm-3m,225,56
O2_id4334_Final_E-4.88.cif,O2,-4.8847,1.25,Solar / Visible,Semiconductor,Pc,7,24
Ca3As4N3_id2746_Final_E-4.88.cif,Ca3As4N3,-4.8816,1.185,Solar / Visible,Semiconductor,P6_3mc,186,20
Li6AsP(SO2)2_id2065_Final_E-4.88.cif,Li6AsP(SO2)2,-4.8797,1.584,Solar / Visible,Semiconductor,Pnn2,34,56
SrIn4(SnO2)2_id4237_Final_E-4.88.cif,SrIn4(SnO2)2,-4.8784,0.341,IR / Narrow-Gap,Semiconductor,Imm2,44,22
BaAl4O6_id1405_Final_E-4.88.cif,BaAl4O6,-4.8753,2.931,Wide-Gap Power/LED,Semiconductor,Im-3m,229,22
MgZn2SiO12_id4147_Final_E-4.87.cif,MgZn2SiO12,-4.8721,2.148,Solar / Visible,Semiconductor,I-42m,121,32
NaLiTe2AsO4_id452_Final_E-4.87.cif,NaLiTe2AsO4,-4.8712,1.531,Solar / Visible,Semiconductor,I222,23,18
MgSiP2_id827_Final_E-4.87.cif,MgSiP2,-4.8696,1.36,Solar / Visible,Semiconductor,I-42d,122,16
AsP2_id45_Final_E-4.87.cif,AsP2,-4.8691,1.295,Solar / Visible,Semiconductor,I4_1cd,110,48
LiBO19_id3536_Final_E-4.87.cif,LiBO19,-4.8652,1.229,Solar / Visible,Semiconductor,P2_1,4,42
Li4O5_id2268_Final_E-4.86.cif,Li4O5,-4.8645,1.089,Solar / Visible,Semiconductor,Pbcn,60,36
Na2Sn2Sb(SeO)4_id3562_Final_E-4.85.cif,Na2Sn2Sb(SeO)4,-4.8484,0.481,IR / Narrow-Gap,Semiconductor,Cm,8,52
GaSi10_id1222_Final_E-4.85.cif,GaSi10,-4.8473,1.031,Solar / Visible,Semiconductor,I2_12_12_1,24,44
SrLi4O11_id1740_Final_E-4.85.cif,SrLi4O11,-4.8462,2.484,Wide-Gap Power/LED,Semiconductor,Pc,7,32
MgO9_id917_Final_E-4.84.cif,MgO9,-4.8436,0.841,IR / Narrow-Gap,Semiconductor,Pba2,32,40
Sc2InTe6_id1313_Final_E-4.84.cif,Sc2InTe6,-4.8374,0.343,IR / Narrow-Gap,Semiconductor,P-31m,162,18
KNaAs2(SO)4_id2918_Final_E-4.83.cif,KNaAs2(SO)4,-4.8275,1.998,Solar / Visible,Semiconductor,I222,23,24
Ca2S9N_id2738_Final_E-4.83.cif,Ca2S9N,-4.8269,0.793,IR / Narrow-Gap,Semiconductor,P-1,2,24
Te3PN2_id4880_Final_E-4.83.cif,Te3PN2,-4.826,0.791,IR / Narrow-Gap,Semiconductor,C2/m,12,12
Al(AsP)3_id4618_Final_E-4.82.cif,Al(AsP)3,-4.8219,1.038,Solar / Visible,Semiconductor,P1,1,14
Ba2P(SeS)3_id2272_Final_E-4.81.cif,Ba2P(SeS)3,-4.8079,1.644,Solar / Visible,Semiconductor,P1,1,9
BP12_id2102_Final_E-4.81.cif,BP12,-4.8066,0.889,IR / Narrow-Gap,Semiconductor,I432,211,26
CaSe_id956_Final_E-4.80.cif,CaSe,-4.804,0.194,IR / Narrow-Gap,Semiconductor,Pm-3m,221,12
P2O15_id3743_Final_E-4.80.cif,P2O15,-4.8029,0.32,IR / Narrow-Gap,Semiconductor,Pba2,32,34
KNaCdInGaSeO5_id1892_Final_E-4.80.cif,KNaCdInGaSeO5,-4.8001,1.41,Solar / Visible,Semiconductor,P2_1,4,22
GaO6_id2804_Final_E-4.80.cif,GaO6,-4.7983,0.077,IR / Narrow-Gap,Semiconductor,P6_3/m,176,14
K2SO2_id360_Final_E-4.79.cif,K2SO2,-4.7918,2.925,Wide-Gap Power/LED,Semiconductor,P-1,2,20
KSnO14_id1007_Final_E-4.79.cif,KSnO14,-4.7909,2.402,Wide-Gap Power/LED,Semiconductor,P1,1,16
LiO2_id2451_Final_E-4.79.cif,LiO2,-4.7871,0.672,IR / Narrow-Gap,Semiconductor,P4_12_12,92,24
SeO_id2792_Final_E-4.78.cif,SeO,-4.7836,1.151,Solar / Visible,Semiconductor,P4_12_12,92,16
Na4Li2Zn(SbO6)2_id2993_Final_E-4.78.cif,Na4Li2Zn(SbO6)2,-4.7799,0.821,IR / Narrow-Gap,Semiconductor,C2,5,42
SnSe(SO)2_id1894_Final_E-4.78.cif,SnSe(SO)2,-4.779,0.51,IR / Narrow-Gap,Semiconductor,P1,1,18
Li2MgZn4GaO8_id3198_Final_E-4.77.cif,Li2MgZn4GaO8,-4.7726,2.286,Wide-Gap Power/LED,Semiconductor,C2,5,32
LiO4_id783_Final_E-4.77.cif,LiO4,-4.7708,3.17,Wide-Gap Power/LED,Semiconductor,Ccce,68,20
SrCaSe2_id275_Final_E-4.76.cif,SrCaSe2,-4.7611,0.254,IR / Narrow-Gap,Semiconductor,R-3m,166,12
O2_id102_Final_E-4.75.cif,O2,-4.7522,1.398,Solar / Visible,Semiconductor,Pba2,32,22
Ga2Sb(SeO)6_id4130_Final_E-4.75.cif,Ga2Sb(SeO)6,-4.7491,2.034,Solar / Visible,Semiconductor,P1,1,45
K2Na7Ga2TeO28_id2708_Final_E-4.75.cif,K2Na7Ga2TeO28,-4.7469,2.252,Wide-Gap Power/LED,Semiconductor,P1,1,40
BaSr(SeO15)2_id423_Final_E-4.75.cif,BaSr(SeO15)2,-4.7468,1.858,Solar / Visible,Semiconductor,P-3,147,34
KIn4O8_id2336_Final_E-4.74.cif,KIn4O8,-4.7404,2.179,Solar / Visible,Semiconductor,P2/c,13,26
BP12_id1052_Final_E-4.74.cif,BP12,-4.7396,0.454,IR / Narrow-Gap,Semiconductor,I432,211,26
K(SeO12)2_id1127_Final_E-4.74.cif,K(SeO12)2,-4.7382,0.056,IR / Narrow-Gap,Semiconductor,P-1,2,27
SrC2O_id3023_Final_E-4.74.cif,SrC2O,-4.737,0.696,IR / Narrow-Gap,Semiconductor,I4/mmm,139,8
LiZnGaP2(SeO)2_id1742_Final_E-4.74.cif,LiZnGaP2(SeO)2,-4.7368,1.382,Solar / Visible,Semiconductor,P3_221,154,27
KLiIn4O4_id3270_Final_E-4.73.cif,KLiIn4O4,-4.7315,0.766,IR / Narrow-Gap,Semiconductor,P1,1,20
BaCaGa2(SO27)2_id4645_Final_E-4.73.cif,BaCaGa2(SO27)2,-4.7255,3.019,Wide-Gap Power/LED,Semiconductor,P-3,147,60
Ca3Se4N3_id2713_Final_E-4.72.cif,Ca3Se4N3,-4.7247,0.248,IR / Narrow-Gap,Semiconductor,I-43d,220,40
SbAs2PS4_id1971_Final_E-4.72.cif,SbAs2PS4,-4.7175,1.56,Solar / Visible,Semiconductor,P1,1,8
KS3O2_id1186_Final_E-4.72.cif,KS3O2,-4.7159,2.005,Solar / Visible,Semiconductor,Cmmm,65,12
NaTeSO2_id4559_Final_E-4.72.cif,NaTeSO2,-4.7157,2.592,Wide-Gap Power/LED,Semiconductor,Aea2,41,40
K2ScCd6O12_id716_Final_E-4.71.cif,K2ScCd6O12,-4.7087,0.143,IR / Narrow-Gap,Semiconductor,P-3c1,165,42
Ba(AsS2)2_id1311_Final_E-4.71.cif,Ba(AsS2)2,-4.7081,1.59,Solar / Visible,Semiconductor,C2,5,28
O2_id1911_Final_E-4.71.cif,O2,-4.7078,0.962,IR / Narrow-Gap,Semiconductor,Pba2,32,18
GeP_id3032_Final_E-4.70.cif,GeP,-4.7049,1.067,Solar / Visible,Semiconductor,P4_32_12,96,8
BP24_id386_Final_E-4.70.cif,BP24,-4.7033,0.941,IR / Narrow-Gap,Semiconductor,I432,211,50
O2_id1126_Final_E-4.70.cif,O2,-4.7027,2.558,Wide-Gap Power/LED,Semiconductor,Pba2,32,30
MgO13_id2643_Final_E-4.70.cif,MgO13,-4.7024,0.704,IR / Narrow-Gap,Semiconductor,P2_1,4,28
O2_id1086_Final_E-4.70.cif,O2,-4.7022,1.138,Solar / Visible,Semiconductor,C2,5,28
CaSeS_id3465_Final_E-4.70.cif,CaSeS,-4.7006,1.956,Solar / Visible,Semiconductor,Pbca,61,24
CaSeO_id2019_Final_E-4.70.cif,CaSeO,-4.699,2.276,Wide-Gap Power/LED,Semiconductor,P4_2/mmc,131,12
SiAsSe3N_id2048_Final_E-4.70.cif,SiAsSe3N,-4.6987,1.574,Solar / Visible,Semiconductor,P2_1/m,11,12
K2TeO4_id3941_Final_E-4.69.cif,K2TeO4,-4.6929,1.396,Solar / Visible,Semiconductor,P2/c,13,28
K2TiIn(SeS5)2_id478_Final_E-4.69.cif,K2TiIn(SeS5)2,-4.6881,0.809,IR / Narrow-Gap,Semiconductor,P1,1,16
GeS2_id1226_Final_E-4.67.cif,GeS2,-4.6667,1.701,Solar / Visible,Semiconductor,I4_1/amd,141,12
ScTe4_id4639_Final_E-4.65.cif,ScTe4,-4.6526,0.941,IR / Narrow-Gap,Semiconductor,P3_112,151,15
K2BaZn2CdO20_id1886_Final_E-4.65.cif,K2BaZn2CdO20,-4.6521,0.208,IR / Narrow-Gap,Semiconductor,P1,1,26
MgAl3(SeS2)2_id2159_Final_E-4.65.cif,MgAl3(SeS2)2,-4.647,1.369,Solar / Visible,Semiconductor,P1,1,20
KSrCdO9_id242_Final_E-4.64.cif,KSrCdO9,-4.6413,1.338,Solar / Visible,Semiconductor,P1,1,24
Se3N2_id3045_Final_E-4.64.cif,Se3N2,-4.6407,3.168,Wide-Gap Power/LED,Semiconductor,R-3m,166,15
B2Sb3P2_id3904_Final_E-4.64.cif,B2Sb3P2,-4.6383,0.073,IR / Narrow-Gap,Semiconductor,P4_12_12,92,28
K6MgTiAsO12_id4210_Final_E-4.64.cif,K6MgTiAsO12,-4.6376,1.023,Solar / Visible,Semiconductor,P6_322,182,42
SnAs5P2Se_id2785_Final_E-4.63.cif,SnAs5P2Se,-4.6343,0.493,IR / Narrow-Gap,Semiconductor,Pm,6,9
Na4Li4GeO20_id3171_Final_E-4.62.cif,Na4Li4GeO20,-4.6209,3.487,Wide-Gap Power/LED,Semiconductor,P2,3,29
K4BeAl(AsO)4_id2763_Final_E-4.60.cif,K4BeAl(AsO)4,-4.6047,1.361,Solar / Visible,Semiconductor,C2/c,15,28
CaGeS6_id4295_Final_E-4.60.cif,CaGeS6,-4.6024,1.947,Solar / Visible,Semiconductor,P-31c,163,16
BaGe(AsO)2_id778_Final_E-4.59.cif,BaGe(AsO)2,-4.5927,0.819,IR / Narrow-Gap,Semiconductor,Immm,71,12
Sr2SeN_id355_Final_E-4.59.cif,Sr2SeN,-4.5904,1.459,Solar / Visible,Semiconductor,P6_3/mmc,194,8
KSbO20_id4488_Final_E-4.59.cif,KSbO20,-4.59,1.84,Solar / Visible,Semiconductor,P1,1,22
ZnO3_id4725_Final_E-4.59.cif,ZnO3,-4.59,0.371,IR / Narrow-Gap,Semiconductor,P-42_1m,113,16
TeO_id3565_Final_E-4.58.cif,TeO,-4.5838,0.878,IR / Narrow-Gap,Semiconductor,P6/mmm,191,12
AsS2_id149_Final_E-4.58.cif,AsS2,-4.579,1.565,Solar / Visible,Semiconductor,I-42d,122,12
BaNa4(SnO)4_id1083_Final_E-4.57.cif,BaNa4(SnO)4,-4.5657,1.185,Solar / Visible,Semiconductor,P2/c,13,26
BeZnSn2As2(SeO)2_id681_Final_E-4.56.cif,BeZnSn2As2(SeO)2,-4.5619,0.125,IR / Narrow-Gap,Semiconductor,P2_1,4,20
Ga2Si6P_id1513_Final_E-4.56.cif,Ga2Si6P,-4.5609,0.343,IR / Narrow-Gap,Semiconductor,Pnn2,34,18
Mg4Te4S5O4_id2563_Final_E-4.56.cif,Mg4Te4S5O4,-4.559,1.485,Solar / Visible,Semiconductor,P-42_1c,114,34
KO20_id497_Final_E-4.55.cif,KO20,-4.5498,2.417,Wide-Gap Power/LED,Semiconductor,Pc,7,42
Ba2Be2SeS6_id643_Final_E-4.55.cif,Ba2Be2SeS6,-4.5497,0.094,IR / Narrow-Gap,Semiconductor,P2/m,10,11
KC3N4O3_id2671_Final_E-4.55.cif,KC3N4O3,-4.5479,0.906,IR / Narrow-Gap,Semiconductor,Pm-3n,223,22
LiCaS6_id1317_Final_E-4.55.cif,LiCaS6,-4.5464,1.659,Solar / Visible,Semiconductor,P1,1,32
BePSe_id1377_Final_E-4.55.cif,BePSe,-4.5454,1.844,Solar / Visible,Semiconductor,Pc,7,12
LiSbO_id4801_Final_E-4.54.cif,LiSbO,-4.5435,0.441,IR / Narrow-Gap,Semiconductor,P2_12_12,18,12
BeGaSi3SnGeS14_id406_Final_E-4.54.cif,BeGaSi3SnGeS14,-4.5423,1.125,Solar / Visible,Semiconductor,Pc,7,42
NaO5_id2435_Final_E-4.54.cif,NaO5,-4.5422,2.622,Wide-Gap Power/LED,Semiconductor,I4_1/a,88,24
As2P_id2906_Final_E-4.54.cif,As2P,-4.5406,1.346,Solar / Visible,Semiconductor,Cmmm,65,6
LiSeO_id4072_Final_E-4.53.cif,LiSeO,-4.5269,2.175,Solar / Visible,Semiconductor,P4_2/ncm,138,12
KNa2SnSb(SO)4_id3286_Final_E-4.53.cif,KNa2SnSb(SO)4,-4.526,1.16,Solar / Visible,Semiconductor,I222,23,26
Sn5S6_id2617_Final_E-4.52.cif,Sn5S6,-4.5247,0.931,IR / Narrow-Gap,Semiconductor,P-1,2,22
Na4MgSiSnO4_id2445_Final_E-4.52.cif,Na4MgSiSnO4,-4.5247,2.017,Solar / Visible,Semiconductor,I222,23,22
ScS15_id1180_Final_E-4.52.cif,ScS15,-4.5199,1.967,Solar / Visible,Semiconductor,P2_1,4,32
PSe2_id64_Final_E-4.52.cif,PSe2,-4.5167,0.91,IR / Narrow-Gap,Semiconductor,P2/c,13,12
BaLiSe4(S4O)2_id2371_Final_E-4.51.cif,BaLiSe4(S4O)2,-4.513,1.465,Solar / Visible,Semiconductor,P-1,2,32
As3SeS4_id2955_Final_E-4.51.cif,As3SeS4,-4.509,1.257,Solar / Visible,Semiconductor,P1,1,16
BaCd2O9_id3779_Final_E-4.50.cif,BaCd2O9,-4.4992,1.648,Solar / Visible,Semiconductor,I-42d,122,48
NaCdO6_id2379_Final_E-4.50.cif,NaCdO6,-4.4981,1.644,Solar / Visible,Semiconductor,P6_322,182,16
SbS3_id514_Final_E-4.50.cif,SbS3,-4.4978,1.758,Solar / Visible,Semiconductor,P-1,2,8
InS3O_id3415_Final_E-4.50.cif,InS3O,-4.4965,1.701,Solar / Visible,Semiconductor,Cm,8,10
CaBeSiAs_id654_Final_E-4.49.cif,CaBeSiAs,-4.4936,1.004,Solar / Visible,Semiconductor,Pmmn,59,8
Li4Sn2Sb2O3_id2027_Final_E-4.49.cif,Li4Sn2Sb2O3,-4.493,0.55,IR / Narrow-Gap,Semiconductor,P2_1/c,14,44
Mg2Zn2CdIn2Ga2(SN3)2_id3872_Final_E-4.49.cif,Mg2Zn2CdIn2Ga2(SN3)2,-4.4926,0.144,IR / Narrow-Gap,Semiconductor,P3_121,152,51
AsS8N_id3209_Final_E-4.49.cif,AsS8N,-4.4916,1.62,Solar / Visible,Semiconductor,P2/c,13,20
As_id1598_Final_E-4.49.cif,As,-4.4861,0.411,IR / Narrow-Gap,Semiconductor,Pccm,49,10
CaIn4GaS8_id2340_Final_E-4.48.cif,CaIn4GaS8,-4.4849,1.613,Solar / Visible,Semiconductor,P1,1,28
Sn(BS5)2_id3526_Final_E-4.48.cif,Sn(BS5)2,-4.4815,1.201,Solar / Visible,Semiconductor,C2/c,15,52
MgAlPS_id3826_Final_E-4.48.cif,MgAlPS,-4.478,0.721,IR / Narrow-Gap,Semiconductor,P1,1,24
MgS_id1153_Final_E-4.48.cif,MgS,-4.4762,2.497,Wide-Gap Power/LED,Semiconductor,Aea2,41,16
Na5Cd(PO)4_id1727_Final_E-4.46.cif,Na5Cd(PO)4,-4.4647,1.621,Solar / Visible,Semiconductor,P-1,2,56
LiSiSnGeAsP2(Se3S4)2_id4717_Final_E-4.45.cif,LiSiSnGeAsP2(Se3S4)2,-4.4528,1.226,Solar / Visible,Semiconductor,P2_1,4,42
SbPSeS6_id1630_Final_E-4.45.cif,SbPSeS6,-4.4526,0.839,IR / Narrow-Gap,Semiconductor,P1,1,9
SrO4_id1399_Final_E-4.44.cif,SrO4,-4.4443,2.899,Wide-Gap Power/LED,Semiconductor,Im-3m,229,10
