file_name,formula,energy,bandgap,Application_Class,type,space_group_symbol,space_group_number,num_atoms
Be2Cd2O3_id4913_E-4.90.cif,Be2Cd2O3,-4.9016,2.667,Wide-Gap Power/LED,Semiconductor,P4_2/mcm,132,14
LiAlGeO8_id1008_E-4.90.cif,LiAlGeO8,-4.901,1.862,Solar / Visible,Semiconductor,Pban,50,22
Ba12SrO32_id3079_E-4.90.cif,Ba12SrO32,-4.9009,1.633,Solar / Visible,Semiconductor,P-3,147,45
CaGaO10_id4441_E-4.90.cif,CaGaO10,-4.8995,1.651,Solar / Visible,Semiconductor,R32,155,36
SrLiIn2Ga2(SO2)6_id652_E-4.90.cif,SrLiIn2Ga2(SO2)6,-4.8984,2.451,Wide-Gap Power/LED,Semiconductor,P321,150,24
P_id2114_E-4.89.cif,P,-4.8943,0.594,IR / Narrow-Gap,Semiconductor,P2_12_12_1,19,12
AsP2_id2742_E-4.89.cif,AsP2,-4.8929,1.168,Solar / Visible,Semiconductor,Pbcn,60,12
Ti2TeSe4_id612_E-4.89.cif,Ti2TeSe4,-4.8899,2.113,Solar / Visible,Semiconductor,P6/mcc,192,42
BaSrO6_id948_E-4.88.cif,BaSrO6,-4.8836,0.057,IR / Narrow-Gap,Semiconductor,R-3,148,24
P3S4_id4872_E-4.88.cif,P3S4,-4.8795,1.895,Solar / Visible,Semiconductor,Fm-3m,225,56
AsPO9_id4549_E-4.88.cif,AsPO9,-4.8769,1.338,Solar / Visible,Semiconductor,P2,3,11
Na(CO2)3_id2546_E-4.88.cif,Na(CO2)3,-4.8765,2.134,Solar / Visible,Semiconductor,R-3c,167,60
BaAl4O6_id1405_E-4.88.cif,BaAl4O6,-4.8753,2.931,Wide-Gap Power/LED,Semiconductor,Im-3m,229,22
Li5O8_id477_E-4.87.cif,Li5O8,-4.8661,3.288,Wide-Gap Power/LED,Semiconductor,Ccce,68,52
Ba2InO2_id4573_E-4.86.cif,Ba2InO2,-4.8635,0.068,IR / Narrow-Gap,Semiconductor,Ibca,73,40
LiO8_id879_E-4.86.cif,LiO8,-4.8626,2.058,Solar / Visible,Semiconductor,Ccce,68,36
SiAsS2_id2682_E-4.86.cif,SiAsS2,-4.8603,0.296,IR / Narrow-Gap,Semiconductor,I-42d,122,16
Li4BeGa2Si3O11_id4012_E-4.86.cif,Li4BeGa2Si3O11,-4.8586,2.697,Wide-Gap Power/LED,Semiconductor,P1,1,42
TiO6_id2073_E-4.85.cif,TiO6,-4.8519,3.392,Wide-Gap Power/LED,Semiconductor,P4/n,85,14
Na4Ti(Si2O3)2_id1984_E-4.85.cif,Na4Ti(Si2O3)2,-4.8451,1.474,Solar / Visible,Semiconductor,I4/m,87,30
MgSiP2_id827_E-4.84.cif,MgSiP2,-4.8431,1.4,Solar / Visible,Semiconductor,I-42d,122,16
BaAl2SnGe2(SO)4_id4393_E-4.84.cif,BaAl2SnGe2(SO)4,-4.8418,2.044,Solar / Visible,Semiconductor,I222,23,28
BaO4_id4405_E-4.84.cif,BaO4,-4.8418,0.328,IR / Narrow-Gap,Semiconductor,I4/mmm,139,10
KBeO4_id1306_E-4.84.cif,KBeO4,-4.8365,3.348,Wide-Gap Power/LED,Semiconductor,I4_1/a,88,24
BeB3N2O_id81_E-4.83.cif,BeB3N2O,-4.8298,2.809,Wide-Gap Power/LED,Semiconductor,Pca2_1,29,28
Li3TiS3_id1230_E-4.83.cif,Li3TiS3,-4.8263,0.962,IR / Narrow-Gap,Semiconductor,R-3,148,42
Zn2As2P2O5_id777_E-4.82.cif,Zn2As2P2O5,-4.8196,1.942,Solar / Visible,Semiconductor,Pbcn,60,44
NaLi2GaGeB4(TeO)4_id4110_E-4.82.cif,NaLi2GaGeB4(TeO)4,-4.8177,1.786,Solar / Visible,Semiconductor,I222,23,34
K2(GeO2)3_id676_E-4.81.cif,K2(GeO2)3,-4.8123,1.844,Solar / Visible,Semiconductor,R3m,160,33
SiGe2BPO2_id3187_E-4.81.cif,SiGe2BPO2,-4.8098,0.788,IR / Narrow-Gap,Semiconductor,P1,1,56
CaSe_id956_E-4.80.cif,CaSe,-4.8038,0.24,IR / Narrow-Gap,Semiconductor,Pm-3m,221,12
Si2GeBSbAsPSeSO12_id4903_E-4.80.cif,Si2GeBSbAsPSeSO12,-4.8038,0.606,IR / Narrow-Gap,Semiconductor,P1,1,42
BaSbO6_id4342_E-4.79.cif,BaSbO6,-4.7942,0.48,IR / Narrow-Gap,Semiconductor,I222,23,16
Li3CaO4_id2636_E-4.79.cif,Li3CaO4,-4.7895,3.331,Wide-Gap Power/LED,Semiconductor,I-42d,122,32
Ba(NO)6_id2724_E-4.79.cif,Ba(NO)6,-4.7881,2.956,Wide-Gap Power/LED,Semiconductor,P6/mmm,191,13
SrO4_id559_E-4.79.cif,SrO4,-4.785,2.458,Wide-Gap Power/LED,Semiconductor,P4/nbm,125,30
In2SnO6_id3382_E-4.78.cif,In2SnO6,-4.7843,0.243,IR / Narrow-Gap,Semiconductor,P-3c1,165,18
BaNaO2_id1541_E-4.78.cif,BaNaO2,-4.7796,1.996,Solar / Visible,Semiconductor,Pca2_1,29,16
NaCdAsPCSNO5_id4577_E-4.78.cif,NaCdAsPCSNO5,-4.7774,2.238,Wide-Gap Power/LED,Semiconductor,Pca2_1,29,48
Na2Cd(NO)6_id1641_E-4.77.cif,Na2Cd(NO)6,-4.7718,1.847,Solar / Visible,Semiconductor,P6/mmm,191,15
BP12_id2102_E-4.77.cif,BP12,-4.7717,0.777,IR / Narrow-Gap,Semiconductor,I432,211,26
SrCaSe2_id275_E-4.76.cif,SrCaSe2,-4.7601,0.294,IR / Narrow-Gap,Semiconductor,R-3m,166,12
C2SeO4_id305_E-4.75.cif,C2SeO4,-4.7548,2.302,Wide-Gap Power/LED,Semiconductor,Pmna,53,14
Si4Sb_id1132_E-4.75.cif,Si4Sb,-4.7524,0.957,IR / Narrow-Gap,Semiconductor,P3_121,152,15
Ba3Li3CaGeO6_id1857_E-4.75.cif,Ba3Li3CaGeO6,-4.75,0.998,IR / Narrow-Gap,Semiconductor,P-6,174,14
Sr(S3O2)2_id2540_E-4.75.cif,Sr(S3O2)2,-4.7475,2.401,Wide-Gap Power/LED,Semiconductor,P4_22_12,94,44
KBa(GaO24)2_id4090_E-4.74.cif,KBa(GaO24)2,-4.7416,1.984,Solar / Visible,Semiconductor,P-3,147,52
BaCdSnO4_id2334_E-4.74.cif,BaCdSnO4,-4.7376,0.474,IR / Narrow-Gap,Semiconductor,I-4m2,119,14
BP12_id1052_E-4.74.cif,BP12,-4.7372,0.608,IR / Narrow-Gap,Semiconductor,I432,211,26
NaLiTe2AsO4_id452_E-4.74.cif,NaLiTe2AsO4,-4.7367,1.594,Solar / Visible,Semiconductor,I222,23,18
Mg3O8_id1348_E-4.74.cif,Mg3O8,-4.7353,1.769,Solar / Visible,Semiconductor,Pnn2,34,22
SrC2O_id3023_E-4.73.cif,SrC2O,-4.7346,0.945,IR / Narrow-Gap,Semiconductor,I4/mmm,139,8
BaSr2O6_id1417_E-4.73.cif,BaSr2O6,-4.7342,0.106,IR / Narrow-Gap,Semiconductor,P31m,157,18
Ca3As4N3_id2746_E-4.73.cif,Ca3As4N3,-4.7326,0.125,IR / Narrow-Gap,Semiconductor,P6_3mc,186,20
KIn3(GaO3)2_id2198_E-4.73.cif,KIn3(GaO3)2,-4.7315,0.347,IR / Narrow-Gap,Semiconductor,P-3c1,165,24
NaCaO6_id4462_E-4.73.cif,NaCaO6,-4.7265,1.44,Solar / Visible,Semiconductor,P-31c,163,16
Ca3Se4N3_id2713_E-4.72.cif,Ca3Se4N3,-4.7233,0.22,IR / Narrow-Gap,Semiconductor,I-43d,220,40
LiO4_id783_E-4.72.cif,LiO4,-4.7196,0.28,IR / Narrow-Gap,Semiconductor,Ccce,68,20
Sc2InTe6_id1313_E-4.71.cif,Sc2InTe6,-4.7125,0.054,IR / Narrow-Gap,Semiconductor,P-31c,163,18
LiScS7_id579_E-4.71.cif,LiScS7,-4.711,2.149,Solar / Visible,Semiconductor,Pnma,62,36
AlGe3Se4(S2O)2_id2766_E-4.71.cif,AlGe3Se4(S2O)2,-4.7104,0.258,IR / Narrow-Gap,Semiconductor,Pnn2,34,28
TiBe2BP_id2276_E-4.71.cif,TiBe2BP,-4.7089,0.137,IR / Narrow-Gap,Semiconductor,P3_112,151,15
Ba3Sn2(BO10)2_id1547_E-4.71.cif,Ba3Sn2(BO10)2,-4.7056,0.18,IR / Narrow-Gap,Semiconductor,P-1,2,27
KTiGaSiSnO16_id4453_E-4.70.cif,KTiGaSiSnO16,-4.6971,0.443,IR / Narrow-Gap,Semiconductor,P1,1,42
NaCaCdO4_id3367_E-4.69.cif,NaCaCdO4,-4.6938,0.484,IR / Narrow-Gap,Semiconductor,P4/nbm,125,14
LiBO19_id3536_E-4.69.cif,LiBO19,-4.6885,1.602,Solar / Visible,Semiconductor,P2_1,4,42
BPSeO18_id4585_E-4.69.cif,BPSeO18,-4.6851,0.93,IR / Narrow-Gap,Semiconductor,P2_1,4,42
BaCdSb2O11_id585_E-4.67.cif,BaCdSb2O11,-4.6733,0.979,IR / Narrow-Gap,Semiconductor,P-3m1,164,15
Na2BSe4(SO3)2_id1623_E-4.67.cif,Na2BSe4(SO3)2,-4.669,2.709,Wide-Gap Power/LED,Semiconductor,Pcca,54,60
SrSO6_id4159_E-4.67.cif,SrSO6,-4.6655,0.995,IR / Narrow-Gap,Semiconductor,P6_322,182,16
AsP2_id45_E-4.66.cif,AsP2,-4.6636,1.27,Solar / Visible,Semiconductor,I4_1cd,110,48
Sb3O7_id3584_E-4.66.cif,Sb3O7,-4.6635,1.775,Solar / Visible,Semiconductor,P6/mmm,191,10
KNaAs2(SO)4_id2918_E-4.66.cif,KNaAs2(SO)4,-4.66,1.507,Solar / Visible,Semiconductor,I222,23,24
MgTi2CdGaO6_id1852_E-4.66.cif,MgTi2CdGaO6,-4.6591,1.091,Solar / Visible,Semiconductor,P3_221,154,33
Sc(SbTe)2_id1898_E-4.66.cif,Sc(SbTe)2,-4.6561,0.634,IR / Narrow-Gap,Semiconductor,I4_1/amd,141,20
CaSeO_id2019_E-4.65.cif,CaSeO,-4.6539,2.053,Solar / Visible,Semiconductor,P4_2/mmc,131,12
KAl6Zn(BO12)2_id215_E-4.65.cif,KAl6Zn(BO12)2,-4.6525,1.261,Solar / Visible,Semiconductor,P321,150,34
K(SeO12)2_id1127_E-4.65.cif,K(SeO12)2,-4.6478,0.613,IR / Narrow-Gap,Semiconductor,P-3,147,27
O2_id1126_E-4.65.cif,O2,-4.6461,3.468,Wide-Gap Power/LED,Semiconductor,Pba2,32,30
SrC2_id3176_E-4.64.cif,SrC2,-4.6416,0.685,IR / Narrow-Gap,Semiconductor,I4/mcm,140,12
Ga2O_id3304_E-4.64.cif,Ga2O,-4.641,0.104,IR / Narrow-Gap,Semiconductor,Pbcn,60,12
SO5_id1752_E-4.64.cif,SO5,-4.6369,1.246,Solar / Visible,Semiconductor,P6_2,171,36
KGa4TeO4_id330_E-4.64.cif,KGa4TeO4,-4.6359,1.046,Solar / Visible,Semiconductor,I222,23,20
Ba3GeO3_id2784_E-4.63.cif,Ba3GeO3,-4.6324,1.313,Solar / Visible,Semiconductor,P6_3,173,14
Na2Li3Mg2(SbO4)3_id4636_E-4.63.cif,Na2Li3Mg2(SbO4)3,-4.6299,2.001,Solar / Visible,Semiconductor,P31c,159,44
LiSbO2_id919_E-4.63.cif,LiSbO2,-4.6296,2.173,Solar / Visible,Semiconductor,I4_122,98,16
Li3GaB(PO7)2_id1117_E-4.63.cif,Li3GaB(PO7)2,-4.6292,2.796,Wide-Gap Power/LED,Semiconductor,P1,1,21
NaSnO8_id1941_E-4.62.cif,NaSnO8,-4.6203,1.165,Solar / Visible,Semiconductor,P4/nbm,125,20
BaCaGa2(SO27)2_id4645_E-4.62.cif,BaCaGa2(SO27)2,-4.6163,0.84,IR / Narrow-Gap,Semiconductor,P-3,147,60
Ca2GaS3_id3391_E-4.62.cif,Ca2GaS3,-4.6158,2.127,Solar / Visible,Semiconductor,C2/m,12,12
BaSn2Ge(SbO2)2_id4723_E-4.61.cif,BaSn2Ge(SbO2)2,-4.6105,2.389,Wide-Gap Power/LED,Semiconductor,I222,23,20
O2_id1911_E-4.60.cif,O2,-4.6046,1.088,Solar / Visible,Semiconductor,Pba2,32,18
BeS3O_id2835_E-4.60.cif,BeS3O,-4.6037,0.257,IR / Narrow-Gap,Semiconductor,Pna2_1,33,20
KNaLi(TeO2)2_id1754_E-4.60.cif,KNaLi(TeO2)2,-4.6013,2.103,Solar / Visible,Semiconductor,I222,23,18
Sr2Ca(AsO)2_id3053_E-4.60.cif,Sr2Ca(AsO)2,-4.6002,1.627,Solar / Visible,Semiconductor,C222,21,28
MgSO_id1452_E-4.60.cif,MgSO,-4.5996,3.244,Wide-Gap Power/LED,Semiconductor,P4_2/ncm,138,12
GeAsP_id635_E-4.59.cif,GeAsP,-4.5948,0.829,IR / Narrow-Gap,Semiconductor,Cmc2_1,36,12
Li3TiNO8_id3246_E-4.59.cif,Li3TiNO8,-4.5937,0.89,IR / Narrow-Gap,Semiconductor,Cmcm,63,52
Al2CdGa2SnO12_id3057_E-4.59.cif,Al2CdGa2SnO12,-4.5931,0.844,IR / Narrow-Gap,Semiconductor,Pnn2,34,36
BaGe(AsO)2_id778_E-4.59.cif,BaGe(AsO)2,-4.5914,0.584,IR / Narrow-Gap,Semiconductor,Immm,71,12
P_id4190_E-4.59.cif,P,-4.5911,1.267,Solar / Visible,Semiconductor,I2_12_12_1,24,32
CaGeS6_id4295_E-4.59.cif,CaGeS6,-4.5903,1.831,Solar / Visible,Semiconductor,P-31c,163,16
MgO13_id2643_E-4.59.cif,MgO13,-4.5875,1.052,Solar / Visible,Semiconductor,Pbam,55,28
GaSi10_id1222_E-4.59.cif,GaSi10,-4.5874,0.792,IR / Narrow-Gap,Semiconductor,I2_12_12_1,24,44
SiAsSe3N_id2048_E-4.59.cif,SiAsSe3N,-4.5872,1.259,Solar / Visible,Semiconductor,P2_1/m,11,12
TeO_id3565_E-4.58.cif,TeO,-4.5837,0.893,IR / Narrow-Gap,Semiconductor,P6/mmm,191,12
Na2Li2MgGa2(NO4)2_id949_E-4.58.cif,Na2Li2MgGa2(NO4)2,-4.5837,2.337,Wide-Gap Power/LED,Semiconductor,P4_2,77,34
Na4Zn2SnGeO8_id767_E-4.58.cif,Na4Zn2SnGeO8,-4.5777,0.902,IR / Narrow-Gap,Semiconductor,I-42m,121,32
Sr2SeN_id355_E-4.58.cif,Sr2SeN,-4.5753,1.423,Solar / Visible,Semiconductor,P6_3/mmc,194,8
AsS2_id149_E-4.57.cif,AsS2,-4.5692,2.005,Solar / Visible,Semiconductor,I-42d,122,12
Ba4N3_id910_E-4.57.cif,Ba4N3,-4.568,1.513,Solar / Visible,Semiconductor,P31c,159,14
In2SnO9_id1776_E-4.57.cif,In2SnO9,-4.567,2.762,Wide-Gap Power/LED,Semiconductor,P31m,157,12
KAlGeB5As4(SO)4_id3592_E-4.56.cif,KAlGeB5As4(SO)4,-4.5551,1.562,Solar / Visible,Semiconductor,P4,75,20
Al2Si2O_id4240_E-4.55.cif,Al2Si2O,-4.5535,3.006,Wide-Gap Power/LED,Semiconductor,P1,1,20
SrAs(P2O3)2_id820_E-4.55.cif,SrAs(P2O3)2,-4.5514,2.33,Wide-Gap Power/LED,Semiconductor,I222,23,24
LiScO19_id1415_E-4.55.cif,LiScO19,-4.5485,0.88,IR / Narrow-Gap,Semiconductor,P1,1,42
KC3N4O3_id2671_E-4.55.cif,KC3N4O3,-4.5479,0.906,IR / Narrow-Gap,Semiconductor,Pm-3n,223,22
AlTeN4_id1380_E-4.55.cif,AlTeN4,-4.5475,2.392,Wide-Gap Power/LED,Semiconductor,P4_2/ncm,138,24
As2P_id2906_E-4.54.cif,As2P,-4.5403,1.259,Solar / Visible,Semiconductor,Cmmm,65,6
ScTe4_id4639_E-4.54.cif,ScTe4,-4.5376,0.892,IR / Narrow-Gap,Semiconductor,P3_112,151,15
AlTeSeS3O4_id4115_E-4.54.cif,AlTeSeS3O4,-4.5367,2.05,Solar / Visible,Semiconductor,Pnna,52,40
PSeSN2O_id969_E-4.54.cif,PSeSN2O,-4.5362,1.915,Solar / Visible,Semiconductor,P4_12_12,92,24
BP24_id386_E-4.53.cif,BP24,-4.5337,0.664,IR / Narrow-Gap,Semiconductor,I432,211,50
Na2LiO8_id1964_E-4.53.cif,Na2LiO8,-4.5276,1.299,Solar / Visible,Semiconductor,Pcca,54,44
O2_id4334_E-4.53.cif,O2,-4.5276,0.968,IR / Narrow-Gap,Semiconductor,Pba2,32,24
Ca2ZnGe2AsSeNO13_id2846_E-4.52.cif,Ca2ZnGe2AsSeNO13,-4.5198,0.735,IR / Narrow-Gap,Semiconductor,P1,1,42
Al(AsP)3_id4618_E-4.52.cif,Al(AsP)3,-4.5189,0.613,IR / Narrow-Gap,Semiconductor,P31c,159,14
GaGeBAsSe2S2N2O_id2481_E-4.52.cif,GaGeBAsSe2S2N2O,-4.5167,1.932,Solar / Visible,Semiconductor,Pcca,54,44
Ca2N3_id3640_E-4.51.cif,Ca2N3,-4.5143,0.152,IR / Narrow-Gap,Semiconductor,P6_122,178,30
NaTeSO2_id4559_E-4.51.cif,NaTeSO2,-4.5102,1.541,Solar / Visible,Semiconductor,Aea2,41,40
SnSe(SO)2_id1894_E-4.50.cif,SnSe(SO)2,-4.5027,1.733,Solar / Visible,Semiconductor,P3_221,154,18
LiO2_id2451_E-4.49.cif,LiO2,-4.4929,2.401,Wide-Gap Power/LED,Semiconductor,P4_12_12,92,24
Na3Be4BN12_id521_E-4.49.cif,Na3Be4BN12,-4.4874,1.248,Solar / Visible,Semiconductor,I432,211,40
Ca2ScS4_id2233_E-4.49.cif,Ca2ScS4,-4.486,0.496,IR / Narrow-Gap,Semiconductor,Cmme,67,28
ScGa4S4O_id109_E-4.48.cif,ScGa4S4O,-4.4842,1.321,Solar / Visible,Semiconductor,P-1,2,20
Ba2Be2SeS6_id643_E-4.48.cif,Ba2Be2SeS6,-4.4831,2.085,Solar / Visible,Semiconductor,P2/m,10,11
Si2As4PS_id1334_E-4.48.cif,Si2As4PS,-4.4806,1.104,Solar / Visible,Semiconductor,P-4n2,118,16
O2_id1086_E-4.48.cif,O2,-4.4791,1.023,Solar / Visible,Semiconductor,C222_1,20,28
Li12C43_id1088_E-4.47.cif,Li12C43,-4.4702,0.237,IR / Narrow-Gap,Semiconductor,Pm-3m,221,55
As_id1598_E-4.47.cif,As,-4.4698,0.478,IR / Narrow-Gap,Semiconductor,Pccm,49,10
BaCd2O9_id3779_E-4.47.cif,BaCd2O9,-4.4686,1.997,Solar / Visible,Semiconductor,I-42d,122,48
BaAsPSeO2_id2871_E-4.46.cif,BaAsPSeO2,-4.4648,2.181,Solar / Visible,Semiconductor,P1,1,36
P2O15_id3743_E-4.46.cif,P2O15,-4.4645,0.426,IR / Narrow-Gap,Semiconductor,Pba2,32,34
Zn(CO4)2_id2287_E-4.46.cif,Zn(CO4)2,-4.4626,2.816,Wide-Gap Power/LED,Semiconductor,P-42_1m,113,22
CaBeSiAs_id654_E-4.46.cif,CaBeSiAs,-4.4618,0.754,IR / Narrow-Gap,Semiconductor,P4/nmm,129,8
CaInO12_id65_E-4.45.cif,CaInO12,-4.4549,1.461,Solar / Visible,Semiconductor,P4_2/mcm,132,28
Ca2S9N_id2738_E-4.45.cif,Ca2S9N,-4.4538,1.641,Solar / Visible,Semiconductor,C2/m,12,24
Ba2Sr2In2TeAsP2Se2S8O7_id2419_E-4.45.cif,Ba2Sr2In2TeAsP2Se2S8O7,-4.4521,0.688,IR / Narrow-Gap,Semiconductor,Pnn2,34,54
LiZn(GaO3)2_id3560_E-4.45.cif,LiZn(GaO3)2,-4.4514,2.42,Wide-Gap Power/LED,Semiconductor,C222,21,20
K6MgTiAsO12_id4210_E-4.45.cif,K6MgTiAsO12,-4.4509,0.158,IR / Narrow-Gap,Semiconductor,P6_322,182,42
P2S2N_id3847_E-4.45.cif,P2S2N,-4.4507,2.359,Wide-Gap Power/LED,Semiconductor,Aea2,41,20
KNa2SnSb(SO)4_id3286_E-4.45.cif,KNa2SnSb(SO)4,-4.4475,1.278,Solar / Visible,Semiconductor,I222,23,26
SrO4_id1399_E-4.44.cif,SrO4,-4.4443,2.899,Wide-Gap Power/LED,Semiconductor,Im-3m,229,10
Li10GaO10_id1278_E-4.44.cif,Li10GaO10,-4.4394,2.433,Wide-Gap Power/LED,Semiconductor,P1,1,21
AsS8N_id3209_E-4.44.cif,AsS8N,-4.4357,1.588,Solar / Visible,Semiconductor,P2/c,13,20
Ba2P(SeS)3_id2272_E-4.44.cif,Ba2P(SeS)3,-4.4354,0.179,IR / Narrow-Gap,Semiconductor,P2/m,10,9
KLiIn4O4_id3270_E-4.43.cif,KLiIn4O4,-4.4325,0.454,IR / Narrow-Gap,Semiconductor,P-42_1c,114,20
NaSrGa2As2O13_id419_E-4.43.cif,NaSrGa2As2O13,-4.4318,2.899,Wide-Gap Power/LED,Semiconductor,P4bm,100,38
Ti3Zn(GeO4)3_id1034_E-4.43.cif,Ti3Zn(GeO4)3,-4.431,1.271,Solar / Visible,Semiconductor,P-43m,215,19
MgGaSi2SO16_id538_E-4.43.cif,MgGaSi2SO16,-4.4279,2.163,Solar / Visible,Semiconductor,Pc,7,42
Li4O5_id2268_E-4.43.cif,Li4O5,-4.4258,2.76,Wide-Gap Power/LED,Semiconductor,Pbcn,60,36
NaSnO_id1229_E-4.42.cif,NaSnO,-4.4241,1.769,Solar / Visible,Semiconductor,P6_522,179,18
SrCaBeSiP14_id4477_E-4.42.cif,SrCaBeSiP14,-4.424,1.53,Solar / Visible,Semiconductor,P1,1,18
Si3S4_id3490_E-4.42.cif,Si3S4,-4.42,0.215,IR / Narrow-Gap,Semiconductor,I-42d,122,28
Na4MgSiSnO4_id2445_E-4.41.cif,Na4MgSiSnO4,-4.4087,1.713,Solar / Visible,Semiconductor,I222,23,22
MgO9_id917_E-4.41.cif,MgO9,-4.4076,1.559,Solar / Visible,Semiconductor,Pba2,32,40
Ba(AsS2)2_id1311_E-4.41.cif,Ba(AsS2)2,-4.4067,1.559,Solar / Visible,Semiconductor,P4_2/nnm,134,28
KNaCdInGaSeO5_id1892_E-4.40.cif,KNaCdInGaSeO5,-4.4047,1.466,Solar / Visible,Semiconductor,Pmc2_1,26,22
Ba2NaSnP2(SO4)2_id4624_E-4.40.cif,Ba2NaSnP2(SO4)2,-4.4034,2.71,Wide-Gap Power/LED,Semiconductor,P3_121,152,48
BaSr(SeO15)2_id423_E-4.40.cif,BaSr(SeO15)2,-4.4017,2.206,Wide-Gap Power/LED,Semiconductor,P-3,147,34
KO20_id497_E-4.39.cif,KO20,-4.3943,1.649,Solar / Visible,Semiconductor,Pc,7,42
Li4Mg2As2P2CO8_id1139_E-4.39.cif,Li4Mg2As2P2CO8,-4.3918,0.69,IR / Narrow-Gap,Semiconductor,P2_1/c,14,38
KScO8_id2926_E-4.39.cif,KScO8,-4.3898,1.769,Solar / Visible,Semiconductor,P4/mmm,123,20
Li2AlAs3SO3_id2861_E-4.39.cif,Li2AlAs3SO3,-4.3882,1.977,Solar / Visible,Semiconductor,P321,150,20
Ba2SeO10_id4390_E-4.38.cif,Ba2SeO10,-4.3847,1.518,Solar / Visible,Semiconductor,P3_2,145,39
Li4AlGa4As2O5_id4269_E-4.38.cif,Li4AlGa4As2O5,-4.3833,0.369,IR / Narrow-Gap,Semiconductor,I4/m,87,32
Li2MgZn4GaO8_id3198_E-4.38.cif,Li2MgZn4GaO8,-4.3814,2.622,Wide-Gap Power/LED,Semiconductor,C222,21,32
KSbO20_id4488_E-4.38.cif,KSbO20,-4.3799,1.298,Solar / Visible,Semiconductor,P-3,147,22
KS3O2_id1186_E-4.38.cif,KS3O2,-4.3773,2.096,Solar / Visible,Semiconductor,Cmmm,65,12
Na2SrO2_id4125_E-4.38.cif,Na2SrO2,-4.3762,1.24,Solar / Visible,Semiconductor,Pca2_1,29,20
Sn5S6_id2617_E-4.38.cif,Sn5S6,-4.3756,1.406,Solar / Visible,Semiconductor,C2/m,12,22
BaCd4(BO)4_id3606_E-4.38.cif,BaCd4(BO)4,-4.3751,2.679,Wide-Gap Power/LED,Semiconductor,P4_2/n,86,26
NaSiP2SeS2_id1112_E-4.37.cif,NaSiP2SeS2,-4.3719,0.054,IR / Narrow-Gap,Semiconductor,Pca2_1,29,28
SrIn4(SnO2)2_id4237_E-4.37.cif,SrIn4(SnO2)2,-4.3716,0.451,IR / Narrow-Gap,Semiconductor,I-4m2,119,22
Te3PN2_id4880_E-4.37.cif,Te3PN2,-4.3683,1.445,Solar / Visible,Semiconductor,C2/m,12,12
Sb2Te2O5_id798_E-4.37.cif,Sb2Te2O5,-4.3657,2.428,Wide-Gap Power/LED,Semiconductor,P2_1/c,14,18
As_id2318_E-4.37.cif,As,-4.3655,0.13,IR / Narrow-Gap,Semiconductor,I4_1/acd,142,16
LiO5_id1856_E-4.37.cif,LiO5,-4.3655,2.356,Wide-Gap Power/LED,Semiconductor,I4_1/a,88,24
CaCdO4_id2030_E-4.36.cif,CaCdO4,-4.3646,0.185,IR / Narrow-Gap,Semiconductor,I4_1/a,88,24
Se3N2_id3045_E-4.35.cif,Se3N2,-4.3468,1.598,Solar / Visible,Semiconductor,R-3m,166,15
SrS2_id3821_E-4.34.cif,SrS2,-4.3394,0.266,IR / Narrow-Gap,Semiconductor,P2/m,10,6
MgInAsP6_id1293_E-4.34.cif,MgInAsP6,-4.3386,0.367,IR / Narrow-Gap,Semiconductor,Pccm,49,18
Na2Sn2Sb(SeO)4_id3562_E-4.34.cif,Na2Sn2Sb(SeO)4,-4.3381,1.135,Solar / Visible,Semiconductor,Fmm2,42,52
As_id1788_E-4.34.cif,As,-4.3358,0.104,IR / Narrow-Gap,Semiconductor,Ia-3,206,56
K2TiIn(SeS5)2_id478_E-4.34.cif,K2TiIn(SeS5)2,-4.3358,0.191,IR / Narrow-Gap,Semiconductor,P-1,2,16
K(GaS2)2_id3921_E-4.33.cif,K(GaS2)2,-4.3344,1.969,Solar / Visible,Semiconductor,I4_122,98,28
SrO12_id2267_E-4.33.cif,SrO12,-4.3335,0.162,IR / Narrow-Gap,Semiconductor,P6/mmm,191,13
K3TiO6_id3627_E-4.33.cif,K3TiO6,-4.3331,3.456,Wide-Gap Power/LED,Semiconductor,P6_3/m,176,20
NaCdO6_id2379_E-4.33.cif,NaCdO6,-4.3324,2.599,Wide-Gap Power/LED,Semiconductor,P6_322,182,16
Li2O7_id4635_E-4.33.cif,Li2O7,-4.3281,0.677,IR / Narrow-Gap,Semiconductor,Pbcn,60,36
PSe_id1206_E-4.32.cif,PSe,-4.3237,1.289,Solar / Visible,Semiconductor,P6_522,179,12
Li2SiSnAsSO15_id1956_E-4.32.cif,Li2SiSnAsSO15,-4.319,1.487,Solar / Visible,Semiconductor,P1,1,42
As3SeS4_id2955_E-4.32.cif,As3SeS4,-4.3153,0.969,IR / Narrow-Gap,Semiconductor,Pnnm,58,16
SiAs5P2_id2462_E-4.31.cif,SiAs5P2,-4.3106,0.922,IR / Narrow-Gap,Semiconductor,Pca2_1,29,32
KLiO2_id4541_E-4.31.cif,KLiO2,-4.3102,1.742,Solar / Visible,Semiconductor,I4_122,98,16
Na3Sc6CdTeS5_id690_E-4.31.cif,Na3Sc6CdTeS5,-4.3088,0.523,IR / Narrow-Gap,Semiconductor,R-3m,166,48
As_id4789_E-4.31.cif,As,-4.3086,0.18,IR / Narrow-Gap,Semiconductor,I4_1/a,88,24
