file_name,original_file,formula,energy,bandgap,type,space_group_symbol,space_group_number,num_atoms
BaO2_id3006_Final_E-5.63.cif,BaO2_id3006_E-5.48.cif,BaO2,-5.6347,3.013,Semiconductor,P4_2/mmc,131,12
BaSn4GeO4_id644_Final_E-5.62.cif,BaSn4GeO4_id644_E-5.17.cif,BaSn4GeO4,-5.6182,0.601,Semiconductor,I4/m,87,20
Sb2Te2O5_id798_Final_E-5.62.cif,Sb2Te2O5_id798_E-4.37.cif,Sb2Te2O5,-5.6162,1.523,Semiconductor,P2_1,4,18
BeZn2SiO8_id4514_Final_E-5.61.cif,BeZn2SiO8_id4514_E-3.57.cif,BeZn2SiO8,-5.6113,3.452,Semiconductor,Ccc2,37,24
SrLiIn2Ga2(SO2)6_id652_Final_E-5.61.cif,SrLiIn2Ga2(SO2)6_id652_E-4.90.cif,SrLiIn2Ga2(SO2)6,-5.6105,3.025,Semiconductor,P321,150,24
Sb3O7_id3584_Final_E-5.61.cif,Sb3O7_id3584_E-4.66.cif,Sb3O7,-5.6102,0.507,Semiconductor,P1,1,10
Al2Zn2InO10_id990_Final_E-5.61.cif,Al2Zn2InO10_id990_E-4.02.cif,Al2Zn2InO10,-5.6086,1.492,Semiconductor,P-1,2,60
AsPO_id399_Final_E-5.61.cif,AsPO_id399_E-5.25.cif,AsPO,-5.6081,1.623,Semiconductor,Pbca,61,24
Ga6NO6_id4448_Final_E-5.60.cif,Ga6NO6_id4448_E-4.22.cif,Ga6NO6,-5.6045,1.485,Semiconductor,P1,1,26
LiSbO2_id919_Final_E-5.60.cif,LiSbO2_id919_E-4.63.cif,LiSbO2,-5.5987,1.133,Semiconductor,P1,1,16
Li4Mg2As2P2CO8_id1139_Final_E-5.60.cif,Li4Mg2As2P2CO8_id1139_E-4.39.cif,Li4Mg2As2P2CO8,-5.597,0.0,Metal,P1,1,38
Li3TiO8_id1100_Final_E-5.59.cif,Li3TiO8_id1100_E-4.95.cif,Li3TiO8,-5.5904,2.823,Semiconductor,C2,5,48
Ge2N_id2_Final_E-5.58.cif,Ge2N_id2_E-5.39.cif,Ge2N,-5.5826,0.063,Semiconductor,Pbcn,60,12
BaNO7_id1706_Final_E-5.58.cif,BaNO7_id1706_E-5.19.cif,BaNO7,-5.5767,0.0,Metal,Pba2,32,36
GaO2_id2892_Final_E-5.58.cif,GaO2_id2892_E-5.57.cif,GaO2,-5.576,1.806,Semiconductor,I4_122,98,12
Ba12SrO32_id3079_Final_E-5.57.cif,Ba12SrO32_id3079_E-4.90.cif,Ba12SrO32,-5.5691,0.246,Semiconductor,P-3,147,45
Na3Be4BN12_id521_Final_E-5.57.cif,Na3Be4BN12_id521_E-4.49.cif,Na3Be4BN12,-5.5662,2.115,Semiconductor,I432,211,40
GaO_id3674_Final_E-5.57.cif,GaO_id3674_E-5.49.cif,GaO,-5.566,2.052,Semiconductor,Aea2,41,16
ZnInC2SN2_id1982_Final_E-5.56.cif,ZnInC2SN2_id1982_E-5.00.cif,ZnInC2SN2,-5.5632,0.147,Semiconductor,P3_1,144,21
Mg4InO4_id1060_Final_E-5.56.cif,Mg4InO4_id1060_E-5.01.cif,Mg4InO4,-5.5614,2.183,Semiconductor,P4_2/n,86,18
SrLiSiSbO2_id460_Final_E-5.56.cif,SrLiSiSbO2_id460_E-4.93.cif,SrLiSiSbO2,-5.557,0.0,Metal,P-1,2,12
Al2CdGa2SnO12_id3057_Final_E-5.55.cif,Al2CdGa2SnO12_id3057_E-4.59.cif,Al2CdGa2SnO12,-5.5528,0.803,Semiconductor,Pnn2,34,36
BaSbO6_id4342_Final_E-5.55.cif,BaSbO6_id4342_E-4.79.cif,BaSbO6,-5.5527,3.374,Semiconductor,P1,1,16
BaCdSnO4_id2334_Final_E-5.55.cif,BaCdSnO4_id2334_E-4.74.cif,BaCdSnO4,-5.5468,1.836,Semiconductor,P1,1,14
Ge3S2(NO)2_id3626_Final_E-5.55.cif,Ge3S2(NO)2_id3626_E-5.21.cif,Ge3S2(NO)2,-5.5455,1.385,Semiconductor,Pnn2,34,18
KSe6(SN3)3_id2757_Final_E-5.54.cif,KSe6(SN3)3_id2757_E-5.07.cif,KSe6(SN3)3,-5.5413,0.887,Semiconductor,P6_3,173,38
BaSrO4_id4881_Final_E-5.54.cif,BaSrO4_id4881_E-5.54.cif,BaSrO4,-5.5393,0.258,Semiconductor,P4/nbm,125,12
BaO4_id4405_Final_E-5.54.cif,BaO4_id4405_E-4.84.cif,BaO4,-5.537,0.015,Metal,P-1,2,10
PSeSN2O_id969_Final_E-5.53.cif,PSeSN2O_id969_E-4.54.cif,PSeSN2O,-5.5319,0.739,Semiconductor,P4_12_12,92,24
K3TiO6_id3627_Final_E-5.53.cif,K3TiO6_id3627_E-4.33.cif,K3TiO6,-5.527,0.074,Semiconductor,P6_3/m,176,20
K3Ga2(BO2)6_id2776_Final_E-5.52.cif,K3Ga2(BO2)6_id2776_E-5.34.cif,K3Ga2(BO2)6,-5.5192,3.436,Semiconductor,P1,1,46
LiSc3TeS3_id4932_Final_E-5.52.cif,LiSc3TeS3_id4932_E-5.52.cif,LiSc3TeS3,-5.5179,0.173,Semiconductor,Pm-3m,221,8
SrO4_id559_Final_E-5.52.cif,SrO4_id559_E-4.79.cif,SrO4,-5.5165,0.024,Metal,P4/nbm,125,30
Be2InPN4_id535_Final_E-5.52.cif,Be2InPN4_id535_E-5.37.cif,Be2InPN4,-5.5151,0.759,Semiconductor,P4bm,100,32
Li3SO6_id2006_Final_E-5.51.cif,Li3SO6_id2006_E-4.92.cif,Li3SO6,-5.5149,2.91,Semiconductor,Pc,7,40
BaAsS2NO_id3692_Final_E-5.50.cif,BaAsS2NO_id3692_E-3.94.cif,BaAsS2NO,-5.4996,1.793,Semiconductor,P1,1,36
Li4AsO4_id1753_Final_E-5.50.cif,Li4AsO4_id1753_E-5.43.cif,Li4AsO4,-5.4982,3.877,Insulator,P-42_1c,114,18
Sc2BTe2_id4844_Final_E-5.50.cif,Sc2BTe2_id4844_E-5.32.cif,Sc2BTe2,-5.4967,0.0,Metal,I4/mmm,139,10
K2(GeO2)3_id676_Final_E-5.50.cif,K2(GeO2)3_id676_E-4.81.cif,K2(GeO2)3,-5.4961,1.46,Semiconductor,P1,1,33
P2O_id1773_Final_E-5.49.cif,P2O_id1773_E-5.40.cif,P2O,-5.4868,0.422,Semiconductor,Aea2,41,12
NaAsO2_id4507_Final_E-5.48.cif,NaAsO2_id4507_E-5.11.cif,NaAsO2,-5.4847,2.271,Semiconductor,I4_122,98,16
NaAsO2_id3307_Final_E-5.48.cif,NaAsO2_id3307_E-5.23.cif,NaAsO2,-5.4846,2.261,Semiconductor,I4_122,98,16
BAs3PN_id2758_Final_E-5.47.cif,BAs3PN_id2758_E-5.04.cif,BAs3PN,-5.4693,0.623,Semiconductor,Pca2_1,29,24
KBa4SnO8_id1719_Final_E-5.44.cif,KBa4SnO8_id1719_E-5.32.cif,KBa4SnO8,-5.4441,0.0,Metal,P4/mcc,124,28
K2Sr(NO2)3_id1995_Final_E-5.43.cif,K2Sr(NO2)3_id1995_E-5.19.cif,K2Sr(NO2)3,-5.4328,2.488,Semiconductor,C2/c,15,48
SrZn2(SbO3)2_id483_Final_E-5.42.cif,SrZn2(SbO3)2_id483_E-4.12.cif,SrZn2(SbO3)2,-5.4202,0.765,Semiconductor,P6_3/mmc,194,22
Li(CdN2)2_id41_Final_E-5.42.cif,Li(CdN2)2_id41_E-5.04.cif,Li(CdN2)2,-5.4175,2.178,Semiconductor,P1,1,28
Mg7ZnNO6_id1121_Final_E-5.41.cif,Mg7ZnNO6_id1121_E-3.37.cif,Mg7ZnNO6,-5.4073,1.105,Semiconductor,P6_322,182,30
ScTeO2_id79_Final_E-5.40.cif,ScTeO2_id79_E-5.30.cif,ScTeO2,-5.3997,0.0,Metal,P-6m2,187,8
Zn2As2P2O5_id777_Final_E-5.40.cif,Zn2As2P2O5_id777_E-4.82.cif,Zn2As2P2O5,-5.3979,1.086,Semiconductor,Pbcn,60,44
Ba2SeO10_id4390_Final_E-5.39.cif,Ba2SeO10_id4390_E-4.38.cif,Ba2SeO10,-5.3937,0.261,Semiconductor,P3_2,145,39
Na2Li2MgGa2(NO4)2_id949_Final_E-5.39.cif,Na2Li2MgGa2(NO4)2_id949_E-4.58.cif,Na2Li2MgGa2(NO4)2,-5.3937,3.325,Semiconductor,P4_2,77,34
K7As5(PO3)4_id2432_Final_E-5.39.cif,K7As5(PO3)4_id2432_E-3.29.cif,K7As5(PO3)4,-5.3904,0.0,Metal,P1,1,56
MgTi2Cd3O3_id3463_Final_E-5.39.cif,MgTi2Cd3O3_id3463_E-5.07.cif,MgTi2Cd3O3,-5.3855,0.404,Semiconductor,P222_1,17,36
KSrLiSb2Te4(AsO6)2_id902_Final_E-5.38.cif,KSrLiSb2Te4(AsO6)2_id902_E-5.18.cif,KSrLiSb2Te4(AsO6)2,-5.3842,1.432,Semiconductor,I222,23,46
Na4Ti(Si2O3)2_id1984_Final_E-5.38.cif,Na4Ti(Si2O3)2_id1984_E-4.85.cif,Na4Ti(Si2O3)2,-5.3798,0.717,Semiconductor,P-1,2,30
NaSn(N2O)2_id2056_Final_E-5.38.cif,NaSn(N2O)2_id2056_E-5.38.cif,NaSn(N2O)2,-5.3794,0.893,Semiconductor,I4_1/a,88,32
BaCdSb2O11_id585_Final_E-5.38.cif,BaCdSb2O11_id585_E-4.67.cif,BaCdSb2O11,-5.3756,0.287,Semiconductor,P3m1,156,15
PO10_id434_Final_E-5.37.cif,PO10_id434_E-5.20.cif,PO10,-5.3685,1.119,Semiconductor,Pcca,54,44
GaPO_id3339_Final_E-5.37.cif,GaPO_id3339_E-5.15.cif,GaPO,-5.3654,0.0,Metal,P3_212,153,9
Ti2(GaO)3_id4412_Final_E-5.36.cif,Ti2(GaO)3_id4412_E-5.36.cif,Ti2(GaO)3,-5.3562,0.061,Semiconductor,Pn-3m,224,16
Li3CaO4_id2636_Final_E-5.35.cif,Li3CaO4_id2636_E-4.79.cif,Li3CaO4,-5.3506,3.232,Semiconductor,P1,1,32
SiS_id1321_Final_E-5.35.cif,SiS_id1321_E-3.81.cif,SiS,-5.3485,1.132,Semiconductor,P6_522,179,12
Na3Sc6CdTeS5_id690_Final_E-5.35.cif,Na3Sc6CdTeS5_id690_E-4.31.cif,Na3Sc6CdTeS5,-5.3458,0.0,Metal,R-3m,166,48
Si3P_id4260_Final_E-5.34.cif,Si3P_id4260_E-4.92.cif,Si3P,-5.3369,1.445,Semiconductor,P2_1,4,16
BPSeO18_id4585_Final_E-5.34.cif,BPSeO18_id4585_E-4.69.cif,BPSeO18,-5.3367,3.202,Semiconductor,P2_1,4,42
SrCaO8_id3713_Final_E-5.32.cif,SrCaO8_id3713_E-5.32.cif,SrCaO8,-5.3236,1.554,Semiconductor,P4/nbm,125,20
SrSnO8_id934_Final_E-5.32.cif,SrSnO8_id934_E-5.21.cif,SrSnO8,-5.3219,2.787,Semiconductor,P4/nbm,125,20
GaTeO2_id1286_Final_E-5.32.cif,GaTeO2_id1286_E-4.97.cif,GaTeO2,-5.3182,1.8,Semiconductor,P1,1,8
SNO_id2112_Final_E-5.30.cif,SNO_id2112_E-5.15.cif,SNO,-5.3029,2.407,Semiconductor,P6_522,179,18
Mg2CdIn4GaO8_id2171_Final_E-5.30.cif,Mg2CdIn4GaO8_id2171_E-4.00.cif,Mg2CdIn4GaO8,-5.3009,0.597,Semiconductor,Cc,9,32
SrAl3O16_id2569_Final_E-5.30.cif,SrAl3O16_id2569_E-3.74.cif,SrAl3O16,-5.2973,1.422,Semiconductor,Im-3,204,40
Ba4Mg3GaO6_id1464_Final_E-5.29.cif,Ba4Mg3GaO6_id1464_E-5.26.cif,Ba4Mg3GaO6,-5.2897,0.23,Semiconductor,Im-3m,229,28
Ba5(AsO)6_id1943_Final_E-5.28.cif,Ba5(AsO)6_id1943_E-5.06.cif,Ba5(AsO)6,-5.279,2.283,Semiconductor,P6/mmm,191,17
MgZnO2_id4207_Final_E-5.28.cif,MgZnO2_id4207_E-5.28.cif,MgZnO2,-5.2776,1.135,Semiconductor,I4_122,98,16
P_id2114_Final_E-5.26.cif,P_id2114_E-4.89.cif,P,-5.2629,1.472,Semiconductor,P2_12_12_1,19,12
ZnSNO_id2920_Final_E-5.26.cif,ZnSNO_id2920_E-5.17.cif,ZnSNO,-5.2618,2.005,Semiconductor,Pca2_1,29,16
P_id4190_Final_E-5.26.cif,P_id4190_E-4.59.cif,P,-5.2557,0.877,Semiconductor,I2_12_12_1,24,32
ScGa4S4O_id109_Final_E-5.25.cif,ScGa4S4O_id109_E-4.48.cif,ScGa4S4O,-5.2531,0.0,Metal,P1,1,20
Na2Li3Mg2(SbO4)3_id4636_Final_E-5.25.cif,Na2Li3Mg2(SbO4)3_id4636_E-4.63.cif,Na2Li3Mg2(SbO4)3,-5.2524,2.834,Semiconductor,P31c,159,44
BaO3_id2802_Final_E-5.25.cif,BaO3_id2802_E-5.25.cif,BaO3,-5.2482,1.336,Semiconductor,P6_522,179,24
SO5_id1752_Final_E-5.25.cif,SO5_id1752_E-4.64.cif,SO5,-5.2463,0.163,Semiconductor,P1,1,36
Si3S4_id3490_Final_E-5.24.cif,Si3S4_id3490_E-4.42.cif,Si3S4,-5.2445,0.236,Semiconductor,Cc,9,28
BaLi2CaMg2Cd6(PN2)6_id619_Final_E-5.24.cif,BaLi2CaMg2Cd6(PN2)6_id619_E-3.75.cif,BaLi2CaMg2Cd6(PN2)6,-5.2391,0.054,Semiconductor,P1,1,30
K2PN2_id4509_Final_E-5.23.cif,K2PN2_id4509_E-5.22.cif,K2PN2,-5.2308,0.717,Semiconductor,Iba2,45,20
In2SnO9_id1776_Final_E-5.22.cif,In2SnO9_id1776_E-4.57.cif,In2SnO9,-5.2153,0.0,Metal,P31m,157,12
KTe(PO)2_id3370_Final_E-5.21.cif,KTe(PO)2_id3370_E-3.81.cif,KTe(PO)2,-5.2124,1.532,Semiconductor,P1,1,18
NaCa(BS)6_id2191_Final_E-5.21.cif,NaCa(BS)6_id2191_E-5.04.cif,NaCa(BS)6,-5.2082,1.597,Semiconductor,R-3,148,42
TiIn2(S3N2)3_id1901_Final_E-5.20.cif,TiIn2(S3N2)3_id1901_E-5.20.cif,TiIn2(S3N2)3,-5.2018,1.891,Semiconductor,P6/mmm,191,18
Na2SbO5_id795_Final_E-5.20.cif,Na2SbO5_id795_E-4.10.cif,Na2SbO5,-5.2005,3.152,Semiconductor,P1,1,16
AsO5_id3885_Final_E-5.20.cif,AsO5_id3885_E-4.24.cif,AsO5,-5.2,0.394,Semiconductor,P2_12_12_1,19,24
BaCa2SbO10_id930_Final_E-5.20.cif,BaCa2SbO10_id930_E-5.11.cif,BaCa2SbO10,-5.1974,2.991,Semiconductor,P1,1,56
BaNaO2_id1541_Final_E-5.20.cif,BaNaO2_id1541_E-4.78.cif,BaNaO2,-5.1951,0.827,Semiconductor,Pca2_1,29,16
NaSrGa2As2O13_id419_Final_E-5.19.cif,NaSrGa2As2O13_id419_E-4.43.cif,NaSrGa2As2O13,-5.1905,2.865,Semiconductor,Pba2,32,38
CdAsN2_id4675_Final_E-5.19.cif,CdAsN2_id4675_E-5.18.cif,CdAsN2,-5.1863,0.786,Semiconductor,I4_122,98,16
CaGaO10_id4441_Final_E-5.18.cif,CaGaO10_id4441_E-4.90.cif,CaGaO10,-5.1832,0.0,Metal,P1,1,36
TiBe2BP_id2276_Final_E-5.18.cif,TiBe2BP_id2276_E-4.71.cif,TiBe2BP,-5.1812,0.0,Metal,P3_112,151,15
Ba2InO2_id4573_Final_E-5.18.cif,Ba2InO2_id4573_E-4.86.cif,Ba2InO2,-5.1802,0.197,Semiconductor,Ibca,73,40
CaAlTeO4_id4111_Final_E-5.18.cif,CaAlTeO4_id4111_E-5.15.cif,CaAlTeO4,-5.1765,2.832,Semiconductor,P4/mmm,123,28
Na4Zn2SnGeO8_id767_Final_E-5.16.cif,Na4Zn2SnGeO8_id767_E-4.58.cif,Na4Zn2SnGeO8,-5.1586,2.051,Semiconductor,I-42m,121,32
Na2Cd(NO)6_id1641_Final_E-5.16.cif,Na2Cd(NO)6_id1641_E-4.77.cif,Na2Cd(NO)6,-5.157,0.0,Metal,Pm,6,15
GaO3_id4288_Final_E-5.15.cif,GaO3_id4288_E-5.15.cif,GaO3,-5.1536,1.466,Semiconductor,Im-3m,229,8
Mg3O8_id1348_Final_E-5.15.cif,Mg3O8_id1348_E-4.74.cif,Mg3O8,-5.152,0.92,Semiconductor,Pc,7,22
BaO7_id2074_Final_E-5.15.cif,BaO7_id2074_E-4.11.cif,BaO7,-5.1491,0.036,Metal,P6_322,182,16
Li5As4(PO7)2_id4763_Final_E-5.15.cif,Li5As4(PO7)2_id4763_E-4.27.cif,Li5As4(PO7)2,-5.1472,0.141,Semiconductor,P1,1,50
Sn2O_id3962_Final_E-5.13.cif,Sn2O_id3962_E-5.06.cif,Sn2O,-5.1348,0.598,Semiconductor,Immm,71,12
CaCdO4_id2030_Final_E-5.13.cif,CaCdO4_id2030_E-4.36.cif,CaCdO4,-5.134,0.069,Semiconductor,P-1,2,24
KAlGeB5As4(SO)4_id3592_Final_E-5.13.cif,KAlGeB5As4(SO)4_id3592_E-4.56.cif,KAlGeB5As4(SO)4,-5.1303,0.53,Semiconductor,P1,1,20
KIn3(GaO3)2_id2198_Final_E-5.12.cif,KIn3(GaO3)2_id2198_E-4.73.cif,KIn3(GaO3)2,-5.1226,0.0,Metal,P-3c1,165,24
BaCd4(BO)4_id3606_Final_E-5.11.cif,BaCd4(BO)4_id3606_E-4.38.cif,BaCd4(BO)4,-5.1135,0.193,Semiconductor,P4_2/n,86,26
Mg2NO_id1703_Final_E-5.11.cif,Mg2NO_id1703_E-4.19.cif,Mg2NO,-5.1134,0.901,Semiconductor,P4_2/mcm,132,32
BaIn3N7_id2516_Final_E-5.11.cif,BaIn3N7_id2516_E-5.11.cif,BaIn3N7,-5.1093,0.815,Semiconductor,Pm-3n,223,22
SrGe(CO)2_id4181_Final_E-5.10.cif,SrGe(CO)2_id4181_E-4.29.cif,SrGe(CO)2,-5.1022,0.311,Semiconductor,Immm,71,12
Na2BSe4(SO3)2_id1623_Final_E-5.10.cif,Na2BSe4(SO3)2_id1623_E-4.67.cif,Na2BSe4(SO3)2,-5.1022,2.289,Semiconductor,Pcca,54,60
AlTeSeS3O4_id4115_Final_E-5.10.cif,AlTeSeS3O4_id4115_E-4.54.cif,AlTeSeS3O4,-5.1012,2.306,Semiconductor,P-1,2,40
Si_id311_Final_E-5.10.cif,Si_id311_E-4.96.cif,Si,-5.0977,0.943,Semiconductor,Ccce,68,20
NaCa3Mg3Zn2O6_id994_Final_E-5.10.cif,NaCa3Mg3Zn2O6_id994_E-3.35.cif,NaCa3Mg3Zn2O6,-5.0956,0.039,Metal,P-3c1,165,30
Li3TiS3_id1230_Final_E-5.09.cif,Li3TiS3_id1230_E-4.83.cif,Li3TiS3,-5.0934,1.922,Semiconductor,P1,1,42
AlZn5Ga2(S3O7)2_id2265_Final_E-5.09.cif,AlZn5Ga2(S3O7)2_id2265_E-3.69.cif,AlZn5Ga2(S3O7)2,-5.087,2.794,Semiconductor,Pnn2,34,56
NaCaO6_id4462_Final_E-5.08.cif,NaCaO6_id4462_E-4.73.cif,NaCaO6,-5.083,0.0,Metal,P6_3/mmc,194,16
NaSrO6_id4401_Final_E-5.08.cif,NaSrO6_id4401_E-5.04.cif,NaSrO6,-5.0827,0.0,Metal,P-31c,163,16
Sr(S3O2)2_id2540_Final_E-5.08.cif,Sr(S3O2)2_id2540_E-4.75.cif,Sr(S3O2)2,-5.0809,2.052,Semiconductor,P4_22_12,94,44
Mg3NO_id1016_Final_E-5.08.cif,Mg3NO_id1016_E-5.00.cif,Mg3NO,-5.0784,1.336,Semiconductor,R-3c,167,30
NaGeO4_id3882_Final_E-5.08.cif,NaGeO4_id3882_E-4.98.cif,NaGeO4,-5.0782,3.066,Semiconductor,I4_122,98,24
Li10GaO10_id1278_Final_E-5.08.cif,Li10GaO10_id1278_E-4.44.cif,Li10GaO10,-5.0781,3.406,Semiconductor,P1,1,21
BaNaLi8Mg6Be6Zn6Si6(NO2)6_id853_Final_E-5.08.cif,BaNaLi8Mg6Be6Zn6Si6(NO2)6_id853_E-3.99.cif,BaNaLi8Mg6Be6Zn6Si6(NO2)6,-5.0771,0.0,Metal,P321,150,52
Na3Sr2O6_id4965_Final_E-5.07.cif,Na3Sr2O6_id4965_E-3.17.cif,Na3Sr2O6,-5.0729,0.0,Metal,P1,1,11
KSrO6_id2075_Final_E-5.06.cif,KSrO6_id2075_E-4.99.cif,KSrO6,-5.0568,0.76,Semiconductor,P-31c,163,16
Ca3AsS3_id1384_Final_E-5.06.cif,Ca3AsS3_id1384_E-4.17.cif,Ca3AsS3,-5.0554,0.238,Semiconductor,P2_1,4,14
CaO4_id3224_Final_E-5.06.cif,CaO4_id3224_E-5.01.cif,CaO4,-5.055,1.167,Semiconductor,I4_1/a,88,20
KScO8_id2926_Final_E-5.05.cif,KScO8_id2926_E-4.39.cif,KScO8,-5.0549,3.339,Semiconductor,Pmmm,47,20
BaO16_id2140_Final_E-5.05.cif,BaO16_id2140_E-3.76.cif,BaO16,-5.0528,1.111,Semiconductor,P-1,2,17
K3MgB2(NO)4_id2789_Final_E-5.05.cif,K3MgB2(NO)4_id2789_E-4.22.cif,K3MgB2(NO)4,-5.0513,2.811,Semiconductor,P1,1,28
LiScS7_id579_Final_E-5.05.cif,LiScS7_id579_E-4.71.cif,LiScS7,-5.051,1.925,Semiconductor,P2_1/c,14,36
LiZn(GaO3)2_id3560_Final_E-5.05.cif,LiZn(GaO3)2_id3560_E-4.45.cif,LiZn(GaO3)2,-5.0506,1.974,Semiconductor,C222,21,20
ScSe_id3525_Final_E-5.04.cif,ScSe_id3525_E-4.05.cif,ScSe,-5.0442,0.0,Metal,P4_232,208,24
Si_id727_Final_E-5.04.cif,Si_id727_E-4.92.cif,Si,-5.0438,0.0,Metal,I-42d,122,28
Si_id3173_Final_E-5.04.cif,Si_id3173_E-4.95.cif,Si,-5.0357,1.039,Semiconductor,Ccce,68,20
ZnSiBAsP7S_id4523_Final_E-5.03.cif,ZnSiBAsP7S_id4523_E-4.14.cif,ZnSiBAsP7S,-5.0321,1.141,Semiconductor,P1,1,24
SO13_id4934_Final_E-5.03.cif,SO13_id4934_E-3.71.cif,SO13,-5.0299,0.9,Semiconductor,Pc,7,28
KCaO6_id3077_Final_E-5.03.cif,KCaO6_id3077_E-4.28.cif,KCaO6,-5.0281,0.0,Metal,P-1,2,16
Li4CaO6_id508_Final_E-5.02.cif,Li4CaO6_id508_E-5.00.cif,Li4CaO6,-5.0214,2.447,Semiconductor,Im-3m,229,22
Ba2Sr2In2TeAsP2Se2S8O7_id2419_Final_E-5.02.cif,Ba2Sr2In2TeAsP2Se2S8O7_id2419_E-4.45.cif,Ba2Sr2In2TeAsP2Se2S8O7,-5.0163,0.99,Semiconductor,Pnn2,34,54
GaGeBAsSe2S2N2O_id2481_Final_E-5.01.cif,GaGeBAsSe2S2N2O_id2481_E-4.52.cif,GaGeBAsSe2S2N2O,-5.0135,1.79,Semiconductor,P-1,2,44
ScSi4Sn_id2393_Final_E-5.01.cif,ScSi4Sn_id2393_E-4.98.cif,ScSi4Sn,-5.0085,0.0,Metal,P-4n2,118,12
KSn(SO2)4_id4134_Final_E-5.01.cif,KSn(SO2)4_id4134_E-4.01.cif,KSn(SO2)4,-5.0083,0.319,Semiconductor,P4/nbm,125,28
BaO9_id4600_Final_E-5.00.cif,BaO9_id4600_E-4.05.cif,BaO9,-5.0015,0.88,Semiconductor,C2/c,15,40
Li2As3O2_id398_Final_E-5.00.cif,Li2As3O2_id398_E-4.92.cif,Li2As3O2,-5.0003,0.0,Metal,P4,75,14
BaO15_id2786_Final_E-5.00.cif,BaO15_id2786_E-4.05.cif,BaO15,-4.9977,2.392,Semiconductor,P1,1,16
Na3Sr3O8_id4344_Final_E-5.00.cif,Na3Sr3O8_id4344_E-4.95.cif,Na3Sr3O8,-4.9965,2.329,Semiconductor,I-43d,220,56
SrSO6_id4159_Final_E-4.99.cif,SrSO6_id4159_E-4.67.cif,SrSO6,-4.9922,2.399,Semiconductor,P6_322,182,16
NaSnO8_id2869_Final_E-4.99.cif,NaSnO8_id2869_E-4.31.cif,NaSnO8,-4.992,0.519,Semiconductor,P-1,2,40
KLi2GaO4_id2245_Final_E-4.98.cif,KLi2GaO4_id2245_E-4.00.cif,KLi2GaO4,-4.9799,2.7,Semiconductor,P2_1,4,32
Ca2GaS3_id3391_Final_E-4.97.cif,Ca2GaS3_id3391_E-4.62.cif,Ca2GaS3,-4.9672,2.221,Semiconductor,P2_1/m,11,12
Li4AlGa4As2O5_id4269_Final_E-4.96.cif,Li4AlGa4As2O5_id4269_E-4.38.cif,Li4AlGa4As2O5,-4.9644,0.011,Metal,P1,1,32
SrO12_id1010_Final_E-4.96.cif,SrO12_id1010_E-4.29.cif,SrO12,-4.9636,0.282,Semiconductor,P1,1,13
Be2Cd2O3_id4913_Final_E-4.96.cif,Be2Cd2O3_id4913_E-4.90.cif,Be2Cd2O3,-4.9623,3.052,Semiconductor,P4_2cm,101,14
B2NO_id3919_Final_E-4.94.cif,B2NO_id3919_E-4.94.cif,B2NO,-4.9448,2.789,Semiconductor,Fm-3m,225,16
LiMgZnGeO17_id3987_Final_E-4.94.cif,LiMgZnGeO17_id3987_E-4.13.cif,LiMgZnGeO17,-4.9443,0.456,Semiconductor,Pc,7,42
Li5O8_id477_Final_E-4.94.cif,Li5O8_id477_E-4.87.cif,Li5O8,-4.9438,3.471,Semiconductor,Ccce,68,52
KNa2Ca(AsO)4_id4910_Final_E-4.94.cif,KNa2Ca(AsO)4_id4910_E-4.05.cif,KNa2Ca(AsO)4,-4.9436,1.267,Semiconductor,Cc,9,48
NaLi2GaGeB4(TeO)4_id4110_Final_E-4.94.cif,NaLi2GaGeB4(TeO)4_id4110_E-4.82.cif,NaLi2GaGeB4(TeO)4,-4.9399,0.0,Metal,P2_1,4,34
Cd2GaAsO17_id838_Final_E-4.94.cif,Cd2GaAsO17_id838_E-4.29.cif,Cd2GaAsO17,-4.9395,2.045,Semiconductor,P2_1,4,42
KNaLi(TeO2)2_id1754_Final_E-4.94.cif,KNaLi(TeO2)2_id1754_E-4.60.cif,KNaLi(TeO2)2,-4.936,2.096,Semiconductor,I222,23,18
Li2AlAs3SO3_id2861_Final_E-4.93.cif,Li2AlAs3SO3_id2861_E-4.39.cif,Li2AlAs3SO3,-4.9313,0.722,Semiconductor,P1,1,20
Na(CO2)3_id2546_Final_E-4.93.cif,Na(CO2)3_id2546_E-4.88.cif,Na(CO2)3,-4.9255,2.423,Semiconductor,R-3c,167,60
SrS2_id3821_Final_E-4.92.cif,SrS2_id3821_E-4.34.cif,SrS2,-4.9211,1.083,Semiconductor,P1,1,6
Li4GeB7_id292_Final_E-4.92.cif,Li4GeB7_id292_E-4.00.cif,Li4GeB7,-4.9205,1.442,Semiconductor,P1,1,24
AsP2_id2742_Final_E-4.92.cif,AsP2_id2742_E-4.89.cif,AsP2,-4.9196,0.004,Metal,Pbcn,60,12
BeS3O_id2835_Final_E-4.91.cif,BeS3O_id2835_E-4.60.cif,BeS3O,-4.9119,1.574,Semiconductor,Pna2_1,33,20
CaZn4O6_id1355_Final_E-4.91.cif,CaZn4O6_id1355_E-3.88.cif,CaZn4O6,-4.9111,1.046,Semiconductor,P1,1,22
KBa(GaO24)2_id4090_Final_E-4.91.cif,KBa(GaO24)2_id4090_E-4.74.cif,KBa(GaO24)2,-4.9088,0.838,Semiconductor,P-3,147,52
