file_name,original_file,formula,energy,bandgap,type,space_group_symbol,space_group_number,num_atoms
AlGaN2_id1998_Final_E-5.64.cif,AlGaN2_id1998_E-5.64.cif,AlGaN2,-5.6429,0.119,Semiconductor,Fm-3m,225,16
NaGeO2_id3961_Final_E-5.64.cif,NaGeO2_id3961_E-4.58.cif,NaGeO2,-5.6394,1.84,Semiconductor,I4_122,98,16
NaGeO2_id4834_Final_E-5.64.cif,NaGeO2_id4834_E-5.61.cif,NaGeO2,-5.6394,1.84,Semiconductor,I4_122,98,16
SrScO12_id1681_Final_E-5.63.cif,SrScO12_id1681_E-5.53.cif,SrScO12,-5.6306,1.06,Semiconductor,P-31c,163,28
ScAl2SO3_id3752_Final_E-5.63.cif,ScAl2SO3_id3752_E-5.62.cif,ScAl2SO3,-5.6274,2.574,Semiconductor,P4mm,99,14
BaCaO4_id939_Final_E-5.63.cif,BaCaO4_id939_E-5.62.cif,BaCaO4,-5.6251,3.227,Semiconductor,Pban,50,12
Ge(SbN)2_id86_Final_E-5.62.cif,Ge(SbN)2_id86_E-5.31.cif,Ge(SbN)2,-5.6236,0.148,Semiconductor,P4_12_12,92,20
Ca2Te2As2N7_id2656_Final_E-5.62.cif,Ca2Te2As2N7_id2656_E-5.23.cif,Ca2Te2As2N7,-5.6233,1.084,Semiconductor,C2/c,15,52
NaCa3Zn2O6_id602_Final_E-5.62.cif,NaCa3Zn2O6_id602_E-4.63.cif,NaCa3Zn2O6,-5.6158,2.281,Semiconductor,P1,1,24
Zn(GaO2)2_id903_Final_E-5.61.cif,Zn(GaO2)2_id903_E-4.29.cif,Zn(GaO2)2,-5.6051,0.91,Semiconductor,P4_2/nnm,134,14
BaCaO4_id3765_Final_E-5.60.cif,BaCaO4_id3765_E-5.60.cif,BaCaO4,-5.6043,0.251,Semiconductor,P4/nbm,125,12
TiGa3N3O4_id834_Final_E-5.60.cif,TiGa3N3O4_id834_E-5.60.cif,TiGa3N3O4,-5.6042,0.109,Semiconductor,Pm-3n,223,22
K2(SnO2)3_id831_Final_E-5.59.cif,K2(SnO2)3_id831_E-4.96.cif,K2(SnO2)3,-5.5884,0.0,Metal,P6_3/mmc,194,22
Li2Ge2O3_id717_Final_E-5.59.cif,Li2Ge2O3_id717_E-5.06.cif,Li2Ge2O3,-5.5853,1.307,Semiconductor,Pbcn,60,28
ZnGa3Ge2O15_id324_Final_E-5.57.cif,ZnGa3Ge2O15_id324_E-4.61.cif,ZnGa3Ge2O15,-5.5723,2.159,Semiconductor,P1,1,21
Li2MgTiZn2C(NO)2_id2397_Final_E-5.57.cif,Li2MgTiZn2C(NO)2_id2397_E-3.66.cif,Li2MgTiZn2C(NO)2,-5.5673,1.208,Semiconductor,P1,1,11
NaSrGe2AsO4_id4278_Final_E-5.55.cif,NaSrGe2AsO4_id4278_E-5.41.cif,NaSrGe2AsO4,-5.5477,0.0,Metal,I222,23,18
LiSiCS3O_id2311_Final_E-5.55.cif,LiSiCS3O_id2311_E-5.13.cif,LiSiCS3O,-5.5467,2.051,Semiconductor,P6_4,172,42
K2Ba2In3SbP2(SeO3)4_id3150_Final_E-5.54.cif,K2Ba2In3SbP2(SeO3)4_id3150_E-4.67.cif,K2Ba2In3SbP2(SeO3)4,-5.5431,1.21,Semiconductor,P-1,2,26
P2NO16_id915_Final_E-5.54.cif,P2NO16_id915_E-4.35.cif,P2NO16,-5.5364,0.0,Metal,P-1,2,38
BeSiSnSN_id812_Final_E-5.54.cif,BeSiSnSN_id812_E-4.64.cif,BeSiSnSN,-5.5355,0.096,Semiconductor,Pnma,62,20
Be3GaSi3(SeO)3_id2321_Final_E-5.53.cif,Be3GaSi3(SeO)3_id2321_E-3.71.cif,Be3GaSi3(SeO)3,-5.5315,0.037,Metal,P1,1,26
BeSiGeAsPO16_id629_Final_E-5.53.cif,BeSiGeAsPO16_id629_E-4.56.cif,BeSiGeAsPO16,-5.5299,1.32,Semiconductor,Pc,7,42
Cd(GaO2)6_id2165_Final_E-5.53.cif,Cd(GaO2)6_id2165_E-5.52.cif,Cd(GaO2)6,-5.5292,2.112,Semiconductor,Im-3,204,38
Sc2GaSb2_id4711_Final_E-5.53.cif,Sc2GaSb2_id4711_E-4.74.cif,Sc2GaSb2,-5.5281,0.0,Metal,P-1,2,20
GaO_id2645_Final_E-5.53.cif,GaO_id2645_E-5.41.cif,GaO,-5.5272,0.0,Metal,I4_122,98,16
Al2Ga(GeO)3_id3780_Final_E-5.53.cif,Al2Ga(GeO)3_id3780_E-4.52.cif,Al2Ga(GeO)3,-5.5264,0.0,Metal,P1,1,9
Li3Zn(GaO3)2_id565_Final_E-5.52.cif,Li3Zn(GaO3)2_id565_E-3.73.cif,Li3Zn(GaO3)2,-5.5192,2.473,Semiconductor,P1,1,24
BeSbN_id4826_Final_E-5.51.cif,BeSbN_id4826_E-5.51.cif,BeSbN,-5.5117,2.177,Semiconductor,P6_222,180,9
Sn2Se2SO5_id112_Final_E-5.49.cif,Sn2Se2SO5_id112_E-5.12.cif,Sn2Se2SO5,-5.49,1.124,Semiconductor,Pc,7,40
SrGa6(B2N)3_id1467_Final_E-5.49.cif,SrGa6(B2N)3_id1467_E-4.23.cif,SrGa6(B2N)3,-5.4893,0.0,Metal,P-1,2,32
LiCaB(NO8)2_id3690_Final_E-5.49.cif,LiCaB(NO8)2_id3690_E-4.84.cif,LiCaB(NO8)2,-5.486,0.0,Metal,P2_1,4,42
SiGeN2_id4702_Final_E-5.48.cif,SiGeN2_id4702_E-5.43.cif,SiGeN2,-5.4847,1.691,Semiconductor,I4_122,98,16
SiO7_id714_Final_E-5.48.cif,SiO7_id714_E-4.37.cif,SiO7,-5.4782,0.72,Semiconductor,P1,1,32
K2Ti2Si2B4N5O_id4060_Final_E-5.47.cif,K2Ti2Si2B4N5O_id4060_E-5.26.cif,K2Ti2Si2B4N5O,-5.4707,1.281,Semiconductor,P-1,2,32
NaLiBeBPO16_id4297_Final_E-5.46.cif,NaLiBeBPO16_id4297_E-4.72.cif,NaLiBeBPO16,-5.4625,0.0,Metal,P1,1,21
BaNa(AsO4)2_id3204_Final_E-5.46.cif,BaNa(AsO4)2_id3204_E-4.14.cif,BaNa(AsO4)2,-5.4605,1.33,Semiconductor,P-1,2,12
Na3Li2ScZn2Si2Sn2(SeO13)2_id1889_Final_E-5.46.cif,Na3Li2ScZn2Si2Sn2(SeO13)2_id1889_E-4.57.cif,Na3Li2ScZn2Si2Sn2(SeO13)2,-5.4593,2.844,Semiconductor,P1,1,40
LiBeZnO2_id2357_Final_E-5.46.cif,LiBeZnO2_id2357_E-4.88.cif,LiBeZnO2,-5.4587,2.906,Semiconductor,C2/c,15,40
LiPO10_id738_Final_E-5.45.cif,LiPO10_id738_E-4.41.cif,LiPO10,-5.4542,0.908,Semiconductor,C2,5,36
Mg3Ga(NO)2_id4087_Final_E-5.45.cif,Mg3Ga(NO)2_id4087_E-5.31.cif,Mg3Ga(NO)2,-5.4463,1.312,Semiconductor,C2/m,12,16
K2Si2O17_id1566_Final_E-5.44.cif,K2Si2O17_id1566_E-4.47.cif,K2Si2O17,-5.4442,0.0,Metal,P1,1,21
Li5TiB4As4(S2O)2_id1472_Final_E-5.44.cif,Li5TiB4As4(S2O)2_id1472_E-5.14.cif,Li5TiB4As4(S2O)2,-5.4441,0.595,Semiconductor,P1,1,20
Ba3Sr4(TeO3)2_id4092_Final_E-5.43.cif,Ba3Sr4(TeO3)2_id4092_E-2.34.cif,Ba3Sr4(TeO3)2,-5.4288,1.179,Semiconductor,P2_1/c,14,30
BaInO6_id2991_Final_E-5.43.cif,BaInO6_id2991_E-4.99.cif,BaInO6,-5.4254,1.601,Semiconductor,P6_322,182,16
ScSe3_id1666_Final_E-5.42.cif,ScSe3_id1666_E-3.90.cif,ScSe3,-5.4207,0.97,Semiconductor,P1,1,16
LiSi(AsO)2_id1580_Final_E-5.42.cif,LiSi(AsO)2_id1580_E-5.18.cif,LiSi(AsO)2,-5.4198,1.592,Semiconductor,P1,1,24
NaSbO2_id4449_Final_E-5.42.cif,NaSbO2_id4449_E-5.03.cif,NaSbO2,-5.4166,0.0,Metal,I4_122,98,16
LiSi4(GeO)2_id295_Final_E-5.42.cif,LiSi4(GeO)2_id295_E-3.27.cif,LiSi4(GeO)2,-5.415,0.526,Semiconductor,P4_32_12,96,36
Li4GaAsNO12_id584_Final_E-5.41.cif,Li4GaAsNO12_id584_E-4.53.cif,Li4GaAsNO12,-5.4089,3.185,Semiconductor,P1,1,38
Ba3O13_id4344_Final_E-5.40.cif,Ba3O13_id4344_E-3.85.cif,Ba3O13,-5.4025,0.0,Metal,P1,1,16
KLiN4O15_id528_Final_E-5.40.cif,KLiN4O15_id528_E-4.72.cif,KLiN4O15,-5.3989,1.979,Semiconductor,P2_1,4,42
CdSbO4_id1945_Final_E-5.38.cif,CdSbO4_id1945_E-4.58.cif,CdSbO4,-5.3834,2.363,Semiconductor,Pban,50,12
Na2Ca3NO6_id103_Final_E-5.38.cif,Na2Ca3NO6_id103_E-4.82.cif,Na2Ca3NO6,-5.3831,2.34,Semiconductor,P2,3,12
NaBe(GaO2)2_id1378_Final_E-5.38.cif,NaBe(GaO2)2_id1378_E-4.95.cif,NaBe(GaO2)2,-5.3795,1.202,Semiconductor,C222,21,24
SrInO6_id2700_Final_E-5.38.cif,SrInO6_id2700_E-5.13.cif,SrInO6,-5.3785,1.997,Semiconductor,P6_322,182,16
BeGa2SO2_id4867_Final_E-5.37.cif,BeGa2SO2_id4867_E-5.23.cif,BeGa2SO2,-5.3715,0.021,Metal,P3_221,154,18
K2SbO3_id3060_Final_E-5.37.cif,K2SbO3_id3060_E-3.61.cif,K2SbO3,-5.3666,0.394,Semiconductor,P1,1,12
CaGa3O7_id4674_Final_E-5.36.cif,CaGa3O7_id4674_E-5.36.cif,CaGa3O7,-5.3577,1.354,Semiconductor,Pm-3n,223,22
Ba2O3_id1987_Final_E-5.35.cif,Ba2O3_id1987_E-4.70.cif,Ba2O3,-5.3526,1.783,Semiconductor,P6_522,179,30
InO2_id664_Final_E-5.35.cif,InO2_id664_E-5.30.cif,InO2,-5.3517,0.012,Metal,Ibam,72,12
Li4Be3N4_id519_Final_E-5.35.cif,Li4Be3N4_id519_E-4.64.cif,Li4Be3N4,-5.348,2.815,Semiconductor,I-42d,122,44
BaLiO4_id456_Final_E-5.34.cif,BaLiO4_id456_E-5.10.cif,BaLiO4,-5.3413,4.268,Insulator,Pban,50,12
In(TeO2)4_id1744_Final_E-5.34.cif,In(TeO2)4_id1744_E-4.87.cif,In(TeO2)4,-5.3406,1.632,Semiconductor,P-42_1c,114,26
KLi2BSbTeO15_id4617_Final_E-5.33.cif,KLi2BSbTeO15_id4617_E-4.55.cif,KLi2BSbTeO15,-5.3335,0.672,Semiconductor,Pc,7,42
NaScO6_id2055_Final_E-5.33.cif,NaScO6_id2055_E-5.33.cif,NaScO6,-5.3303,0.483,Semiconductor,P-31c,163,16
Na(TeO2)2_id3073_Final_E-5.32.cif,Na(TeO2)2_id3073_E-4.46.cif,Na(TeO2)2,-5.3233,1.766,Semiconductor,Pm,6,7
K2ScCd3(NO2)3_id3908_Final_E-5.32.cif,K2ScCd3(NO2)3_id3908_E-4.06.cif,K2ScCd3(NO2)3,-5.3159,2.414,Semiconductor,C2/c,15,60
BaS_id3668_Final_E-5.31.cif,BaS_id3668_E-5.31.cif,BaS,-5.3092,0.252,Semiconductor,Fm-3m,225,8
Li(SiS2)2_id2623_Final_E-5.29.cif,Li(SiS2)2_id2623_E-5.29.cif,Li(SiS2)2,-5.2944,2.266,Semiconductor,P-42m,111,7
Li2CaPO2_id3414_Final_E-5.29.cif,Li2CaPO2_id3414_E-4.91.cif,Li2CaPO2,-5.2919,2.83,Semiconductor,Cmcm,63,24
In3SbO4_id2594_Final_E-5.29.cif,In3SbO4_id2594_E-4.96.cif,In3SbO4,-5.2919,1.715,Semiconductor,P4_2/m,84,16
TiIn3O3_id3748_Final_E-5.28.cif,TiIn3O3_id3748_E-5.28.cif,TiIn3O3,-5.2801,0.254,Semiconductor,Pm-3n,223,14
CdGeO2_id4892_Final_E-5.28.cif,CdGeO2_id4892_E-3.83.cif,CdGeO2,-5.2798,0.0,Metal,C2,5,16
BeAl(GaO3)2_id3292_Final_E-5.28.cif,BeAl(GaO3)2_id3292_E-5.01.cif,BeAl(GaO3)2,-5.2796,2.756,Semiconductor,P-42c,112,40
NaLi4Ca2(PO8)2_id3215_Final_E-5.28.cif,NaLi4Ca2(PO8)2_id3215_E-4.17.cif,NaLi4Ca2(PO8)2,-5.2773,1.756,Semiconductor,Pnn2,34,50
Li8Si2S2NO8_id1920_Final_E-5.27.cif,Li8Si2S2NO8_id1920_E-4.97.cif,Li8Si2S2NO8,-5.2736,1.794,Semiconductor,P2_1,4,42
SiGeP9_id1205_Final_E-5.27.cif,SiGeP9_id1205_E-4.86.cif,SiGeP9,-5.2672,1.282,Semiconductor,C222_1,20,44
TiZnGa2(SO)4_id4774_Final_E-5.26.cif,TiZnGa2(SO)4_id4774_E-4.62.cif,TiZnGa2(SO)4,-5.2562,1.159,Semiconductor,P-42c,112,24
MgBe3ZnS3N3O_id3340_Final_E-5.26.cif,MgBe3ZnS3N3O_id3340_E-3.16.cif,MgBe3ZnS3N3O,-5.2555,2.212,Semiconductor,P2_13,198,48
Li11(NO2)4_id2821_Final_E-5.26.cif,Li11(NO2)4_id2821_E-4.18.cif,Li11(NO2)4,-5.2553,2.08,Semiconductor,P1,1,46
Ca2N3O_id4083_Final_E-5.26.cif,Ca2N3O_id4083_E-5.25.cif,Ca2N3O,-5.255,2.794,Semiconductor,C2,5,18
AlSnO_id1395_Final_E-5.25.cif,AlSnO_id1395_E-5.18.cif,AlSnO,-5.2545,1.514,Semiconductor,C222_1,20,24
In2Ge2Se(SO3)2_id1518_Final_E-5.25.cif,In2Ge2Se(SO3)2_id1518_E-4.56.cif,In2Ge2Se(SO3)2,-5.2535,1.656,Semiconductor,P-1,2,13
K2NaIn3O6_id1636_Final_E-5.25.cif,K2NaIn3O6_id1636_E-4.99.cif,K2NaIn3O6,-5.251,0.0,Metal,P-3c1,165,24
K2CaGaO6_id198_Final_E-5.25.cif,K2CaGaO6_id198_E-5.25.cif,K2CaGaO6,-5.2505,3.714,Insulator,Fm-3m,225,40
TiSbO23_id1546_Final_E-5.25.cif,TiSbO23_id1546_E-4.49.cif,TiSbO23,-5.2483,0.99,Semiconductor,P1,1,50
Ba2O5_id470_Final_E-5.25.cif,Ba2O5_id470_E-5.13.cif,Ba2O5,-5.2457,0.0,Metal,P4_2/mnm,136,14
Mg8Ga4N9_id2302_Final_E-5.24.cif,Mg8Ga4N9_id2302_E-4.12.cif,Mg8Ga4N9,-5.2376,1.411,Semiconductor,Cc,9,42
Mg(P3O)2_id3865_Final_E-5.24.cif,Mg(P3O)2_id3865_E-4.95.cif,Mg(P3O)2,-5.2361,0.382,Semiconductor,Pmn2_1,31,18
Li2Mg2B6P3O2_id4378_Final_E-5.23.cif,Li2Mg2B6P3O2_id4378_E-4.44.cif,Li2Mg2B6P3O2,-5.2343,1.443,Semiconductor,P1,1,45
LiMg2O6_id4967_Final_E-5.23.cif,LiMg2O6_id4967_E-4.88.cif,LiMg2O6,-5.2325,2.498,Semiconductor,P-3c1,165,18
Si5S4_id2788_Final_E-5.23.cif,Si5S4_id2788_E-4.82.cif,Si5S4,-5.2268,1.098,Semiconductor,C2/c,15,36
BaSr6GeO7_id2765_Final_E-5.23.cif,BaSr6GeO7_id2765_E-3.47.cif,BaSr6GeO7,-5.2264,3.283,Semiconductor,P1,1,30
Li4TeAsO4_id2191_Final_E-5.22.cif,Li4TeAsO4_id2191_E-4.70.cif,Li4TeAsO4,-5.2249,2.541,Semiconductor,Pnn2,34,20
InO_id4528_Final_E-5.22.cif,InO_id4528_E-5.01.cif,InO,-5.2248,0.254,Semiconductor,P4_2/ncm,138,8
Se2O3_id4600_Final_E-5.22.cif,Se2O3_id4600_E-5.13.cif,Se2O3,-5.2243,1.32,Semiconductor,Pbcn,60,20
Li4SnGeAsO4_id1952_Final_E-5.22.cif,Li4SnGeAsO4_id1952_E-4.22.cif,Li4SnGeAsO4,-5.2224,0.729,Semiconductor,P1,1,44
Zn2C2NO2_id2086_Final_E-5.22.cif,Zn2C2NO2_id2086_E-3.90.cif,Zn2C2NO2,-5.2218,1.883,Semiconductor,P2_1/c,14,28
CaZn(P3O)2_id2792_Final_E-5.22.cif,CaZn(P3O)2_id2792_E-4.09.cif,CaZn(P3O)2,-5.2205,1.624,Semiconductor,P-1,2,30
NaLi2GaO4_id3701_Final_E-5.22.cif,NaLi2GaO4_id3701_E-4.27.cif,NaLi2GaO4,-5.2203,2.806,Semiconductor,P1,1,32
As2O_id859_Final_E-5.21.cif,As2O_id859_E-4.96.cif,As2O,-5.2117,1.021,Semiconductor,Pbcn,60,12
Li(Sn2O9)2_id3696_Final_E-5.21.cif,Li(Sn2O9)2_id3696_E-4.54.cif,Li(Sn2O9)2,-5.2081,0.0,Metal,P1,1,46
SrSiP4_id16_Final_E-5.20.cif,SrSiP4_id16_E-4.97.cif,SrSiP4,-5.1997,1.138,Semiconductor,I4_1/a,88,24
K2BeP(SeO)4_id2975_Final_E-5.20.cif,K2BeP(SeO)4_id2975_E-4.57.cif,K2BeP(SeO)4,-5.1978,2.18,Semiconductor,I222,23,24
ZnSn2BO4_id335_Final_E-5.20.cif,ZnSn2BO4_id335_E-5.01.cif,ZnSn2BO4,-5.1974,1.241,Semiconductor,Pmmm,47,16
Ga2B2O25_id2878_Final_E-5.20.cif,Ga2B2O25_id2878_E-4.36.cif,Ga2B2O25,-5.1974,0.0,Metal,P2,3,58
Li(SeN2)2_id4893_Final_E-5.20.cif,Li(SeN2)2_id4893_E-5.18.cif,Li(SeN2)2,-5.1974,1.503,Semiconductor,Fd-3m,227,56
ScTeSe2_id3982_Final_E-5.20.cif,ScTeSe2_id3982_E-4.17.cif,ScTeSe2,-5.1974,1.078,Semiconductor,Pc,7,16
Li3(SbO6)2_id1948_Final_E-5.19.cif,Li3(SbO6)2_id1948_E-4.99.cif,Li3(SbO6)2,-5.1936,1.183,Semiconductor,P6/mcc,192,34
TeS2O3_id1782_Final_E-5.19.cif,TeS2O3_id1782_E-5.01.cif,TeS2O3,-5.1897,0.904,Semiconductor,Aea2,41,24
BaNaCaO9_id3836_Final_E-5.19.cif,BaNaCaO9_id3836_E-4.21.cif,BaNaCaO9,-5.1873,0.06,Semiconductor,P-1,2,24
CaPN2_id2050_Final_E-5.19.cif,CaPN2_id2050_E-5.18.cif,CaPN2,-5.186,2.13,Semiconductor,I4_122,98,16
K5In3(Se2O7)2_id895_Final_E-5.18.cif,K5In3(Se2O7)2_id895_E-4.18.cif,K5In3(Se2O7)2,-5.1841,2.539,Semiconductor,P-1,2,26
GaBN2_id3536_Final_E-5.18.cif,GaBN2_id3536_E-4.80.cif,GaBN2,-5.1816,1.56,Semiconductor,P1,1,16
AlPS_id3689_Final_E-5.18.cif,AlPS_id3689_E-4.11.cif,AlPS,-5.1788,1.492,Semiconductor,P1,1,12
BaO6_id752_Final_E-5.17.cif,BaO6_id752_E-4.62.cif,BaO6,-5.168,0.0,Metal,P1,1,14
AlSi3S4_id4990_Final_E-5.16.cif,AlSi3S4_id4990_E-5.15.cif,AlSi3S4,-5.1633,2.055,Semiconductor,I-42m,121,16
Li6InGaO12_id2725_Final_E-5.16.cif,Li6InGaO12_id2725_E-4.40.cif,Li6InGaO12,-5.1615,2.574,Semiconductor,P1,1,40
NaLi3In3Ge3PO15_id524_Final_E-5.16.cif,NaLi3In3Ge3PO15_id524_E-4.27.cif,NaLi3In3Ge3PO15,-5.1612,0.969,Semiconductor,P1,1,26
KCaBNO17_id2698_Final_E-5.15.cif,KCaBNO17_id2698_E-4.47.cif,KCaBNO17,-5.1521,0.325,Semiconductor,Pc,7,42
CdIn2O4_id1571_Final_E-5.15.cif,CdIn2O4_id1571_E-5.07.cif,CdIn2O4,-5.1514,0.018,Metal,Pban,50,14
SrZn2O4_id2433_Final_E-5.14.cif,SrZn2O4_id2433_E-5.12.cif,SrZn2O4,-5.1405,2.022,Semiconductor,Fd-3m,227,56
Ba2O13_id74_Final_E-5.14.cif,Ba2O13_id74_E-4.16.cif,Ba2O13,-5.14,0.0,Metal,Pn-3,201,30
Li6Ga6O13_id3125_Final_E-5.14.cif,Li6Ga6O13_id3125_E-4.78.cif,Li6Ga6O13,-5.1384,0.066,Semiconductor,Pm-3,200,25
Ba(SeO)6_id914_Final_E-5.14.cif,Ba(SeO)6_id914_E-4.52.cif,Ba(SeO)6,-5.1379,0.858,Semiconductor,P-1,2,13
Si_id2894_Final_E-5.14.cif,Si_id2894_E-4.92.cif,Si,-5.1378,0.825,Semiconductor,I-42d,122,28
BaS2_id853_Final_E-5.13.cif,BaS2_id853_E-4.64.cif,BaS2,-5.1266,1.842,Semiconductor,Pbca,61,24
K4GeO4_id4357_Final_E-5.12.cif,K4GeO4_id4357_E-5.08.cif,K4GeO4,-5.1171,2.492,Semiconductor,P-42_1c,114,18
Sn2O_id3913_Final_E-5.11.cif,Sn2O_id3913_E-5.00.cif,Sn2O,-5.1139,0.0,Metal,Pbcn,60,12
MgGeAsO_id2352_Final_E-5.10.cif,MgGeAsO_id2352_E-4.60.cif,MgGeAsO,-5.1043,0.628,Semiconductor,P2_1/c,14,32
Li2PNO14_id3111_Final_E-5.10.cif,Li2PNO14_id3111_E-4.49.cif,Li2PNO14,-5.1001,1.145,Semiconductor,P2,3,36
BaSiS2_id3489_Final_E-5.10.cif,BaSiS2_id3489_E-5.05.cif,BaSiS2,-5.0984,1.814,Semiconductor,I4_1/amd,141,16
MgGeO2_id2199_Final_E-5.09.cif,MgGeO2_id2199_E-5.08.cif,MgGeO2,-5.0936,1.58,Semiconductor,I4_1/amd,141,16
LiBP5_id816_Final_E-5.09.cif,LiBP5_id816_E-3.78.cif,LiBP5,-5.0933,0.839,Semiconductor,Pc,7,14
KSrO8_id2022_Final_E-5.09.cif,KSrO8_id2022_E-5.02.cif,KSrO8,-5.0921,1.312,Semiconductor,P4/nbm,125,20
Si_id1497_Final_E-5.09.cif,Si_id1497_E-4.94.cif,Si,-5.0893,1.18,Semiconductor,I4_1/a,88,20
S2O_id4409_Final_E-5.09.cif,S2O_id4409_E-4.78.cif,S2O,-5.0865,2.049,Semiconductor,Pba2,32,24
SO3_id1865_Final_E-5.08.cif,SO3_id1865_E-4.31.cif,SO3,-5.0847,1.52,Semiconductor,P1,1,24
P_id2096_Final_E-5.08.cif,P_id2096_E-5.04.cif,P,-5.0796,1.745,Semiconductor,P-43n,218,24
ScTe2S3_id2026_Final_E-5.08.cif,ScTe2S3_id2026_E-3.71.cif,ScTe2S3,-5.0782,0.492,Semiconductor,P4mm,99,6
ScSeS6_id2596_Final_E-5.08.cif,ScSeS6_id2596_E-4.77.cif,ScSeS6,-5.0778,1.215,Semiconductor,Cmc2_1,36,32
SnAsO_id1114_Final_E-5.08.cif,SnAsO_id1114_E-4.76.cif,SnAsO,-5.0754,1.147,Semiconductor,P2_1,4,12
LiAsO4_id4673_Final_E-5.08.cif,LiAsO4_id4673_E-5.01.cif,LiAsO4,-5.0753,3.242,Semiconductor,P4_32_12,96,24
Sr2Li2Sb2O3_id2703_Final_E-5.07.cif,Sr2Li2Sb2O3_id2703_E-3.84.cif,Sr2Li2Sb2O3,-5.0744,2.48,Semiconductor,P2/c,13,36
KSnO6_id240_Final_E-5.06.cif,KSnO6_id240_E-4.65.cif,KSnO6,-5.0632,1.081,Semiconductor,P-31c,163,16
KBaO6_id4950_Final_E-5.06.cif,KBaO6_id4950_E-4.78.cif,KBaO6,-5.0626,0.0,Metal,P-31c,163,16
Si2As4P11_id2059_Final_E-5.06.cif,Si2As4P11_id2059_E-4.87.cif,Si2As4P11,-5.0584,0.0,Metal,P2_12_12,18,34
KBaO4_id4245_Final_E-5.06.cif,KBaO4_id4245_E-4.01.cif,KBaO4,-5.058,0.911,Semiconductor,P-1,2,24
Ca3In(S2O)3_id222_Final_E-5.04.cif,Ca3In(S2O)3_id222_E-4.52.cif,Ca3In(S2O)3,-5.0424,0.338,Semiconductor,P6_3/m,176,26
LiSiS2_id3483_Final_E-5.04.cif,LiSiS2_id3483_E-5.03.cif,LiSiS2,-5.0415,2.539,Semiconductor,I4/mcm,140,16
AlSiP2S_id685_Final_E-5.04.cif,AlSiP2S_id685_E-4.57.cif,AlSiP2S,-5.0382,1.685,Semiconductor,P4_32_12,96,40
KBaAsO4_id13_Final_E-5.04.cif,KBaAsO4_id13_E-4.54.cif,KBaAsO4,-5.0377,0.159,Semiconductor,P4/mmm,123,14
K2Sr4O19_id2781_Final_E-5.04.cif,K2Sr4O19_id2781_E-4.49.cif,K2Sr4O19,-5.0353,2.917,Semiconductor,P2,3,25
BO20_id4805_Final_E-5.03.cif,BO20_id4805_E-4.52.cif,BO20,-5.0308,0.046,Metal,Pc,7,42
Ca2O15_id1734_Final_E-5.03.cif,Ca2O15_id1734_E-4.35.cif,Ca2O15,-5.0294,0.094,Semiconductor,P-1,2,34
Mg2Be3N2_id4913_Final_E-5.03.cif,Mg2Be3N2_id4913_E-4.97.cif,Mg2Be3N2,-5.0269,0.0,Metal,R3m,160,21
SrCaO6_id815_Final_E-5.02.cif,SrCaO6_id815_E-4.78.cif,SrCaO6,-5.0243,0.0,Metal,P4_2/nbc,133,32
K4Ti(SeO)2_id4403_Final_E-5.02.cif,K4Ti(SeO)2_id4403_E-4.11.cif,K4Ti(SeO)2,-5.0162,1.47,Semiconductor,C2,5,27
KGeO7_id3015_Final_E-5.01.cif,KGeO7_id3015_E-4.44.cif,KGeO7,-5.0146,1.418,Semiconductor,P1,1,27
Si2GeAsP2CSeS5_id2950_Final_E-5.01.cif,Si2GeAsP2CSeS5_id2950_E-4.26.cif,Si2GeAsP2CSeS5,-5.0107,0.0,Metal,P2_1,4,26
B(AsO)12_id4886_Final_E-5.01.cif,B(AsO)12_id4886_E-5.01.cif,B(AsO)12,-5.0102,1.453,Semiconductor,I432,211,50
LiIn(SeO2)2_id4675_Final_E-5.01.cif,LiIn(SeO2)2_id4675_E-4.24.cif,LiIn(SeO2)2,-5.0072,0.829,Semiconductor,P1,1,16
SO5_id2280_Final_E-5.01.cif,SO5_id2280_E-4.71.cif,SO5,-5.0067,1.624,Semiconductor,Cmc2_1,36,24
TiSe3S4_id4541_Final_E-5.00.cif,TiSe3S4_id4541_E-4.84.cif,TiSe3S4,-5.002,0.537,Semiconductor,I4cm,108,32
KGa2AsO8_id4773_Final_E-5.00.cif,KGa2AsO8_id4773_E-4.88.cif,KGa2AsO8,-5.001,1.157,Semiconductor,P1,1,24
GeAsP3_id650_Final_E-4.99.cif,GeAsP3_id650_E-4.57.cif,GeAsP3,-4.9884,0.229,Semiconductor,Pca2_1,29,20
Na2Li2MgSnGeO28_id1612_Final_E-4.99.cif,Na2Li2MgSnGeO28_id1612_E-4.40.cif,Na2Li2MgSnGeO28,-4.9855,0.0,Metal,P-4,81,35
KNaCaO6_id3504_Final_E-4.98.cif,KNaCaO6_id3504_E-4.86.cif,KNaCaO6,-4.9834,1.575,Semiconductor,P-31c,163,18
NaSrO12_id4289_Final_E-4.98.cif,NaSrO12_id4289_E-4.96.cif,NaSrO12,-4.9832,0.0,Metal,P-31c,163,28
Si_id3579_Final_E-4.98.cif,Si_id3579_E-4.15.cif,Si,-4.98,0.354,Semiconductor,P1,1,36
BeIn(GaO)2_id2064_Final_E-4.98.cif,BeIn(GaO)2_id2064_E-4.38.cif,BeIn(GaO)2,-4.978,0.0,Metal,P1,1,12
